assemblage_id,assemblage_label,scenario,scenario_label,scenario_class,alpha_ratio_median,alpha_ratio_p10,alpha_ratio_p90,gamma_ratio_median,gamma_ratio_p10,gamma_ratio_p90,occupancy_ratio_median,occupancy_ratio_p10,occupancy_ratio_p90,delta_log_occupancy_median,n_iter,delta_alpha_pct,delta_alpha_p10,delta_alpha_p90,delta_gamma_pct,delta_gamma_p10,delta_gamma_p90,delta_occupancy_pct,delta_occupancy_p10,delta_occupancy_p90,apparent_signature
carabidae_pitfall,"Carabidae
pitfall traps",species_observed_congeneric_10pct,"Observed-pool
error 10%",Identification error,1.264331210191083,1.2493630573248407,1.2754777070063694,0.9847328244274809,0.9770992366412213,0.9847328244274809,1.2871673332345825,1.2724383328241495,1.3013180532655853,0.2524439382156638,20,26.433121019108306,24.936305732484065,27.547770700636942,-1.526717557251911,-2.2900763358778664,-1.526717557251911,28.716733323458254,27.243833282414954,30.131805326558524,Apparent homogenisation
carabidae_pitfall,"Carabidae
pitfall traps",species_observed_congeneric_5pct,"Observed-pool
error 5%",Identification error,1.1799363057324843,1.1678343949044585,1.197611464968153,0.9847328244274809,0.9763358778625953,0.9847328244274809,1.199846936256357,1.19268140830988,1.2210968551739054,0.1821939955386612,20,17.99363057324843,16.78343949044585,19.761146496815307,-1.526717557251911,-2.3664122137404653,-1.526717557251911,19.984693625635707,19.268140830988003,22.109685517390542,Apparent homogenisation
carabidae_pitfall,"Carabidae
pitfall traps",species_observed_rare_weighted_10pct,"Rare-weighted
error 10%",Identification error,1.3113057324840764,1.2960191082802552,1.323407643312102,0.9770992366412213,0.9694656488549618,0.9847328244274809,1.3420394605891721,1.3233891275366614,1.3540259314346257,0.2941902581066066,20,31.130573248407643,29.601910828025524,32.3407643312102,-2.2900763358778664,-3.053435114503822,-1.526717557251911,34.20394605891721,32.338912753666136,35.40259314346257,Apparent homogenisation
collembola_soil_core,"Collembola
soil cores",rtu_family_level,"Family-level
resolution",Taxonomic coarsening,0.6194503171247356,0.6194503171247356,0.6194503171247356,0.23188405797101452,0.23188405797101452,0.23188405797101452,2.671379492600422,2.671379492600422,2.671379492600422,0.9825950028826123,1,-38.054968287526435,-38.054968287526435,-38.054968287526435,-76.81159420289855,-76.81159420289855,-76.81159420289855,167.1379492600422,167.1379492600422,167.1379492600422,Apparent homogenisation
collembola_soil_core,"Collembola
soil cores",rtu_genus_level,"Genus-level
resolution",Taxonomic coarsening,0.9552238805970148,0.9552238805970148,0.9552238805970148,0.6865671641791045,0.6865671641791045,0.6865671641791045,1.3913043478260867,1.3913043478260867,1.3913043478260867,0.33024168687057665,1,-4.47761194029852,-4.47761194029852,-4.47761194029852,-31.343283582089555,-31.343283582089555,-31.343283582089555,39.13043478260867,39.13043478260867,39.13043478260867,Apparent homogenisation
collembola_soil_core,"Collembola
soil cores",rtu_rare_species_to_genus,"Rare taxa
reported at genus",Workflow decision,1,1,1,0.9710144927536232,0.9710144927536232,0.9710144927536232,1.0298507462686568,1.0298507462686568,1.0298507462686568,0.029413885206293407,1,0,0,0,-2.898550724637683,-2.898550724637683,-2.898550724637683,2.9850746268656803,2.9850746268656803,2.9850746268656803,Apparent homogenisation
collembola_soil_core,"Collembola
soil cores",rtu_species_only_drop_unresolved,"Drop unresolved
records",Workflow decision,0.7695560253699788,0.7695560253699788,0.7695560253699788,0.7391304347826086,0.7391304347826086,0.7391304347826086,1.041164034324089,1.041164034324089,1.041164034324089,0.04033935101774136,1,-23.04439746300212,-23.04439746300212,-23.04439746300212,-26.086956521739136,-26.086956521739136,-26.086956521739136,4.1164034324089105,4.1164034324089105,4.1164034324089105,Apparent homogenisation
collembola_soil_core,"Collembola
soil cores",species_observed_congeneric_10pct,"Observed-pool
error 10%",Identification error,1.2252747252747254,1.2082417582417584,1.2582417582417584,1,0.9803921568627451,1,1.2276923076923079,1.2112637362637364,1.2696538461538465,0.2051361985063568,20,22.527472527472536,20.82417582417584,25.824175824175843,0,-1.9607843137254943,0,22.769230769230788,21.126373626373642,26.965384615384647,Apparent homogenisation
collembola_soil_core,"Collembola
soil cores",species_observed_congeneric_5pct,"Observed-pool
error 5%",Identification error,1.157967032967033,1.134065934065934,1.176648351648352,1,0.9980392156862745,1,1.157967032967033,1.134065934065934,1.184065934065934,0.14666520622245605,20,15.796703296703306,13.406593406593403,17.66483516483519,0,-0.19607843137254832,0,15.796703296703306,13.406593406593403,18.40659340659341,Apparent homogenisation
collembola_soil_core,"Collembola
soil cores",species_observed_rare_weighted_10pct,"Rare-weighted
error 10%",Identification error,1.2293956043956045,1.2140109890109891,1.2582417582417584,1,0.9803921568627451,1,1.2307692307692308,1.2140109890109891,1.2587967032967036,0.20763936477824455,20,22.939560439560445,21.401098901098912,25.824175824175843,0,-1.9607843137254943,0,23.076923076923084,21.401098901098912,25.879670329670358,Apparent homogenisation
formicidae_pitfall,"Formicidae
pitfall traps",rtu_genus_level,"Genus-level
resolution",Taxonomic coarsening,0.7337883959044368,0.7337883959044368,0.7337883959044368,0.3272727272727274,0.3272727272727274,0.3272727272727274,2.2421312097080004,2.2421312097080004,2.2421312097080004,0.8074268464469012,1,-26.62116040955632,-26.62116040955632,-26.62116040955632,-67.27272727272727,-67.27272727272727,-67.27272727272727,124.21312097080003,124.21312097080003,124.21312097080003,Apparent homogenisation
formicidae_pitfall,"Formicidae
pitfall traps",rtu_rare_species_to_genus,"Rare taxa
reported at genus",Workflow decision,0.9932432432432431,0.9932432432432431,0.9932432432432431,0.9464285714285714,0.9464285714285714,0.9464285714285714,1.049464558898521,1.049464558898521,1.049464558898521,0.04828009019764846,1,-0.675675675675691,-0.675675675675691,-0.675675675675691,-5.35714285714286,-5.35714285714286,-5.35714285714286,4.946455889852097,4.946455889852097,4.946455889852097,Apparent homogenisation
formicidae_pitfall,"Formicidae
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",Workflow decision,0.7432432432432432,0.7432432432432432,0.7432432432432432,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.9048178613396004,0.9048178613396004,0.9048178613396004,-0.10002161372564468,1,-25.67567567567568,-25.67567567567568,-25.67567567567568,-17.85714285714286,-17.85714285714286,-17.85714285714286,-9.51821386603996,-9.51821386603996,-9.51821386603996,Apparent differentiation
formicidae_pitfall,"Formicidae
pitfall traps",species_observed_congeneric_10pct,"Observed-pool
error 10%",Identification error,1.3681818181818182,1.3577272727272727,1.4,1,1,1,1.3704545454545456,1.3577272727272727,1.4,0.3151410947095112,20,36.81818181818181,35.772727272727266,39.99999999999999,0,0,0,37.04545454545456,35.772727272727266,39.99999999999999,Apparent homogenisation
formicidae_pitfall,"Formicidae
pitfall traps",species_observed_congeneric_5pct,"Observed-pool
error 5%",Identification error,1.2909090909090908,1.2713636363636363,1.3104545454545453,1,1,1,1.293181818181818,1.2713636363636363,1.3104545454545453,0.25710416286256665,20,29.09090909090908,27.136363636363626,31.045454545454533,0,0,0,29.3181818181818,27.136363636363626,31.045454545454533,Apparent homogenisation
formicidae_pitfall,"Formicidae
pitfall traps",species_observed_rare_weighted_10pct,"Rare-weighted
error 10%",Identification error,1.4545454545454544,1.4309090909090907,1.4868181818181816,1,1,1,1.4545454545454544,1.4309090909090907,1.4868181818181816,0.3746934494414106,20,45.45454545454544,43.090909090909065,48.68181818181816,0,0,0,45.45454545454544,43.090909090909065,48.68181818181816,Apparent homogenisation
isopoda_pitfall,"Isopoda
pitfall traps",rtu_family_level,"Family-level
resolution",Taxonomic coarsening,0.7972972972972973,0.7972972972972973,0.7972972972972973,0.30434782608695654,0.30434782608695654,0.30434782608695654,2.6196911196911192,2.6196911196911192,2.6196911196911192,0.963056417575386,1,-20.270270270270274,-20.270270270270274,-20.270270270270274,-69.56521739130434,-69.56521739130434,-69.56521739130434,161.96911196911194,161.96911196911194,161.96911196911194,Apparent homogenisation
isopoda_pitfall,"Isopoda
pitfall traps",rtu_genus_level,"Genus-level
resolution",Taxonomic coarsening,0.8356164383561643,0.8356164383561643,0.8356164383561643,0.4545454545454546,0.4545454545454546,0.4545454545454546,1.8383561643835613,1.8383561643835613,1.8383561643835613,0.6088717833891901,1,-16.43835616438357,-16.43835616438357,-16.43835616438357,-54.54545454545454,-54.54545454545454,-54.54545454545454,83.83561643835613,83.83561643835613,83.83561643835613,Apparent homogenisation
isopoda_pitfall,"Isopoda
pitfall traps",rtu_rare_species_to_genus,"Rare taxa
reported at genus",Workflow decision,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No occupancy change
isopoda_pitfall,"Isopoda
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",Workflow decision,0.8648648648648648,0.8648648648648648,0.8648648648648648,0.782608695652174,0.782608695652174,0.782608695652174,1.105105105105105,1.105105105105105,1.105105105105105,0.09994044818848707,1,-13.51351351351352,-13.51351351351352,-13.51351351351352,-21.739130434782606,-21.739130434782606,-21.739130434782606,10.510510510510507,10.510510510510507,10.510510510510507,Apparent homogenisation
isopoda_pitfall,"Isopoda
pitfall traps",species_observed_congeneric_10pct,"Observed-pool
error 10%",Identification error,1.4062500000000002,1.3281250000000002,1.4546875000000001,1,1,1,1.4062500000000002,1.3281250000000002,1.4546875000000001,0.34092658697059336,20,40.62500000000002,32.81250000000002,45.468750000000014,0,0,0,40.62500000000002,32.81250000000002,45.468750000000014,Apparent homogenisation
isopoda_pitfall,"Isopoda
pitfall traps",species_observed_congeneric_5pct,"Observed-pool
error 5%",Identification error,1.28125,1.23125,1.3453125,1,1,1,1.28125,1.23125,1.3453125,0.24783616390458127,20,28.125,23.124999999999996,34.53124999999999,0,0,0,28.125,23.124999999999996,34.53124999999999,Apparent homogenisation
isopoda_pitfall,"Isopoda
pitfall traps",species_observed_rare_weighted_10pct,"Rare-weighted
error 10%",Identification error,1.3984375,1.3421875,1.4703125000000001,1,1,1,1.3984375,1.3421875,1.4703125000000001,0.33533993667153067,20,39.84375,34.21875000000001,47.031250000000014,0,0,0,39.84375,34.21875000000001,47.031250000000014,Apparent homogenisation
