assemblage_id,assemblage_label,scenario,scenario_label,response_key,response,median,p10,p90,n_iter
araneae_pitfall,"Araneae
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),16.421495208450423,16.421495208450423,16.421495208450423,1
araneae_pitfall,"Araneae
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",sorensen_mean_change_pct,Δ mean Sørensen,4.788736001425842,4.788736001425842,4.788736001425842,1
carabidae_pitfall,"Carabidae
pitfall traps",rtu_genus_level,"Genus-level
resolution",bray_mean_change_pct,Δ mean Bray-Curtis,-6.906064376286125,-6.906064376286125,-6.906064376286125,1
carabidae_pitfall,"Carabidae
pitfall traps",rtu_genus_level,"Genus-level
resolution",gamma_change_pct,Δ regional richness (γ),-67.42424242424244,-67.42424242424244,-67.42424242424244,1
carabidae_pitfall,"Carabidae
pitfall traps",rtu_genus_level,"Genus-level
resolution",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),-79.48236595222392,-79.48236595222392,-79.48236595222392,1
carabidae_pitfall,"Carabidae
pitfall traps",rtu_genus_level,"Genus-level
resolution",sorensen_mean_change_pct,Δ mean Sørensen,-19.26047611981605,-19.26047611981605,-19.26047611981605,1
carabidae_pitfall,"Carabidae
pitfall traps",rtu_rare_species_to_genus,"Rare taxa
reported at genus",bray_mean_change_pct,Δ mean Bray-Curtis,-0.09540101679144096,-0.09540101679144096,-0.09540101679144096,1
carabidae_pitfall,"Carabidae
pitfall traps",rtu_rare_species_to_genus,"Rare taxa
reported at genus",gamma_change_pct,Δ regional richness (γ),-20.740740740740737,-20.740740740740737,-20.740740740740737,1
carabidae_pitfall,"Carabidae
pitfall traps",rtu_rare_species_to_genus,"Rare taxa
reported at genus",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),-3.7247870451193,-3.7247870451193,-3.7247870451193,1
carabidae_pitfall,"Carabidae
pitfall traps",rtu_rare_species_to_genus,"Rare taxa
reported at genus",sorensen_mean_change_pct,Δ mean Sørensen,-0.6315301118425709,-0.6315301118425709,-0.6315301118425709,1
carabidae_pitfall,"Carabidae
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",bray_mean_change_pct,Δ mean Bray-Curtis,-0.01386233882421095,-0.01386233882421095,-0.01386233882421095,1
carabidae_pitfall,"Carabidae
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",gamma_change_pct,Δ regional richness (γ),-2.9629629629629672,-2.9629629629629672,-2.9629629629629672,1
carabidae_pitfall,"Carabidae
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),0.24059029943127164,0.24059029943127164,0.24059029943127164,1
carabidae_pitfall,"Carabidae
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",sorensen_mean_change_pct,Δ mean Sørensen,-0.2196402630413652,-0.2196402630413652,-0.2196402630413652,1
collembola_soil_core,"Collembola
soil cores",rtu_family_level,"Family-level
resolution",bray_mean_change_pct,Δ mean Bray-Curtis,-22.864508220659996,-22.864508220659996,-22.864508220659996,1
collembola_soil_core,"Collembola
soil cores",rtu_family_level,"Family-level
resolution",gamma_change_pct,Δ regional richness (γ),-76.81159420289855,-76.81159420289855,-76.81159420289855,1
collembola_soil_core,"Collembola
soil cores",rtu_family_level,"Family-level
resolution",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),11.789159413721146,11.789159413721146,11.789159413721146,1
collembola_soil_core,"Collembola
soil cores",rtu_family_level,"Family-level
resolution",sorensen_mean_change_pct,Δ mean Sørensen,-36.29010571881338,-36.29010571881338,-36.29010571881338,1
collembola_soil_core,"Collembola
soil cores",rtu_genus_level,"Genus-level
resolution",bray_mean_change_pct,Δ mean Bray-Curtis,-1.4796247536987606,-1.4796247536987606,-1.4796247536987606,1
collembola_soil_core,"Collembola
soil cores",rtu_genus_level,"Genus-level
resolution",gamma_change_pct,Δ regional richness (γ),-31.343283582089555,-31.343283582089555,-31.343283582089555,1
collembola_soil_core,"Collembola
soil cores",rtu_genus_level,"Genus-level
resolution",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),-2.9322232456116537,-2.9322232456116537,-2.9322232456116537,1
collembola_soil_core,"Collembola
soil cores",rtu_genus_level,"Genus-level
resolution",sorensen_mean_change_pct,Δ mean Sørensen,-4.717600115368647,-4.717600115368647,-4.717600115368647,1
collembola_soil_core,"Collembola
soil cores",rtu_rare_species_to_genus,"Rare taxa
reported at genus",bray_mean_change_pct,Δ mean Bray-Curtis,-0.00501230259563056,-0.00501230259563056,-0.00501230259563056,1
collembola_soil_core,"Collembola
soil cores",rtu_rare_species_to_genus,"Rare taxa
reported at genus",gamma_change_pct,Δ regional richness (γ),-2.898550724637683,-2.898550724637683,-2.898550724637683,1
collembola_soil_core,"Collembola
soil cores",rtu_rare_species_to_genus,"Rare taxa
reported at genus",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),0.32509258623436726,0.32509258623436726,0.32509258623436726,1
collembola_soil_core,"Collembola
soil cores",rtu_rare_species_to_genus,"Rare taxa
reported at genus",sorensen_mean_change_pct,Δ mean Sørensen,-0.01954322566257715,-0.01954322566257715,-0.01954322566257715,1
collembola_soil_core,"Collembola
soil cores",rtu_species_only_drop_unresolved,"Drop unresolved
records",bray_mean_change_pct,Δ mean Bray-Curtis,0.6212042760790348,0.6212042760790348,0.6212042760790348,1
collembola_soil_core,"Collembola
soil cores",rtu_species_only_drop_unresolved,"Drop unresolved
records",gamma_change_pct,Δ regional richness (γ),-26.086956521739136,-26.086956521739136,-26.086956521739136,1
collembola_soil_core,"Collembola
soil cores",rtu_species_only_drop_unresolved,"Drop unresolved
records",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),-17.422751691670495,-17.422751691670495,-17.422751691670495,1
collembola_soil_core,"Collembola
soil cores",rtu_species_only_drop_unresolved,"Drop unresolved
records",sorensen_mean_change_pct,Δ mean Sørensen,0.47349253766881816,0.47349253766881816,0.47349253766881816,1
formicidae_pitfall,"Formicidae
pitfall traps",rtu_genus_level,"Genus-level
resolution",bray_mean_change_pct,Δ mean Bray-Curtis,-9.707309286702126,-9.707309286702126,-9.707309286702126,1
formicidae_pitfall,"Formicidae
pitfall traps",rtu_genus_level,"Genus-level
resolution",gamma_change_pct,Δ regional richness (γ),-67.27272727272727,-67.27272727272727,-67.27272727272727,1
formicidae_pitfall,"Formicidae
pitfall traps",rtu_genus_level,"Genus-level
resolution",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),-55.379638882063,-55.379638882063,-55.379638882063,1
formicidae_pitfall,"Formicidae
pitfall traps",rtu_genus_level,"Genus-level
resolution",sorensen_mean_change_pct,Δ mean Sørensen,-24.934265069374085,-24.934265069374085,-24.934265069374085,1
formicidae_pitfall,"Formicidae
pitfall traps",rtu_rare_species_to_genus,"Rare taxa
reported at genus",bray_mean_change_pct,Δ mean Bray-Curtis,-0.0670646554407961,-0.0670646554407961,-0.0670646554407961,1
formicidae_pitfall,"Formicidae
pitfall traps",rtu_rare_species_to_genus,"Rare taxa
reported at genus",gamma_change_pct,Δ regional richness (γ),-5.35714285714286,-5.35714285714286,-5.35714285714286,1
formicidae_pitfall,"Formicidae
pitfall traps",rtu_rare_species_to_genus,"Rare taxa
reported at genus",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),-0.9587272075734987,-0.9587272075734987,-0.9587272075734987,1
formicidae_pitfall,"Formicidae
pitfall traps",rtu_rare_species_to_genus,"Rare taxa
reported at genus",sorensen_mean_change_pct,Δ mean Sørensen,-0.329636117879728,-0.329636117879728,-0.329636117879728,1
formicidae_pitfall,"Formicidae
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",bray_mean_change_pct,Δ mean Bray-Curtis,-0.39498230178236504,-0.39498230178236504,-0.39498230178236504,1
formicidae_pitfall,"Formicidae
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",gamma_change_pct,Δ regional richness (γ),-17.85714285714286,-17.85714285714286,-17.85714285714286,1
formicidae_pitfall,"Formicidae
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),-1.820231015925808,-1.820231015925808,-1.820231015925808,1
formicidae_pitfall,"Formicidae
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",sorensen_mean_change_pct,Δ mean Sørensen,-0.24947889718345273,-0.24947889718345273,-0.24947889718345273,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_family_level,"Family-level
resolution",bray_mean_change_pct,Δ mean Bray-Curtis,-6.171157905076896,-6.171157905076896,-6.171157905076896,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_family_level,"Family-level
resolution",gamma_change_pct,Δ regional richness (γ),-69.56521739130434,-69.56521739130434,-69.56521739130434,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_family_level,"Family-level
resolution",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),-78.1770161147474,-78.1770161147474,-78.1770161147474,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_family_level,"Family-level
resolution",sorensen_mean_change_pct,Δ mean Sørensen,-19.066958308590152,-19.066958308590152,-19.066958308590152,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_genus_level,"Genus-level
resolution",bray_mean_change_pct,Δ mean Bray-Curtis,-3.044806019738544,-3.044806019738544,-3.044806019738544,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_genus_level,"Genus-level
resolution",gamma_change_pct,Δ regional richness (γ),-54.54545454545454,-54.54545454545454,-54.54545454545454,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_genus_level,"Genus-level
resolution",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),-48.932868904815116,-48.932868904815116,-48.932868904815116,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_genus_level,"Genus-level
resolution",sorensen_mean_change_pct,Δ mean Sørensen,-8.811023694671693,-8.811023694671693,-8.811023694671693,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_rare_species_to_genus,"Rare taxa
reported at genus",bray_mean_change_pct,Δ mean Bray-Curtis,0,0,0,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_rare_species_to_genus,"Rare taxa
reported at genus",gamma_change_pct,Δ regional richness (γ),0,0,0,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_rare_species_to_genus,"Rare taxa
reported at genus",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),0,0,0,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_rare_species_to_genus,"Rare taxa
reported at genus",sorensen_mean_change_pct,Δ mean Sørensen,0,0,0,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",bray_mean_change_pct,Δ mean Bray-Curtis,-0.6163473040216805,-0.6163473040216805,-0.6163473040216805,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",gamma_change_pct,Δ regional richness (γ),-21.73913043478261,-21.73913043478261,-21.73913043478261,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",gdm_bray_relative_change_pct,Δ explained environmental turnover (GDM),2.2402915873719786,2.2402915873719786,2.2402915873719786,1
isopoda_pitfall,"Isopoda
pitfall traps",rtu_species_only_drop_unresolved,"Drop unresolved
records",sorensen_mean_change_pct,Δ mean Sørensen,-2.0984893282997463,-2.0984893282997463,-2.0984893282997463,1
