species,method,p_hat,lcl,ucl,n_sites_available,n_sites_detected,n_rep,AIC,any_se_bad,mean_BL,pct_winged,genus,pct_winged_gn,wing_imputed_genus,full_wing,log_BL,p_clip,lcl_clip,ucl_clip,logit_p,se_logit,weight
Amara convexior,Pitfall10,0.9306583311017352,0.6804769709470924,0.9883153728393196,77,16,6,NA,FALSE,7.6,1,Amara,1,FALSE,fully_winged,0.8808135922807914,0.9306583311017352,0.6804769709470924,0.9883153728393196,2.5968462103204404,0.9392252958190737,1.133601569370522
Amara convexior,Pitfall8,0.8962235364413401,0.6439523590343345,0.9763241967426708,77,16,6,NA,FALSE,7.6,1,Amara,1,FALSE,fully_winged,0.8808135922807914,0.8962235364413401,0.6439523590343345,0.9763241967426708,2.15595066746395,0.7976481967278399,1.5717274010011255
Amara convexior,Pitfall6,0.7595707553942759,0.4931915549016449,0.9111607460191165,77,16,6,NA,FALSE,7.6,1,Amara,1,FALSE,fully_winged,0.8808135922807914,0.7595707553942759,0.4931915549016449,0.9111607460191165,1.1503276331529053,0.6007974984490118,2.7704082291412813
Amara convexior,Pitfall4,0.7241226561626525,0.4557537195353673,0.8916259614269962,77,16,6,NA,FALSE,7.6,1,Amara,1,FALSE,fully_winged,0.8808135922807914,0.7241226561626525,0.4557537195353673,0.8916259614269962,0.9650044320730408,0.5828845525756078,2.9433025597275244
Amara convexior,Pitfall2,0.4813493866874139,0.23740081148192385,0.7345260063445666,77,16,6,NA,FALSE,7.6,1,Amara,1,FALSE,fully_winged,0.8808135922807914,0.4813493866874139,0.23740081148192385,0.7345260063445666,-0.07463708232225644,0.5573191839931844,3.219526579669773
Amara convexior,GPD,0.7385297026722292,0.47339471618506224,0.8987309617615896,77,16,6,NA,FALSE,7.6,1,Amara,1,FALSE,fully_winged,0.8808135922807914,0.7385297026722292,0.47339471618506224,0.8987309617615896,1.0383406301274927,0.5841134568209981,2.930930880684117
Amara familiaris,Pitfall10,0.5446155705535496,0.2195775983233963,0.835621771109102,77,10,6,NA,FALSE,6.1,1,Amara,1,FALSE,fully_winged,0.785329835010767,0.5446155705535496,0.2195775983233963,0.835621771109102,0.17893820853178363,0.7382999128021299,1.8345703310028452
Amara familiaris,Pitfall8,0.4855449705079455,0.20236890420402337,0.7783163068165833,77,10,6,NA,FALSE,6.1,1,Amara,1,FALSE,fully_winged,0.785329835010767,0.4855449705079455,0.20236890420402337,0.7783163068165833,-0.05783623457230678,0.6702641223295264,2.2259123214549787
Amara familiaris,Pitfall6,0.1947123046549059,0.04994458233636403,0.5265383616491945,77,10,6,NA,FALSE,6.1,1,Amara,1,FALSE,fully_winged,0.785329835010767,0.1947123046549059,0.04994458233636403,0.5265383616491945,-1.4196764906900665,0.778535606687858,1.6498446012139414
Amara familiaris,Pitfall4,0.239763988180082,0.06982521856061231,0.5698966557803481,77,10,6,NA,FALSE,6.1,1,Amara,1,FALSE,fully_winged,0.785329835010767,0.239763988180082,0.06982521856061231,0.5698966557803481,-1.1539738700194213,0.7323486701813399,1.8645078037879945
Amara familiaris,Pitfall2,0.19828560900848924,0.04840726029486578,0.5459696681851929,77,10,6,NA,FALSE,6.1,1,Amara,1,FALSE,fully_winged,0.785329835010767,0.19828560900848924,0.04840726029486578,0.5459696681851929,-1.3970439624078896,0.8068588662555555,1.5360482175292647
Amara familiaris,GPD,0.43166055733162967,0.17777457618599454,0.7273739488601914,77,10,6,NA,FALSE,6.1,1,Amara,1,FALSE,fully_winged,0.785329835010767,0.43166055733162967,0.17777457618599454,0.7273739488601914,-0.27507931808917074,0.641030079495625,2.4335662997930863
Amara lunicollis,Pitfall10,0.7064620501442977,0.3288835227364662,0.9219948050356674,77,10,6,NA,FALSE,7.5,1,Amara,1,FALSE,fully_winged,0.8750612633917001,0.7064620501442977,0.3288835227364662,0.9219948050356674,0.8782625534361018,0.8119906168747286,1.516694034595884
Amara lunicollis,Pitfall8,0.3971923562402041,0.1447417861139361,0.7195230752023521,77,10,6,NA,FALSE,7.5,1,Amara,1,FALSE,fully_winged,0.8750612633917001,0.3971923562402041,0.1447417861139361,0.7195230752023521,-0.4171774592186909,0.6935074485473565,2.0792070551412003
Amara lunicollis,Pitfall6,0.3520519387673048,0.11856852580148368,0.6869702053467067,77,10,6,NA,FALSE,7.5,1,Amara,1,FALSE,fully_winged,0.8750612633917001,0.3520519387673048,0.11856852580148368,0.6869702053467067,-0.6100318226918336,0.7122573306936351,1.9711793662739365
Amara lunicollis,Pitfall4,0.3168055607168129,0.09669731173071834,0.6676309309223587,77,10,6,NA,FALSE,7.5,1,Amara,1,FALSE,fully_winged,0.8750612633917001,0.3168055607168129,0.09669731173071834,0.6676309309223587,-0.7684912906647949,0.7479493916139853,1.7875391959205111
Amara lunicollis,Pitfall2,0.14710658380021024,0.0196044906277258,0.5980250836516645,77,10,6,NA,FALSE,7.5,1,Amara,1,FALSE,fully_winged,0.8750612633917001,0.14710658380021024,0.0196044906277258,0.5980250836516645,-1.7574772040692395,1.0993470477128398,0.8274283007204957
Amara lunicollis,GPD,0.49101175424453947,0.2120699071612597,0.7756649010729063,77,10,6,NA,FALSE,7.5,1,Amara,1,FALSE,fully_winged,0.8750612633917001,0.49101175424453947,0.2120699071612597,0.7756649010729063,-0.03595685655930569,0.6512941549054624,2.3574670905266464
Amara similata,Pitfall10,0.6686391295490651,0.38664949283056266,0.8659356775814494,77,15,6,NA,FALSE,8.55,1,Amara,1,FALSE,fully_winged,0.9319661147281727,0.6686391295490651,0.38664949283056266,0.8659356775814494,0.7020364723278513,0.5935992119071142,2.8380063878381097
Amara similata,Pitfall8,0.5653650544390804,0.313132362678217,0.7877550146612442,77,15,6,NA,FALSE,8.55,1,Amara,1,FALSE,fully_winged,0.9319661147281727,0.5653650544390804,0.313132362678217,0.7877550146612442,0.26296516340464765,0.5349391756655203,3.4945494609905006
Amara similata,Pitfall6,0.4604250644769904,0.22758335629638057,0.7119235040114089,77,15,6,NA,FALSE,8.55,1,Amara,1,FALSE,fully_winged,0.9319661147281727,0.4604250644769904,0.22758335629638057,0.7119235040114089,-0.1586315571294978,0.5425387595123918,3.3973356770391274
Amara similata,Pitfall4,0.30536324611012583,0.12653622408725815,0.5715465922453811,77,15,6,NA,FALSE,8.55,1,Amara,1,FALSE,fully_winged,0.9319661147281727,0.30536324611012583,0.12653622408725815,0.5715465922453811,-0.8218870138417396,0.5663525618508541,3.1176421276863224
Amara similata,Pitfall2,0.30142589892917576,0.11707314772055584,0.5840470344941332,77,15,6,NA,FALSE,8.55,1,Amara,1,FALSE,fully_winged,0.9319661147281727,0.30142589892917576,0.11707314772055584,0.5840470344941332,-0.8405170478062877,0.60200325292222,2.759321621828205
Amara similata,GPD,0.7901572075491085,0.5135240951026622,0.930709344818792,77,15,6,NA,FALSE,8.55,1,Amara,1,FALSE,fully_winged,0.9319661147281727,0.7901572075491085,0.5135240951026622,0.930709344818792,1.3258732795670787,0.6488590311100199,2.37519512144564
Anchomenus dorsalis,Pitfall10,0.8929489775062527,0.7125896768648117,0.9655920195888424,77,29,6,NA,FALSE,7.1,1,Anchomenus,1,FALSE,fully_winged,0.8512583487190752,0.8929489775062527,0.7125896768648117,0.9655920195888424,2.1212238766498803,0.618994388883303,2.60991627504959
Anchomenus dorsalis,Pitfall8,0.8611876332759043,0.6831410216085667,0.9469561585208158,77,29,6,NA,FALSE,7.1,1,Anchomenus,1,FALSE,fully_winged,0.8512583487190752,0.8611876332759043,0.6831410216085667,0.9469561585208158,1.825189263972788,0.5392575324938594,3.438805080404391
Anchomenus dorsalis,Pitfall6,0.75593338124824,0.5675663273973754,0.8796474034802287,77,29,6,NA,FALSE,7.1,1,Anchomenus,1,FALSE,fully_winged,0.8512583487190752,0.75593338124824,0.5675663273973754,0.8796474034802287,1.1305120365556462,0.43805274184980403,5.211313427201598
Anchomenus dorsalis,Pitfall4,0.6575830344711318,0.47022468299896425,0.8060157107093215,77,29,6,NA,FALSE,7.1,1,Anchomenus,1,FALSE,fully_winged,0.8512583487190752,0.6575830344711318,0.47022468299896425,0.8060157107093215,0.6525418523495029,0.3937674537837029,6.449415622304059
Anchomenus dorsalis,Pitfall2,0.5943752549021353,0.3990974800098726,0.7637575582504736,77,29,6,NA,FALSE,7.1,1,Anchomenus,1,FALSE,fully_winged,0.8512583487190752,0.5943752549021353,0.3990974800098726,0.7637575582504736,0.3820824031170435,0.40372930116765976,6.135069118965766
Anchomenus dorsalis,GPD,0.8264793799326993,0.6449983855419466,0.9258506462994636,77,29,6,NA,FALSE,7.1,1,Anchomenus,1,FALSE,fully_winged,0.8512583487190752,0.8264793799326993,0.6449983855419466,0.9258506462994636,1.5608785283148452,0.49171074071029974,4.136000762415701
Anisodactylus binotatus,Pitfall10,0.7691422347807592,0.4029659503424915,0.9426796246386584,77,9,6,NA,FALSE,10.5,1,Anisodactylus,1,FALSE,fully_winged,1.021189299069938,0.7691422347807592,0.4029659503424915,0.9426796246386584,1.203474127208202,0.8145899008493384,1.5070302057160139
Anisodactylus binotatus,Pitfall8,0.6407596125378241,0.3026976859805158,0.8799344614629641,77,9,6,NA,FALSE,10.5,1,Anisodactylus,1,FALSE,fully_winged,1.021189299069938,0.6407596125378241,0.3026976859805158,0.8799344614629641,0.5786625997785704,0.7209934087452534,1.9237002927774656
Anisodactylus binotatus,Pitfall6,0.6527916102157323,0.3158254630093665,0.8844935590420886,77,9,6,NA,FALSE,10.5,1,Anisodactylus,1,FALSE,fully_winged,1.021189299069938,0.6527916102157323,0.3158254630093665,0.8844935590420886,0.6313328049499081,0.7165082307726421,1.9478595219254629
Anisodactylus binotatus,Pitfall4,0.5106635982558202,0.21096534534766315,0.8028872013991142,77,9,6,NA,FALSE,10.5,1,Anisodactylus,1,FALSE,fully_winged,1.021189299069938,0.5106635982558202,0.21096534534766315,0.8028872013991142,0.04266086189588315,0.6947842980075454,2.0715718943171955
Anisodactylus binotatus,Pitfall2,0.2527515835604737,0.06472123883578189,0.6231110316758596,77,9,6,NA,FALSE,10.5,1,Anisodactylus,1,FALSE,fully_winged,1.021189299069938,0.2527515835604737,0.06472123883578189,0.6231110316758596,-1.0839905587732024,0.8095738022084009,1.525763102231686
Anisodactylus binotatus,GPD,0.6191635554418371,0.2796853690797275,0.8719176688095772,77,9,6,NA,FALSE,10.5,1,Anisodactylus,1,FALSE,fully_winged,1.021189299069938,0.6191635554418371,0.2796853690797275,0.8719176688095772,0.4859994594677423,0.7306236091370386,1.873322703323642
Badister bullatus,Pitfall10,0.6259285024001441,0.34412615148939707,0.84217999144797,77,12,6,NA,FALSE,5.375,1,Badister,1,FALSE,fully_winged,0.730378468587643,0.6259285024001441,0.34412615148939707,0.84217999144797,0.5147892019619927,0.5917088564894941,2.8561687334741572
Badister bullatus,Pitfall8,0.6527763116081168,0.362686313530509,0.8613149004801595,77,12,6,NA,FALSE,5.375,1,Badister,1,FALSE,fully_winged,0.730378468587643,0.6527763116081168,0.362686313530509,0.8613149004801595,0.6312653082324865,0.6096882527617894,2.6901986191264085
Badister bullatus,Pitfall6,0.47867289662969265,0.22783374181282784,0.7407486509279341,77,12,6,NA,FALSE,5.375,1,Badister,1,FALSE,fully_winged,0.730378468587643,0.47867289662969265,0.22783374181282784,0.7407486509279341,-0.08536020621033616,0.5791956737715306,2.9809135517030283
Badister bullatus,Pitfall4,0.498775069094905,0.24250826152118304,0.7556870566942292,77,12,6,NA,FALSE,5.375,1,Badister,1,FALSE,fully_winged,0.730378468587643,0.498775069094905,0.24250826152118304,0.7556870566942292,-0.004899733422839812,0.5786107753453044,2.9869432108748573
Badister bullatus,Pitfall2,0.35557881290173277,0.13992644716730862,0.6517385030762456,77,12,6,NA,FALSE,5.375,1,Badister,1,FALSE,fully_winged,0.730378468587643,0.35557881290173277,0.13992644716730862,0.6517385030762456,-0.5946056089631238,0.623109895919897,2.575554254993146
Badister bullatus,GPD,0.4888910420581411,0.2357267409203092,0.7478853688026685,77,12,6,NA,FALSE,5.375,1,Badister,1,FALSE,fully_winged,0.730378468587643,0.4888910420581411,0.2357267409203092,0.7478853688026685,-0.04444314563937466,0.5774535672551201,2.998926783047967
Bembidion quadrimaculatum,Pitfall10,0.8560684521471381,0.5681607981539959,0.9641420679854495,77,14,6,NA,FALSE,3.0375,1,Bembidion,1,FALSE,fully_winged,0.48251628660636864,0.8560684521471381,0.5681607981539959,0.9641420679854495,1.7830125159834251,0.7697251749945953,1.6878296736903982
Bembidion quadrimaculatum,Pitfall8,0.774015390094551,0.4861597783917974,0.9253681810632692,77,14,6,NA,FALSE,3.0375,1,Bembidion,1,FALSE,fully_winged,0.48251628660636864,0.774015390094551,0.4861597783917974,0.9253681810632692,1.2311248580451073,0.6563774950408444,2.3210935017075607
Bembidion quadrimaculatum,Pitfall6,0.6422297380938479,0.37358656543283,0.8438253898966792,77,14,6,NA,FALSE,3.0375,1,Bembidion,1,FALSE,fully_winged,0.48251628660636864,0.6422297380938479,0.37358656543283,0.8438253898966792,0.5850550332890445,0.5622019791098765,3.163845444071866
Bembidion quadrimaculatum,Pitfall4,0.619490339968149,0.3481379574925077,0.8322984534153379,77,14,6,NA,FALSE,3.0375,1,Bembidion,1,FALSE,fully_winged,0.48251628660636864,0.619490339968149,0.3481379574925077,0.8322984534153379,0.48738554296485004,0.5686835002364983,3.0921371199538594
Bembidion quadrimaculatum,Pitfall2,0.3715838679108666,0.15757867374058418,0.6514682790179445,77,14,6,NA,FALSE,3.0375,1,Bembidion,1,FALSE,fully_winged,0.48251628660636864,0.3715838679108666,0.15757867374058418,0.6514682790179445,-0.5254279842543713,0.587207879058649,2.9001218910708735
Bembidion quadrimaculatum,GPD,0.7148876048967224,0.4397879437989056,0.8889940209940951,77,14,6,NA,FALSE,3.0375,1,Bembidion,1,FALSE,fully_winged,0.48251628660636864,0.7148876048967224,0.4397879437989056,0.8889940209940951,0.9192418630796387,0.5924819296382475,2.848720111925896
Brachinus crepitans,Pitfall10,0.5198984451784309,0.14173470979545957,0.8765576099706252,77,7,6,NA,FALSE,8.466666666666667,1,Brachinus,1,FALSE,fully_winged,0.9277124619002757,0.5198984451784309,0.14173470979545957,0.8765576099706252,0.0796358407000428,0.9594857240070194,1.0862329317175607
Brachinus crepitans,Pitfall8,0.4434408721242667,0.13794066010840736,0.7986828855296275,77,7,6,NA,FALSE,8.466666666666667,1,Brachinus,1,FALSE,fully_winged,0.9277124619002757,0.4434408721242667,0.13794066010840736,0.7986828855296275,-0.2272089427895847,0.8190263121528558,1.4907481931042568
Brachinus crepitans,Pitfall6,0.3683915414260163,0.08566315545584789,0.7840675537857429,77,7,6,NA,FALSE,8.466666666666667,1,Brachinus,1,FALSE,fully_winged,0.9277124619002757,0.3683915414260163,0.08566315545584789,0.7840675537857429,-0.539123330768526,0.932986175096944,1.1488136392706059
Brachinus crepitans,Pitfall4,0.194921161589924,0.03816096305029467,0.5963655001972445,77,7,6,NA,FALSE,8.466666666666667,1,Brachinus,1,FALSE,fully_winged,0.9277124619002757,0.194921161589924,0.03816096305029467,0.5963655001972445,-1.418345031262491,0.9228005105697267,1.1743142953224999
Brachinus crepitans,Pitfall2,0.15131412963486027,0.02049931785516498,0.6030019582775279,77,7,6,NA,FALSE,8.466666666666667,1,Brachinus,1,FALSE,fully_winged,0.9277124619002757,0.15131412963486027,0.02049931785516498,0.6030019582775279,-1.7243311136394723,1.0930205152721613,0.8370345278613748
Brachinus crepitans,GPD,0.7077156079290159,0.3210309247731875,0.925371184326996,77,7,6,NA,FALSE,8.466666666666667,1,Brachinus,1,FALSE,fully_winged,0.9277124619002757,0.7077156079290159,0.3210309247731875,0.925371184326996,0.8843150555414102,0.8333434592504864,1.4399650054681536
Brachinus explodens,Pitfall10,0.7269421165321033,0.31756407008404175,0.9383884804564284,77,7,6,NA,FALSE,6.116666666666667,1,Brachinus,1,FALSE,fully_winged,0.7865148138684458,0.7269421165321033,0.31756407008404175,0.9383884804564284,0.9791630546727212,0.8898735246067251,1.26282574796332
Brachinus explodens,Pitfall8,0.5552506326943912,0.20374450973578304,0.8589832437242718,77,7,6,NA,FALSE,6.116666666666667,1,Brachinus,1,FALSE,fully_winged,0.7865148138684458,0.5552506326943912,0.20374450973578304,0.8589832437242718,0.22190869828992482,0.808654078891809,1.5292357315007064
Brachinus explodens,Pitfall6,0.5955966312892615,0.23239849045756544,0.8775164381698006,77,7,6,NA,FALSE,6.116666666666667,1,Brachinus,1,FALSE,fully_winged,0.7865148138684458,0.5955966312892615,0.23239849045756544,0.8775164381698006,0.3871508275417939,0.8071265452757251,1.5350295428160128
Brachinus explodens,Pitfall4,0.12594442124534733,0.01541216794806762,0.570149043852513,77,7,6,NA,FALSE,6.116666666666667,1,Brachinus,1,FALSE,fully_winged,0.7865148138684458,0.12594442124534733,0.01541216794806762,0.570149043852513,-1.937303256475849,1.1325319023340132,0.7796489726807789
Brachinus explodens,Pitfall2,0.1462503492892805,0.01996409536149811,0.5902544905301055,77,7,6,NA,FALSE,6.116666666666667,1,Brachinus,1,FALSE,fully_winged,0.7865148138684458,0.1462503492892805,0.01996409536149811,0.5902544905301055,-1.7643181273494215,1.0863957412048053,0.8472740224732598
Brachinus explodens,GPD,0.2612317510566453,0.06326354634601887,0.6492946153654853,77,7,6,NA,FALSE,6.116666666666667,1,Brachinus,1,FALSE,fully_winged,0.7865148138684458,0.2612317510566453,0.06326354634601887,0.6492946153654853,-1.0395763224521286,0.8446512132437745,1.4016680679124927
Brachinus sclopeta,Pitfall10,0.7156832377757272,0.31911273271576507,0.931128169770059,77,9,6,NA,FALSE,5.75,1,Brachinus,1,FALSE,fully_winged,0.7596678446896304,0.7156832377757272,0.31911273271576507,0.931128169770059,0.9231486871753152,0.8576535740857121,1.359490560449967
Brachinus sclopeta,Pitfall8,0.6482662540785373,0.2921059117673814,0.8916814054447636,77,9,6,NA,FALSE,5.75,1,Brachinus,1,FALSE,fully_winged,0.7596678446896304,0.6482662540785373,0.2921059117673814,0.8916814054447636,0.6114270121371165,0.7635740069961419,1.7151327031880865
Brachinus sclopeta,Pitfall6,0.4461367542511316,0.15441658517942888,0.7803638916972271,77,9,6,NA,FALSE,5.75,1,Brachinus,1,FALSE,fully_winged,0.7596678446896304,0.4461367542511316,0.15441658517942888,0.7803638916972271,-0.2162922785443096,0.7571839252692568,1.7442038028526685
Brachinus sclopeta,Pitfall4,0.48321486905143735,0.1849519842255218,0.7939365237912771,77,9,6,NA,FALSE,5.75,1,Brachinus,1,FALSE,fully_winged,0.7596678446896304,0.48321486905143735,0.1849519842255218,0.7939365237912771,-0.06716576247943468,0.7224413354198261,1.9159970078564175
Brachinus sclopeta,Pitfall2,0.3876722111487084,0.12949597840150318,0.729326340766847,77,9,6,NA,FALSE,5.75,1,Brachinus,1,FALSE,fully_winged,0.7596678446896304,0.3876722111487084,0.12949597840150318,0.729326340766847,-0.4571075758890323,0.7389362129274054,1.8314121836222126
Brachinus sclopeta,GPD,0.8571514935470008,0.5054137604343812,0.9724014128778776,77,9,6,NA,FALSE,5.75,1,Brachinus,1,FALSE,fully_winged,0.7596678446896304,0.8571514935470008,0.5054137604343812,0.9724014128778776,1.7918300016386013,0.9031500579577055,1.2259709281422468
Calathus fuscipes,Pitfall10,0.899832339641094,0.5409540467365397,0.9856073746647828,77,10,6,NA,FALSE,11.9375,0.16666666666666666,Calathus,0.5714285714285714,FALSE,not_fully_winged,1.0769133845918029,0.899832339641094,0.5409540467365397,0.9856073746647828,2.195363071036274,1.0363158460339004,0.9311415838193026
Calathus fuscipes,Pitfall8,0.9126083981307396,0.5609977791371236,0.988417420396506,77,10,6,NA,FALSE,11.9375,0.16666666666666666,Calathus,0.5714285714285714,FALSE,not_fully_winged,1.0769133845918029,0.9126083981307396,0.5609977791371236,0.988417420396506,2.345907681281122,1.071783268622015,0.870534633481494
Calathus fuscipes,Pitfall6,0.9095004648140912,0.556805242412274,0.9877135460432196,77,10,6,NA,FALSE,11.9375,0.16666666666666666,Calathus,0.5714285714285714,FALSE,not_fully_winged,1.0769133845918029,0.9095004648140912,0.556805242412274,0.9877135460432196,2.3075507943981823,1.060890090298951,0.8885036465854907
Calathus fuscipes,Pitfall4,0.8264836698803527,0.48380353560297173,0.9603278541864716,77,10,6,NA,FALSE,11.9375,0.16666666666666666,Calathus,0.5714285714285714,FALSE,not_fully_winged,1.0769133845918029,0.8264836698803527,0.48380353560297173,0.9603278541864716,1.5609084422205752,0.8294474357442768,1.4535241848526883
