site_id,k,draw_id,trap_set,n_species,total_abundance,coverage,mean_pairwise_distance,max_pairwise_distance,convex_hull_area,centroid_distance
RMQS_25_AILLEVILLE_640,4,49,"1,3,9,10",13,406,0.9876847290640394,19.961440858753903,29.120439557122072,212,26.201145013147805
RMQS_25_AILLEVILLE_640,4,50,"1,4,5,6",14,329,0.9848024316109423,16.930475941602513,28.844410203711913,96,13.729530217745982
RMQS_25_AILLEVILLE_640,4,51,"1,4,5,7",14,187,0.9786096256684492,13.645472910135876,20.591260281974,84,13.45362404707371
RMQS_25_AILLEVILLE_640,4,52,"1,4,5,8",12,176,0.9886363636363636,16.78628521671267,22.090722034374522,188,16.278820596099706
RMQS_25_AILLEVILLE_640,4,53,"1,4,5,9",12,339,0.9911504424778761,20.698140757595624,29.120439557122072,272,18.398369492974098
RMQS_25_AILLEVILLE_640,4,54,"1,4,5,10",14,322,0.9813664596273292,18.420363074294265,28.284271247461902,200,16.32482771731451
RMQS_25_AILLEVILLE_640,4,55,"1,4,6,7",14,245,0.9918367346938776,16.60776735946843,28.844410203711913,48,15.811388300841896
RMQS_25_AILLEVILLE_640,4,56,"1,4,6,8",13,234,0.9871794871794872,19.33516466509536,28.844410203711913,224,18.439088914585774
RMQS_25_AILLEVILLE_640,4,57,"1,4,6,9",12,397,0.9924433249370277,22.90820852650834,29.120439557122072,344,20.554804791094465
RMQS_25_AILLEVILLE_640,4,58,"1,4,6,10",14,380,0.9868421052631579,20.157509297072405,28.844410203711913,200,18.721645226849056
RMQS_25_AILLEVILLE_640,4,59,"1,4,7,8",12,92,0.9782608695652174,15.725671465322074,22.090722034374522,152,18.398369492974098
RMQS_25_AILLEVILLE_640,4,60,"1,4,7,9",13,255,0.9921568627450981,19.585693626132127,29.120439557122072,236,20.518284528683193
RMQS_25_AILLEVILLE_640,4,61,"1,4,7,10",14,238,0.9789915966386554,17.293758228068853,28.284271247461902,128,18.439088914585774
RMQS_25_AILLEVILLE_640,4,62,"1,4,8,9",11,244,0.9959016393442623,18.691179630130442,29.120439557122072,132,23.430749027719962
RMQS_25_AILLEVILLE_640,4,63,"1,4,8,10",12,227,0.9823788546255506,17.887470314114402,28.284271247461902,144,21.213203435596427
RMQS_25_AILLEVILLE_640,4,64,"1,4,9,10",12,390,0.9923076923076923,21.009587305667942,29.120439557122072,240,23.33452377915607
RMQS_25_AILLEVILLE_640,4,65,"1,5,6,7",15,336,0.9880952380952381,16.40103887236051,28.844410203711913,120,15.890248582070704
RMQS_25_AILLEVILLE_640,4,66,"1,5,6,8",14,325,0.9876923076923076,20.272860466055878,28.844410203711913,296,18.179658962697843
RMQS_25_AILLEVILLE_640,4,67,"1,5,6,9",14,488,0.9897540983606558,23.85671834762313,29.120439557122072,416,20.248456731316587
RMQS_25_AILLEVILLE_640,4,68,"1,5,6,10",16,471,0.9830148619957537,20.296298681974555,28.844410203711913,272,18.788294228055936
RMQS_25_AILLEVILLE_640,4,69,"1,5,7,8",13,183,0.9890710382513661,17.401272435539102,22.090722034374522,212,17.804493814764857
RMQS_25_AILLEVILLE_640,4,70,"1,5,7,9",14,346,0.9884393063583815,21.272108616503427,29.120439557122072,296,19.912307751739878
RMQS_25_AILLEVILLE_640,4,71,"1,5,7,10",15,329,0.9848024316109423,18.170452782227514,28.284271247461902,200,18.179658962697843
RMQS_25_AILLEVILLE_640,4,72,"1,5,8,9",12,335,0.9940298507462687,21.52201890857018,29.120439557122072,272,22.638462845343543
RMQS_25_AILLEVILLE_640,4,73,"1,5,8,10",13,318,0.9905660377358491,19.9085891563415,28.284271247461902,272,20.700241544484452
RMQS_25_AILLEVILLE_640,4,74,"1,5,9,10",14,481,0.9875259875259875,23.041520168049313,29.120439557122072,368,22.80350850198276
RMQS_25_AILLEVILLE_640,4,75,"1,6,7,8",14,241,0.991701244813278,18.46192580187456,28.844410203711913,200,20.248456731316587
RMQS_25_AILLEVILLE_640,4,76,"1,6,7,9",14,404,0.995049504950495,21.993950303368905,29.120439557122072,320,22.327113561766108
RMQS_25_AILLEVILLE_640,4,77,"1,6,7,10",16,387,0.9870801033591732,18.419372922958416,28.844410203711913,176,20.796634343085422
RMQS_25_AILLEVILLE_640,4,78,"1,6,8,9",13,393,0.9923664122137404,21.8304455944858,29.120439557122072,320,24.9098374141623
RMQS_25_AILLEVILLE_640,4,79,"1,6,8,10",15,376,0.9840425531914894,19.744094296122544,28.844410203711913,248,23.16246964380094
RMQS_25_AILLEVILLE_640,4,80,"1,6,9,10",14,539,0.9907235621521335,22.53821362836038,29.120439557122072,344,25.238858928247925
RMQS_25_AILLEVILLE_640,4,81,"1,7,8,9",13,251,0.9920318725099602,18.921345695059447,29.120439557122072,212,24.758836806279895
RMQS_25_AILLEVILLE_640,4,82,"1,7,8,10",13,234,0.9871794871794872,17.293758228068853,28.284271247461902,176,22.80350850198276
RMQS_25_AILLEVILLE_640,4,83,"1,7,9,10",15,397,0.9874055415617129,20.374855859703764,29.120439557122072,272,24.9098374141623
RMQS_25_AILLEVILLE_640,4,84,"1,8,9,10",13,386,0.9896373056994818,18.077665931239274,29.120439557122072,168,27.613402542968153
RMQS_25_AILLEVILLE_640,4,85,"2,3,4,5",13,214,0.9766355140186916,17.019704612062352,29.120439557122072,104,18.35755975068582
RMQS_25_AILLEVILLE_640,4,86,"2,3,4,6",13,272,0.9852941176470589,20.053755543690336,34.40930106817051,176,20
RMQS_25_AILLEVILLE_640,4,87,"2,3,4,7",12,130,0.9769230769230769,15.976604395444893,26.076809620810597,128,20.40833163195855
RMQS_25_AILLEVILLE_640,4,88,"2,3,4,8",12,119,0.9663865546218487,15.06234617230546,20.591260281974,152,23.50531854708632
RMQS_25_AILLEVILLE_640,4,89,"2,3,4,9",11,282,0.9929078014184397,17.960632051577537,26.076809620810597,212,25.553864678361276
RMQS_25_AILLEVILLE_640,4,90,"2,3,4,10",11,265,0.9886792452830189,18.46192580187456,28.844410203711913,200,23.021728866442675
RMQS_25_AILLEVILLE_640,4,91,"2,3,5,6",15,363,0.9807162534435262,22.030425609119376,34.40930106817051,192,19.091883092036785
RMQS_25_AILLEVILLE_640,4,92,"2,3,5,7",13,221,0.9864253393665159,18.691179630130442,29.120439557122072,132,19.209372712298546
RMQS_25_AILLEVILLE_640,4,93,"2,3,5,8",13,210,0.9857142857142858,18.921345695059447,29.120439557122072,212,22.20360331117452
RMQS_25_AILLEVILLE_640,4,94,"2,3,5,9",13,373,0.9865951742627346,21.8304455944858,29.120439557122072,320,24.300205760445735
RMQS_25_AILLEVILLE_640,4,95,"2,3,5,10",13,356,0.9887640449438202,21.52201890857018,29.120439557122072,272,21.965882636488796
RMQS_25_AILLEVILLE_640,4,96,"2,3,6,7",14,279,0.989247311827957,20.237004479711192,34.40930106817051,48,21.213203435596427
RMQS_25_AILLEVILLE_640,4,97,"2,3,6,8",15,268,0.9776119402985075,20.053755543690336,34.40930106817051,152,24.08318915758459
RMQS_25_AILLEVILLE_640,4,98,"2,3,6,9",13,431,0.9907192575406032,22.62404376364671,34.40930106817051,296,26.201145013147805
RMQS_25_AILLEVILLE_640,4,99,"2,3,6,10",14,414,0.9879227053140096,21.84269553159652,34.40930106817051,176,24.052026941611388
RMQS_25_AILLEVILLE_640,4,100,"2,3,7,8",12,126,0.9841269841269842,16.390019396394752,26.076809620810597,128,24.300205760445735
RMQS_25_AILLEVILLE_640,4,101,"2,3,7,9",13,289,0.9896193771626297,19.2472859157482,26.076809620810597,236,26.40075756488817
RMQS_25_AILLEVILLE_640,4,102,"2,3,7,10",12,272,0.9926470588235294,18.924701515070666,28.844410203711913,152,24.08318915758459
RMQS_25_AILLEVILLE_640,4,103,"2,3,8,9",13,278,0.9856115107913669,15.442125678098728,24.331050121192877,108,29.410882339705484
RMQS_25_AILLEVILLE_640,4,104,"2,3,8,10",12,261,0.9885057471264368,16.60776735946843,28.844410203711913,48,27.018512172212592
RMQS_25_AILLEVILLE_640,4,105,"2,3,9,10",12,424,0.9929245283018868,18.727128709565367,28.844410203711913,168,29.129023327259016
RMQS_25_AILLEVILLE_640,4,106,"2,4,5,6",14,347,0.9855907780979827,20.982279162205337,34.40930106817051,212,16.32482771731451
RMQS_25_AILLEVILLE_640,4,107,"2,4,5,7",14,205,0.9804878048780488,17.68405254313503,29.120439557122072,152,16.278820596099706
RMQS_25_AILLEVILLE_640,4,108,"2,4,5,8",13,194,0.9845360824742269,19.660696334505637,29.120439557122072,256,19.209372712298546
RMQS_25_AILLEVILLE_640,4,109,"2,4,5,9",12,357,0.9915966386554622,23.024230594800482,29.120439557122072,364,21.319005605327842
RMQS_25_AILLEVILLE_640,4,110,"2,4,5,10",13,340,0.9882352941176471,21.638040976862325,29.120439557122072,316,19.091883092036785
RMQS_25_AILLEVILLE_640,4,111,"2,4,6,7",14,263,0.9923954372623575,20.053755543690336,34.40930106817051,152,18.439088914585774
RMQS_25_AILLEVILLE_640,4,112,"2,4,6,8",14,252,0.9841269841269842,21.616984334111084,34.40930106817051,304,21.213203435596427
RMQS_25_AILLEVILLE_640,4,113,"2,4,6,9",12,415,0.9927710843373494,24.64170691493595,34.40930106817051,448,23.33452377915607
RMQS_25_AILLEVILLE_640,4,114,"2,4,6,10",13,398,0.992462311557789,22.782595750863216,34.40930106817051,328,21.319005605327842
RMQS_25_AILLEVILLE_640,4,115,"2,4,7,8",13,110,0.9727272727272728,17.994267546734132,26.076809620810597,232,21.319005605327842
RMQS_25_AILLEVILLE_640,4,116,"2,4,7,9",13,273,0.9926739926739927,21.30596842695607,26.076809620810597,340,23.430749027719962
RMQS_25_AILLEVILLE_640,4,117,"2,4,7,10",13,256,0.98828125,19.905621094256,28.844410203711913,256,21.213203435596427
RMQS_25_AILLEVILLE_640,4,118,"2,4,8,9",12,262,0.9923664122137404,19.2472859157482,26.076809620810597,236,26.40075756488817
RMQS_25_AILLEVILLE_640,4,119,"2,4,8,10",12,245,0.9877551020408163,19.33516466509536,28.844410203711913,224,24.08318915758459
RMQS_25_AILLEVILLE_640,4,120,"2,4,9,10",11,408,0.9975490196078431,21.90896037606079,28.844410203711913,344,26.201145013147805
RMQS_25_AILLEVILLE_640,4,121,"2,5,6,7",15,354,0.9887005649717514,19.762852165763384,34.40930106817051,168,18.179658962697843
RMQS_25_AILLEVILLE_640,4,122,"2,5,6,8",15,343,0.9854227405247813,22.47050524425257,34.40930106817051,320,20.700241544484452
RMQS_25_AILLEVILLE_640,4,123,"2,5,6,9",14,506,0.9901185770750988,25.506041845231707,34.40930106817051,464,22.80350850198276
RMQS_25_AILLEVILLE_640,4,124,"2,5,6,10",15,489,0.9877300613496932,22.837210244946334,34.40930106817051,344,21.095023109728988
RMQS_25_AILLEVILLE_640,4,125,"2,5,7,8",14,201,0.9850746268656716,19.585693626132127,29.120439557122072,236,20.518284528683193
RMQS_25_AILLEVILLE_640,4,126,"2,5,7,9",14,364,0.989010989010989,22.90820852650834,29.120439557122072,344,22.638462845343543
RMQS_25_AILLEVILLE_640,4,127,"2,5,7,10",14,347,0.9913544668587896,20.698140757595624,29.120439557122072,272,20.700241544484452
RMQS_25_AILLEVILLE_640,4,128,"2,5,8,9",13,353,0.9915014164305949,21.993950303368905,29.120439557122072,320,25.465663156493687
RMQS_25_AILLEVILLE_640,4,129,"2,5,8,10",13,336,0.9940476190476191,21.272108616503427,29.120439557122072,296,23.37733945512192
RMQS_25_AILLEVILLE_640,4,130,"2,5,9,10",13,499,0.9919839679358717,23.85671834762313,29.120439557122072,416,25.495097567963924
RMQS_25_AILLEVILLE_640,4,131,"2,6,7,8",15,259,0.9884169884169884,20.053755543690336,34.40930106817051,176,22.80350850198276
RMQS_25_AILLEVILLE_640,4,132,"2,6,7,9",14,422,0.995260663507109,23.037458764596572,34.40930106817051,320,24.9098374141623
RMQS_25_AILLEVILLE_640,4,133,"2,6,7,10",15,405,0.9925925925925926,20.354469449549285,34.40930106817051,200,23.16246964380094
RMQS_25_AILLEVILLE_640,4,134,"2,6,8,9",14,411,0.9902676399026764,21.709785540507276,34.40930106817051,296,27.613402542968153
RMQS_25_AILLEVILLE_640,4,135,"2,6,8,10",15,394,0.9873096446700508,20.515022307507223,34.40930106817051,200,25.700194551792794
RMQS_25_AILLEVILLE_640,4,136,"2,6,9,10",13,557,0.9946140035906643,22.76082035915695,34.40930106817051,320,27.80287754891569
RMQS_25_AILLEVILLE_640,4,137,"2,7,8,9",14,269,0.9888475836431226,18.78746205347726,26.076809620810597,236,27.586228448267445
RMQS_25_AILLEVILLE_640,4,138,"2,7,8,10",13,252,0.9920634920634921,18.051462651849867,28.844410203711913,176,25.495097567963924
RMQS_25_AILLEVILLE_640,4,139,"2,7,9,10",14,415,0.9927710843373494,20.584239002896666,28.844410203711913,296,27.613402542968153
RMQS_25_AILLEVILLE_640,4,140,"2,8,9,10",13,404,0.9925742574257426,17.12288055922599,28.844410203711913,144,30.405591591021544
RMQS_25_AILLEVILLE_640,4,141,"3,4,5,6",14,356,0.9859550561797753,17.511634394587208,26.076809620810597,188,16.64331697709324
RMQS_25_AILLEVILLE_640,4,142,"3,4,5,7",13,214,0.985981308411215,14.237445383274842,22.090722034374522,128,16.32482771731451
RMQS_25_AILLEVILLE_640,4,143,"3,4,5,8",13,203,0.9852216748768473,16.25510853456408,22.090722034374522,184,19.091883092036785
RMQS_25_AILLEVILLE_640,4,144,"3,4,5,9",12,366,0.9890710382513661,19.905621094256,28.844410203711913,256,21.213203435596427
RMQS_25_AILLEVILLE_640,4,145,"3,4,5,10",14,349,0.9799426934097422,18.18061979684786,22.090722034374522,244,19.209372712298546
RMQS_25_AILLEVILLE_640,4,146,"3,4,6,7",13,272,0.9963235294117647,16.390019396394752,26.076809620810597,128,18.721645226849056
RMQS_25_AILLEVILLE_640,4,147,"3,4,6,8",14,261,0.9846743295019157,17.994267546734132,26.076809620810597,232,21.319005605327842
RMQS_25_AILLEVILLE_640,4,148,"3,4,6,9",12,424,0.9929245283018868,21.30596842695607,26.076809620810597,340,23.430749027719962
RMQS_25_AILLEVILLE_640,4,149,"3,4,6,10",14,407,0.9877149877149877,19.10804558341336,26.076809620810597,256,21.633307652783937
RMQS_25_AILLEVILLE_640,4,150,"3,4,7,8",12,119,0.9831932773109243,14.395588367115119,17.88854381999832,160,21.213203435596427
RMQS_25_AILLEVILLE_640,4,151,"3,4,7,9",12,282,0.9964539007092199,17.994267546734132,26.076809620810597,232,23.33452377915607
RMQS_25_AILLEVILLE_640,4,152,"3,4,7,10",13,265,0.9849056603773585,16.25510853456408,22.090722034374522,184,21.319005605327842
RMQS_25_AILLEVILLE_640,4,153,"3,4,8,9",12,271,0.992619926199262,15.976604395444893,26.076809620810597,128,26.201145013147805
RMQS_25_AILLEVILLE_640,4,154,"3,4,8,10",13,254,0.9803149606299213,15.725671465322074,22.090722034374522,152,24.052026941611388
RMQS_25_AILLEVILLE_640,4,155,"3,4,9,10",12,417,0.9904076738609112,18.586445475684577,26.076809620810597,236,26.1725046566048
RMQS_25_AILLEVILLE_640,4,156,"3,5,6,7",14,363,0.9917355371900827,15.837773037276763,26.076809620810597,132,18.788294228055936
RMQS_25_AILLEVILLE_640,4,157,"3,5,6,8",15,352,0.9857954545454546,18.586445475684577,26.076809620810597,236,21.095023109728988
