IL_GPD_m,species,method,prediction_eff_z,p_hat,lcl,ucl,n_sites_available,n_sites_detected,n_rep,AIC,any_se_bad,p_clip,logit_p,se_p,se_logit,weight
0.8,Amara aenea,Pitfall10,0,0.7095794916604437,0.3563801967993495,0.9151183377581774,64,31,6,NA,FALSE,0.7095794916604437,0.8933426278489479,0.14253524004051732,0.6916619985285624,2.0903170817955217
0.8,Amara aenea,Pitfall8,0,0.6120980981649273,0.3756117443536678,0.8054162450428826,64,31,6,NA,FALSE,0.6120980981649273,0.45614008345191787,0.10964400527786092,0.4617872659778324,4.689387206821716
0.8,Amara aenea,Pitfall6,0,0.6226813197249119,0.4086263549918489,0.797628254900692,64,31,6,NA,FALSE,0.6226813197249119,0.5009447264448142,0.09923517854817426,0.4223684904396337,5.605533818799519
0.8,Amara aenea,Pitfall4,0,0.5913145465811892,0.2587522514063942,0.8570827253737572,64,31,6,NA,FALSE,0.5913145465811892,0.36940230592411144,0.15263532499167423,0.631607550179483,2.5067173919507075
0.8,Amara aenea,Pitfall2,0,0.8266173246902171,0.23556459818646314,0.9866240899328663,64,31,6,NA,FALSE,0.8266173246902171,1.561840713188142,0.19159680911898042,1.336835804972703,0.5595563932621145
0.8,Amara aenea,GPD,0,0.1510802760428848,0.015763652579220824,0.664152060163465,64,31,6,NA,FALSE,0.1510802760428848,-1.7261533032247505,0.1654052060163888,1.289658665813282,0.6012435613264356
0.8,Amara communis,Pitfall10,0,0.035417980996538256,4.2319989295774114e-4,0.7610222539455458,64,7,6,NA,FALSE,0.035417980996538256,-3.304475237638971,0.1940303709317827,5.679456158872788,0.03100177050871734
0.8,Amara communis,Pitfall8,0,0.1244916657428878,0.010054926936628414,0.665623124464788,64,7,6,NA,FALSE,0.1244916657428878,-1.9505658992663324,0.16723678508371417,1.5343740593817634,0.4247540268569632
0.8,Amara communis,Pitfall6,0,0.48965365030755986,0.06712981228239412,0.9274965683595049,64,7,6,NA,FALSE,0.48965365030755986,-0.0413913071955094,0.21948131532579357,0.8783013392282354,1.2963220553124202
0.8,Amara communis,Pitfall4,0,0.9825619684672413,0.11643444897624108,0.9999584950678166,64,7,6,NA,FALSE,0.9825619684672413,4.03150987270335,0.22538878726825906,13.154516742376202,0.005778966859460408
0.8,Amara communis,Pitfall2,0,0.999974301417454,0.0773669854538449,0.9999999999446181,64,7,6,NA,FALSE,0.999974301417454,10.569049022524508,0.2353655649211156,9158.933696708045,1.1920930879129526e-8
0.8,Amara communis,GPD,0,5.7580705158033406e-5,6.046246086070392e-10,0.8457804329935065,64,7,6,NA,FALSE,5.7580705158033406e-5,-9.76226544391299,0.21576031438491886,3747.309765296704,7.121325065178e-8
0.8,Amara convexior,Pitfall10,0,0.998096536426793,1.722015348014783e-20,1,64,13,6,NA,FALSE,0.998096536426793,6.262174841607092,0.25510204081632654,134.27551117750315,5.546338495568634e-5
0.8,Amara convexior,Pitfall8,0,0.9999572534345693,5.663770869107196e-71,1,64,13,6,NA,FALSE,0.9999572534345693,10.060178959132607,0.25510204081632654,5968.033769455513,2.807614367933696e-8
0.8,Amara convexior,Pitfall6,0,0.941097400134787,0.5953483231363516,0.9942694846245698,64,13,6,NA,FALSE,0.941097400134787,2.771161411270096,0.10176560242046383,1.8358279175880103,0.29671264849620604
0.8,Amara convexior,Pitfall4,0,0.9874652204506407,0.2652896147889934,0.9999418206872266,64,13,6,NA,FALSE,0.9874652204506407,4.36663413171081,0.1874112770148554,15.14109245300364,0.00436199915776644
0.8,Amara convexior,Pitfall2,0,0.999025965560671,0.007199081287289612,0.999999993106973,64,13,6,NA,FALSE,0.999025965560671,6.9330893871737285,0.2532655387295111,260.2705390780428,1.4762162334424329e-5
0.8,Amara convexior,GPD,0,0.004568948612360777,8.471583642385022e-8,0.9959949164290721,64,13,6,NA,FALSE,0.004568948612360777,-5.383892745325183,0.2540803142125601,55.865483311983375,3.204150296730798e-4
0.8,Amara familiaris,Pitfall10,0,1.8220140385700418e-4,1.2064442607710844e-7,0.21585058068141735,64,10,6,NA,FALSE,1.8220140385700418e-4,-8.610215650130597,0.05506389286657941,302.26950093476415,1.0944888511719649e-5
0.8,Amara familiaris,Pitfall8,0,0.017413779448541916,4.47157583684048e-4,0.41248538913798677,64,10,6,NA,FALSE,0.017413779448541916,-4.032926281034089,0.10511179376385274,6.143102169702494,0.026498697242263492
0.8,Amara familiaris,Pitfall6,0,0.6349514001009964,0.1780474985184975,0.9331845211484276,64,10,6,NA,FALSE,0.6349514001009964,0.5535179655627048,0.19263699556885971,0.8310908940990429,1.4477812641100027
0.8,Amara familiaris,Pitfall4,0,0.9999099100906642,0.7415047436250527,0.9999999767141604,64,10,6,NA,FALSE,0.9999099100906642,9.314612299707507,0.06594266150232339,732.0309598732443,1.8661265929646076e-6
0.8,Amara familiaris,Pitfall2,0,0.9999999999487821,0.9841858425449597,1,64,10,6,NA,FALSE,0.99999,11.51291546492478,0.004034223840571514,403.4264183231706,6.144284701535846e-6
0.8,Amara familiaris,GPD,0,5.619313462758823e-12,1.3506132744499803e-20,0.002332498267919999,64,10,6,NA,FALSE,1e-5,-11.512915464920228,5.950250683469385e-4,59.5031018657125,2.824364787116824e-4
0.8,Amara lunicollis,Pitfall10,0,0.1276806551694215,0.00424801795955146,0.8339381701218895,64,8,6,NA,FALSE,0.1276806551694215,-1.921623312974584,0.21165565106182094,1.9003310400378453,0.27691180826899353
0.8,Amara lunicollis,Pitfall8,0,0.17582665911977874,0.024682604236189454,0.64265348391471,64,8,6,NA,FALSE,0.17582665911977874,-1.544882254582656,0.1576456325710512,1.0878741491272028,0.8449727167886213
0.8,Amara lunicollis,Pitfall6,0,0.6517351208791047,0.22976937937140482,0.921504303215672,64,8,6,NA,FALSE,0.6517351208791047,0.6266748859136029,0.17646299077659877,0.7774506490557682,1.6544526377590592
0.8,Amara lunicollis,Pitfall4,0,0.9725641991067089,0.2672402818108816,0.9997098563732579,64,8,6,NA,FALSE,0.9725641991067089,3.568087325341899,0.18685448330672866,7.002733539550542,0.02039223359072958
0.8,Amara lunicollis,Pitfall2,0,0.9989955511680066,0.045004409991893805,0.9999999523588525,64,8,6,NA,FALSE,0.9989955511680066,6.9023113601600565,0.2436213118283058,242.78614822757208,1.6964934598004275e-5
0.8,Amara lunicollis,GPD,0,2.5359251546735274e-4,2.0868026151782137e-8,0.7550983360986369,64,8,6,NA,FALSE,2.5359251546735274e-4,-8.279528224302592,0.19262712123229864,759.7857612803065,1.7322784359161497e-6
0.8,Amara similata,Pitfall10,0,0.7387050800218574,0.17769495435700897,0.973674554870544,64,15,6,NA,FALSE,0.7387050800218574,1.0392490304879505,0.2030560205391671,1.0519953463824514,0.9035919697049583
0.8,Amara similata,Pitfall8,0,0.7162989308038742,0.31796211615437586,0.9318528705081061,64,15,6,NA,FALSE,0.7162989308038742,0.9261764703901562,0.15660478427391078,0.7706368111029036,1.6838387499577174
0.8,Amara similata,Pitfall6,0,0.6964681222927515,0.3833329397473765,0.8944001323079173,64,15,6,NA,FALSE,0.6964681222927515,0.8305353851328529,0.1303742838164645,0.6167176586249198,2.629221846801384
0.8,Amara similata,Pitfall4,0,0.6445882929230506,0.15484949808961282,0.9472365911773357,64,15,6,NA,FALSE,0.6445882929230506,0.5953349517029592,0.20213956456319462,0.8823424688171903,1.2844749342916362
0.8,Amara similata,Pitfall2,0,0.8968810942062082,0.07230284064175903,0.9989707786859938,64,15,6,NA,FALSE,0.8968810942062082,2.1630405462829327,0.23639488215414153,2.556023866086433,0.15306298930598214
0.8,Amara similata,GPD,0,0.1241605035396863,0.001814125867080462,0.91706493210867,64,15,6,NA,FALSE,0.1241605035396863,-1.953607738932535,0.23348234853101776,2.147069298233502,0.21692413599016597
0.8,Anchomenus dorsalis,Pitfall10,0,0.9999222978891625,0.9922734908407408,0.9999992245016892,64,27,6,NA,FALSE,0.9999222978891625,9.462550429324555,0.0019708504237113313,25.36615226544488,0.0015541424031290437
0.8,Anchomenus dorsalis,Pitfall8,0,0.992773834593797,0.9244040671396618,0.9993525633213629,64,27,6,NA,FALSE,0.992773834593797,4.922794355492359,0.0191195143320666,2.66513145797918,0.14078705647248546
0.8,Anchomenus dorsalis,Pitfall6,0,0.4322030703268672,0.17341803955747204,0.7341648875989593,64,27,6,NA,FALSE,0.4322030703268672,-0.2728682886183797,0.14304766531670593,0.58290782660052,2.9430675272698763
0.8,Anchomenus dorsalis,Pitfall4,0,3.9696771036968617e-4,3.064216104828252e-6,0.04894841003159118,64,27,6,NA,FALSE,3.9696771036968617e-4,-7.831258568143365,0.012486057605991417,31.466075979919296,0.0010099847725102916
0.8,Anchomenus dorsalis,Pitfall2,0,4.931886563549884e-9,5.903015072916327e-14,4.1188251408464353e-4,64,27,6,NA,FALSE,1e-5,-11.512915464920228,1.0507206990449322e-4,10.507312063569957,0.009057675097519945
0.8,Anchomenus dorsalis,GPD,0,0.9999999994458189,0.9999384629284813,0.9999999999999951,64,27,6,NA,FALSE,0.99999,11.51291546492478,1.569823252902941e-5,1.569838951299598,0.4057792158512201
0.8,Anisodactylus binotatus,Pitfall10,0,0.5884814515340858,0.028183244641570075,0.9860168753770796,64,7,6,NA,FALSE,0.5884814515340858,0.357691313642186,0.2443453139631402,1.0089782878000253,0.982282390551964
0.8,Anisodactylus binotatus,Pitfall8,0,0.4875931428317952,0.08905453570983761,0.9025565249615416,64,7,6,NA,FALSE,0.4875931428317952,-0.04963761797773685,0.20752601766625103,0.8306154975873468,1.4494389917295174
0.8,Anisodactylus binotatus,Pitfall6,0,0.66191158458971,0.20704087892649675,0.936225593088669,64,7,6,NA,FALSE,0.66191158458971,0.6718245436657676,0.18601650871483988,0.8312300153064885,1.4472966804965706
0.8,Anisodactylus binotatus,Pitfall4,0,0.6925985351087447,0.025082941848151755,0.994957290283531,64,7,6,NA,FALSE,0.6925985351087447,0.812295920388202,0.2474169256212702,1.1620957280380009,0.7404848724327968
0.8,Anisodactylus binotatus,Pitfall2,0,0.8924836591242368,5.888402861916958e-4,0.9999914493720171,64,7,6,NA,FALSE,0.8924836591242368,2.1163653602193992,0.2549496451749555,2.656927250787024,0.14165785900479616
0.8,Anisodactylus binotatus,GPD,0,0.08668395838303314,1.1077284785569486e-5,0.9987717999657435,64,7,6,NA,FALSE,0.08668395838303314,-2.3548131357483983,0.2547858986431015,3.2182187975995786,0.09655368770091831
0.8,Asaphidion stierlini,Pitfall10,0,0.9994679470443211,3.0036122687036236e-24,1,64,13,6,NA,FALSE,0.9994679470443211,7.538235338280535,0.25510204081632654,479.7226256139509,4.345298303641256e-6
0.8,Asaphidion stierlini,Pitfall8,0,0.649432545189284,0.23157865498686628,0.9192730184537343,64,13,6,NA,FALSE,0.649432545189284,0.6165458331401458,0.17543223557828266,0.7705551961537828,1.684195463383292
0.8,Asaphidion stierlini,Pitfall6,0,0.5138943665478667,0.20105468902217588,0.8162131839617923,64,13,6,NA,FALSE,0.5138943665478667,0.05559177871681075,0.15692818748459605,0.6281978529185934,2.534002882502224
0.8,Asaphidion stierlini,Pitfall4,0,0.838659555821903,0.16088383071862716,0.9929541305444428,64,13,6,NA,FALSE,0.838659555821903,1.6482881578052597,0.21226283158821826,1.5687184536780747,0.40635909942013687
0.8,Asaphidion stierlini,Pitfall2,0,0.9764904075971433,0.03217997677765296,0.999980727547242,64,13,6,NA,FALSE,0.9764904075971433,3.7265564017993515,0.24688794662489516,10.75441537762304,0.008646222089544577
0.8,Asaphidion stierlini,GPD,0,0.010546320119654468,1.1219885349207049e-5,0.9101166240458898,64,13,6,NA,FALSE,0.010546320119654468,-4.541375957053376,0.23216974595932158,22.24893404053834,0.0020201405347140535
0.8,Badister bullatus,Pitfall10,0,6.934140266513187e-5,1.5838785350918194e-8,0.23290250541801052,64,11,6,NA,FALSE,6.934140266513187e-5,-9.576399045303088,0.05941390040286357,856.8909518415181,1.361911496508545e-6
0.8,Badister bullatus,Pitfall8,0,0.009869787574508326,1.5018784549735055e-4,0.3981348337510801,64,11,6,NA,FALSE,0.009869787574508326,-4.608358131307943,0.10152669538407723,10.389152765640038,0.009264878649406751
0.8,Badister bullatus,Pitfall6,0,0.7680290216063979,0.29880452906288224,0.9625805664121194,64,11,6,NA,FALSE,0.7680290216063979,1.1972152502732136,0.1693306217727646,0.9504389323090658,1.1070100520918427
0.8,Badister bullatus,Pitfall4,0,0.9999748164604505,0.7984049477273591,0.9999999974881206,64,11,6,NA,FALSE,0.9999748164604505,10.58929478549353,0.05142730861243915,2042.1515278116024,2.3978613785837426e-7
0.8,Badister bullatus,Pitfall2,0,0.9999999999952265,0.9836911143557148,1,64,11,6,NA,FALSE,0.99999,11.51291546492478,0.004160430011297253,416.0471616032347,5.777166351209061e-6
0.8,Badister bullatus,GPD,0,1.3796751353805747e-12,2.8505212467174997e-22,0.006633441872035318,64,11,6,NA,FALSE,1e-5,-11.512915464920228,0.0016922045591926834,169.22214814074974,3.4920913219796595e-5
0.8,Bembidion lampros,Pitfall10,0,0.9428031533565311,0.6001327279591313,0.9945065997812689,64,24,6,NA,FALSE,0.9428031533565311,2.8023587474727067,0.10060557954646367,1.8656447686699955,0.287304276597902
0.8,Bembidion lampros,Pitfall8,0,0.8900753559983596,0.6214972941392909,0.9755677056868151,64,24,6,NA,FALSE,0.8900753559983596,2.0915110522981912,0.09032408457845005,0.9231700880034004,1.173374244953688
0.8,Bembidion lampros,Pitfall6,0,0.7720537457479301,0.5206509268017117,0.9135078143473545,64,24,6,NA,FALSE,0.7720537457479301,1.2199442922440986,0.10021859376164359,0.5694666694776351,3.083637934343235
0.8,Bembidion lampros,Pitfall4,0,0.5519447111615075,0.18299634206445692,0.8713826957540585,64,24,6,NA,FALSE,0.5519447111615075,0.20853124293515604,0.17560876369632694,0.7100991636296929,1.9831793777854352
0.8,Bembidion lampros,Pitfall2,0,0.3003827519956649,0.011728043215997947,0.939518120530224,64,24,6,NA,FALSE,0.3003827519956649,-0.845475895485275,0.23668114217199643,1.1262327620436632,0.7883946824966358
0.8,Bembidion lampros,GPD,0,0.7108188847913616,0.06953498462686047,0.9877823822944047,64,24,6,NA,FALSE,0.7108188847913616,0.8993644762450517,0.2342467851192715,1.1395798291306443,0.7700350489458583
0.8,Bembidion lunulatum,Pitfall10,0,0.9999802693278578,2.019381872581787e-70,1,64,12,6,NA,FALSE,0.9999802693278578,10.83331644062719,0.25510204081632654,12929.466994913244,5.9818945958264814e-9
0.8,Bembidion lunulatum,Pitfall8,0,0.9999998439728305,0,1,64,12,6,NA,FALSE,0.99999,11.51291546492478,0.25510204081632654,25510.459186340613,1.5366092673396777e-9
0.8,Bembidion lunulatum,Pitfall6,0,0.9166769419355622,0.5646208213398369,0.9893987185595403,64,12,6,NA,FALSE,0.9166769419355622,2.3980297929490093,0.10836170847441413,1.418712305448741,0.4968340231552423
0.8,Bembidion lunulatum,Pitfall4,0,0.7388898809994365,0.24883638274447592,0.96027508617608,64,12,6,NA,FALSE,0.7388898809994365,1.0402066687963267,0.1814894651611235,0.9406931880171642,1.1300665026060894
0.8,Bembidion lunulatum,Pitfall2,0,0.5859429703745869,0.024281642749253003,0.9877256207972698,64,12,6,NA,FALSE,0.5859429703745869,0.3472187476045417,0.24577652501224917,1.013036023065812,0.9744290484725923
0.8,Bembidion lunulatum,GPD,0,0.17285970207829288,0.007819010691621761,0.8471420637752568,64,12,6,NA,FALSE,0.17285970207829288,-1.5654940326197053,0.21411302374582528,1.4975114254078803,0.44592283337684213
0.8,Bembidion obtusum,Pitfall10,0,0.8493533580769235,0.304133844713953,0.9864371625380475,64,10,6,NA,FALSE,0.8493533580769235,1.729538330018732,0.17405696883267716,1.3603277348098677,0.5403969567498756
0.8,Bembidion obtusum,Pitfall8,0,0.7519238263764064,0.3642261944644079,0.9413024275773382,64,10,6,NA,FALSE,0.7519238263764064,1.1088991733953666,0.1472133247737067,0.7892020777735475,1.605548983923662
0.8,Bembidion obtusum,Pitfall6,0,0.6922569303601734,0.32689446728675964,0.9124280581558726,64,10,6,NA,FALSE,0.6922569303601734,0.8106919279926589,0.14937081399722268,0.7011487336659449,2.0341346230340704
0.8,Bembidion obtusum,Pitfall4,0,0.4370682892383766,0.05094625973671383,0.9182314156457094,64,10,6,NA,FALSE,0.4370682892383766,-0.2530688743433842,0.2212462132420907,0.8992300972663261,1.2366828306686615
0.8,Bembidion obtusum,Pitfall2,0,0.24477827859385803,0.0013492780054833622,0.9873018352513797,64,10,6,NA,FALSE,0.24477827859385803,-1.126658561405744,0.2515185095015042,1.3605753610803688,0.5402002689228853
0.8,Bembidion obtusum,GPD,0,0.1873500336975149,0.0023807127798847133,0.957029824176266,64,10,6,NA,FALSE,0.1873500336975149,-1.4673217659793238,0.2435329365807095,1.5995595327841854,0.39084016072668826
0.8,Bembidion properans,Pitfall10,0,0.9997423986093953,1.8701237512066694e-14,1,64,26,6,NA,FALSE,0.9997423986093953,8.263839530862889,0.25510204081632176,990.5527753182083,1.0191656124718142e-6
0.8,Bembidion properans,Pitfall8,0,0.863696346814444,0.5834011381589389,0.9662981930323484,64,26,6,NA,FALSE,0.863696346814444,1.846336115706062,0.09767782012076774,0.8297120173359753,1.4525973224789743
0.8,Bembidion properans,Pitfall6,0,0.8556457294591824,0.6246369483671436,0.9547779915278024,64,26,6,NA,FALSE,0.8556457294591824,1.7795859327230386,0.08421965386751501,0.6818515445327457,2.150900610303984
0.8,Bembidion properans,Pitfall4,0,0.8016843273120263,0.48184403931669817,0.94615849704638455,64,26,6,NA,FALSE,0.8016843273120263,1.3968548558981149,0.11844756574736898,0.7450161874677651,1.8016423496725253
0.8,Bembidion properans,Pitfall2,0,0.8740071535497173,0.31956298169516134,0.9903347663270643,64,26,6,NA,FALSE,0.8740071535497173,1.9368634293258766,0.17111525118160792,1.5539170938802735,0.4141372655703587
0.8,Bembidion properans,GPD,0,0.36666342993584544,0.05551662453942489,0.8507937651039053,64,26,6,NA,FALSE,0.36666342993584544,-0.5465576444692796,0.20287682157257153,0.8736354931916471,1.310205627335644
0.8,Bembidion quadrimaculatum,Pitfall10,0,0.7906342778228798,0.18218984166458954,0.9846184707101853,64,13,6,NA,FALSE,0.7906342778228798,1.328752917035118,0.2047011808789785,1.2366281528394538,0.6539156650130097
0.8,Bembidion quadrimaculatum,Pitfall8,0,0.8289732817547671,0.33189863129274355,0.9792927467013623,64,13,6,NA,FALSE,0.8289732817547671,1.5783681337827924,0.16515156005321907,1.1648719427398329,0.736959514481961
0.8,Bembidion quadrimaculatum,Pitfall6,0,0.6489846934218575,0.29254907606681435,0.8920827751406019,64,13,6,NA,FALSE,0.6489846934218575,0.6145793005600155,0.15294227017188458,0.6713778723032966,2.2185333070669495
0.8,Bembidion quadrimaculatum,Pitfall4,0,0.7353587527295591,0.16041143433515626,0.9758526438666705,64,13,6,NA,FALSE,0.7353587527295591,1.0219833541752632,0.20802071671722303,1.0689312839937855,0.8751861270037298
0.8,Bembidion quadrimaculatum,Pitfall2,0,0.691958074164133,0.009567771464310959,0.9980891989011115,64,13,6,NA,FALSE,0.691958074164133,0.8092894707607947,0.25217383352979605,1.1830699119365473,0.7144620759169288
0.8,Bembidion quadrimaculatum,GPD,0,0.40201057972549176,0.004167403534738161,0.9908253739150471,64,13,6,NA,FALSE,0.40201057972549176,-0.39709465594766097,0.25169846183171146,1.047006983676078,0.9122226325253877
0.8,Brachinus crepitans,Pitfall10,0,0.2562613500042533,0.001625188219696707,0.9864739756335444,64,7,6,NA,FALSE,0.2562613500042533,-1.065491874062226,0.25123693556475707,1.3181961129108488,0.5754928690968192
0.8,Brachinus crepitans,Pitfall8,0,0.35559489339707445,0.0361201321160198,0.890420686040374,64,7,6,NA,FALSE,0.35559489339707445,-0.5945354328459918,0.21793381477662097,0.951064852138904,1.1055534289509057
0.8,Brachinus crepitans,Pitfall6,0,0.6901982695205565,0.21839598419644912,0.9467043009568157,64,7,6,NA,FALSE,0.6901982695205565,0.8010463896836063,0.18579293794907312,0.8689034006050002,1.32451538174601
0.8,Brachinus crepitans,Pitfall4,0,0.8180235639611703,0.00574494729639613,0.9997141338343117,64,7,6,NA,FALSE,0.8180235639611703,1.5030139366059263,0.25356356799436625,1.7033578052697627,0.34465789415733145
0.8,Brachinus crepitans,Pitfall2,0,0.9779185976320048,1.3634452795524094e-5,0.9999999930482919,64,7,6,NA,FALSE,0.9779185976320048,3.7906907006303237,0.25509856086619803,11.813501793786385,0.007165437245823444
0.8,Brachinus crepitans,GPD,0,0.006996637566477424,4.933467022855128e-9,0.9999006353838741,64,7,6,NA,FALSE,0.006996637566477424,-4.9553043641705745,0.2550766914414304,36.7139133471728,7.418885064122417e-4
0.8,Brachinus sclopeta,Pitfall10,0,0.5219838991248645,0.056393829288997235,0.9522720598994205,64,9,6,NA,FALSE,0.5219838991248645,0.08799232705518877,0.2285403649516386,0.9159321097945934,1.191992248873356
0.8,Brachinus sclopeta,Pitfall8,0,0.5904567443843455,0.18921900303456948,0.8990579216992688,64,9,6,NA,FALSE,0.5904567443843455,0.3658538523962326,0.1810813568022192,0.7488345502119605,1.783315778246406
0.8,Brachinus sclopeta,Pitfall6,0,0.7753375036587118,0.3882680762820938,0.9494056602586518,64,9,6,NA,FALSE,0.7753375036587118,1.2386991633548141,0.14314734285116276,0.8217920186815326,1.4807309768935064
0.8,Brachinus sclopeta,Pitfall4,0,0.9525677385728142,0.40151804338764824,0.9983393117919499,64,9,6,NA,FALSE,0.9525677385728142,2.9998586030736427,0.15225032357252596,3.3696789465721504,0.08806897686784608
0.8,Brachinus sclopeta,Pitfall2,0,0.9957824612486589,0.16668740996641257,0.9999964117514794,64,9,6,NA,FALSE,0.9957824612486589,5.464277097706899,0.21257882698598643,50.61700586580964,3.9030767942676816e-4
0.8,Brachinus sclopeta,GPD,0,0.011139540963878081,2.558086021984345e-5,0.8322329738343756,64,9,6,NA,FALSE,0.011139540963878081,-4.486052201146359,0.21229780433014175,19.272728183359032,0.002692238976627773
0.8,Calathus fuscipes,Pitfall10,0,0.9998970386127563,6.561080373583263e-88,1,64,8,6,NA,FALSE,0.9998970386127563,9.181053554460648,0.25510204081632654,2477.9027945396383,1.62866389585393e-7
0.8,Calathus fuscipes,Pitfall8,0,0.9999986674992635,0,1,64,8,6,NA,FALSE,0.99999,11.51291546492478,0.25510204081632654,25510.459186340613,1.5366092673396777e-9
0.8,Calathus fuscipes,Pitfall6,0,0.9999996669659591,0,1,64,8,6,NA,FALSE,0.99999,11.51291546492478,0.25510204081632654,25510.459186340613,1.5366092673396777e-9
0.8,Calathus fuscipes,Pitfall4,0,0.9570442411534431,0.16783236854389985,0.9995938679621825,64,8,6,NA,FALSE,0.9570442411534431,3.1036788973688068,0.2121840559740517,5.161302778872575,0.037538881306616444
0.8,Calathus fuscipes,Pitfall2,0,0.9853589163932057,0.005207873949226569,0.9999988441934199,64,8,6,NA,FALSE,0.9853589163932057,4.209174434274541,0.2537732066949473,17.590496428197227,0.003231795024188388
0.8,Calathus fuscipes,GPD,0,0.014140700346765143,6.277602732023787e-6,0.970390496440602,64,8,6,NA,FALSE,0.014140700346765143,-4.244456457583759,0.24754699460149748,17.757090219136135,0.003171439255680316
0.8,Carabus auratus,Pitfall10,0,0.9996429883042253,1.04580481257417e-21,1,64,9,6,NA,FALSE,0.9996429883042253,7.937384940007887,0.25510204081632654,714.8033265436144,1.9571624287005748e-6
0.8,Carabus auratus,Pitfall8,0,0.9999972964431434,6.0202221013752745e-217,1,64,9,6,NA,FALSE,0.99999,11.51291546492478,0.25510204081632654,25510.459186340613,1.5366092673396777e-9
0.8,Carabus auratus,Pitfall6,0,0.8967139361083979,0.4868087372793949,0.9875713711745991,64,9,6,NA,FALSE,0.8967139361083979,2.1612344414474616,0.12774556987122557,1.3792728941598869,0.5256535444229944
0.8,Carabus auratus,Pitfall4,0,0.8936848355274625,0.16376152910284453,0.9972362328884893,64,9,6,NA,FALSE,0.8936848355274625,2.1289452475642423,0.2126210979045012,2.237828251488611,0.19968548405400363
0.8,Carabus auratus,Pitfall2,0,0.8662217182323325,0.0021168397305855557,0.999949405955118,64,9,6,NA,FALSE,0.8662217182323325,1.8679570855741594,0.2545491240368705,2.196630072478193,0.20724599668935983
0.8,Carabus auratus,GPD,0,0.31499225853820756,2.2242905508151195e-4,0.9989489518278876,64,9,6,NA,FALSE,0.31499225853820756,-0.7768820771479873,0.25477717417673623,1.1807695811565815,0.7172485636993022
0.8,Carabus nemoralis,Pitfall10,0,0.9132699490501194,0.2279432894114174,0.9973443940808243,64,15,6,NA,FALSE,0.9132699490501194,2.354231077305424,0.19627579200750178,2.47798098498792,0.16285611154437932
0.8,Carabus nemoralis,Pitfall8,0,0.8224099003267442,0.3551240109020496,0.974964657045587,64,15,6,NA,FALSE,0.8224099003267442,1.532760849042254,0.1581226138121269,1.082647067673489,0.8531515656260305
0.8,Carabus nemoralis,Pitfall6,0,0.7645129237893744,0.3927335582496112,0.9421876491707294,64,15,6,NA,FALSE,0.7645129237893744,1.1775828962533994,0.1401668599288567,0.7785624166027946,1.6497309778719904
