STATION;PROJET;ID_ECHANTILLON;X (Longitude);Y (Latitude);ALTITUDE;DATE;DATE_FIN;HABITAT;MICROHABITAT;METHODE;REMARQUE_STATION;CLASSE;ORDRE;FAMILLE;CD_NOM;LB_NOM;NOM_VALIDE;BOITE;CD_COLLECTION;NOM_CITE;femelle;male;Juvénile;?;ABONDANCE_TOTALE;LRN;REMARQUE_INDIVIDU;A VERIFIER/PHOTO;DETERMINATEUR;LEG;DATE_DETERMINATION;ENVOI_CARDOBS;MASSE (mg)
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2596;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;100,14
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2597;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;110,83
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2598;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;86,7
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2599;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;101,44
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2600;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;96,93
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2601;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;123,69
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2602;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;87,63
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2603;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;106,73
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2604;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;101,05
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2605;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;114,84
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2606;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;122,74
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;9192;Amara aenea;Amara aenea (De Geer, 1774);CA_B35_T3;SPRU-2607;amara aenea;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;26,15
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;9192;Amara aenea;Amara aenea (De Geer, 1774);CA_B35_T4;SPRU-2608;amara aenea;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;25,31
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;9192;Amara aenea;Amara aenea (De Geer, 1774);CA_B35_T5;SPRU-2609;amara aenea;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;24,26
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;9192;Amara aenea;Amara aenea (De Geer, 1774);CA_B35_T6;SPRU-2610;amara aenea;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;26,57
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;8819;Agonum muelleri;Agonum muelleri (Herbst, 1784);CA_B35_T7;SPRU-2611;agonum muelleri;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;34,29
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2612;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;84,76
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2613;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;95,66
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2614;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;100,71
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2615;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;87,47
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2616;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;74,14
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2617;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;94,84
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2618;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;94,68
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2619;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;99,67
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2620;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;90,32
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2621;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;80,7
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2622;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;93
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2623;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;91,16
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2624;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;94,49
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2625;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;101,64
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2626;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;89,68
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2627;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;54,44
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2628;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;92,9
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2629;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;110,57
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2630;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;102,47
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2631;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;112,94
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2632;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;92,91
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2633;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;92,66
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2634;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;102,54
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2635;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;89,8
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2636;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;107,43
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2637;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;98,64
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2638;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;106,81
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2639;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;99,24
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2640;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;98,79
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2641;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;79,84
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB2;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T36;SPRU-2642;poecilus cupreus;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;86,29
