IL_GPD_m,species,method,p_hat,lcl,ucl,n_sites_available,n_sites_detected,n_rep,AIC,any_se_bad
0.8,Amara similata,Pitfall4,0.33096065435557603,0.12897950913556022,0.6230056086153114,64,15,6,NA,FALSE
0.8,Amara similata,Pitfall2,0.2923229207942838,0.11228755769411483,0.5742780367818513,64,15,6,NA,FALSE
0.8,Amara similata,GPD,0.7427396621766714,0.45081766062871237,0.910347199833735,64,15,6,NA,FALSE
0.8,Anchomenus dorsalis,Pitfall10,0.9127900405448486,0.6981220995013927,0.9793263160117786,64,27,6,NA,FALSE
0.8,Anchomenus dorsalis,Pitfall8,0.8340279565144444,0.6115782121449745,0.9413067369731868,64,27,6,NA,FALSE
0.8,Anchomenus dorsalis,Pitfall6,0.7843791576502132,0.5541351640104638,0.9141465595642201,64,27,6,NA,FALSE
0.8,Anchomenus dorsalis,Pitfall4,0.6255302092980316,0.3931437731276142,0.8115775617345725,64,27,6,NA,FALSE
0.8,Anchomenus dorsalis,Pitfall2,0.6091590611129021,0.3904690911941614,0.7913196497356061,64,27,6,NA,FALSE
0.8,Anchomenus dorsalis,GPD,0.8761118802046024,0.6646738808870449,0.961875827499156,64,27,6,NA,FALSE
0.8,Anisodactylus binotatus,Pitfall10,0.8048909179385525,0.31407444193541073,0.973799705809788,64,7,6,NA,FALSE
0.8,Anisodactylus binotatus,Pitfall8,0.6089819099099455,0.204686760174894,0.9040731811951177,64,7,6,NA,FALSE
0.8,Anisodactylus binotatus,Pitfall6,0.607992403693229,0.20391639188915314,0.9037632809975894,64,7,6,NA,FALSE
0.8,Anisodactylus binotatus,Pitfall4,0.39404813666610133,0.09715073993263515,0.7971598298422544,64,7,6,NA,FALSE
0.8,Anisodactylus binotatus,Pitfall2,0.31041995107848847,0.07535649719431667,0.7131770665001119,64,7,6,NA,FALSE
0.8,Anisodactylus binotatus,GPD,0.628982491886381,0.2509056550678623,0.8956216968744274,64,7,6,NA,FALSE
0.8,Asaphidion stierlini,Pitfall10,0.9999065561050862,1.7714078584079637e-23,1,64,13,6,NA,FALSE
0.8,Asaphidion stierlini,Pitfall8,0.8062153615121334,0.44875640963600677,0.9550796372965223,64,13,6,NA,FALSE
0.8,Asaphidion stierlini,Pitfall6,0.4189844727058134,0.16621712196848298,0.7228796563162022,64,13,6,NA,FALSE
0.8,Asaphidion stierlini,Pitfall4,0.4031576032066031,0.15768490919003156,0.7090767557404314,64,13,6,NA,FALSE
0.8,Asaphidion stierlini,Pitfall2,0.2573822509905349,0.08309040659778637,0.5699976139426419,64,13,6,NA,FALSE
0.8,Asaphidion stierlini,GPD,0.5479740152890499,0.2837361462789703,0.7876771442750996,64,13,6,NA,FALSE
0.8,Badister bullatus,Pitfall10,0.6002711396634508,0.20549447531499954,0.8971074828481062,64,11,6,NA,FALSE
0.8,Badister bullatus,Pitfall8,0.508491628321459,0.17692941475702315,0.8327481723099321,64,11,6,NA,FALSE
0.8,Badister bullatus,Pitfall6,0.26938369859186584,0.06987173933315753,0.6440893807101324,64,11,6,NA,FALSE
0.8,Badister bullatus,Pitfall4,0.2460792778060138,0.06442185587217163,0.6074115690804642,64,11,6,NA,FALSE
0.8,Badister bullatus,Pitfall2,0.19862889456731056,0.05119425725378778,0.5324057360406556,64,11,6,NA,FALSE
0.8,Badister bullatus,GPD,0.4634346948626902,0.16654227194946683,0.7887301836339958,64,11,6,NA,FALSE
0.8,Bembidion lampros,Pitfall10,0.9333583533029322,0.64805523415881,0.9907001839581627,64,24,6,NA,FALSE
0.8,Bembidion lampros,Pitfall8,0.8824417742514368,0.6318184473893443,0.9704447247604193,64,24,6,NA,FALSE
0.8,Bembidion lampros,Pitfall6,0.7782955325674712,0.5359245911760679,0.9143211355162247,64,24,6,NA,FALSE
0.8,Bembidion lampros,Pitfall4,0.5985900420764324,0.36604247902574855,0.7938711963077473,64,24,6,NA,FALSE
0.8,Bembidion lampros,Pitfall2,0.4019499855837316,0.2202716318264328,0.6152395328444552,64,24,6,NA,FALSE
0.8,Bembidion lampros,GPD,0.6120964654958116,0.397443887138615,0.7905747682471749,64,24,6,NA,FALSE
0.8,Bembidion lunulatum,Pitfall10,0.9999881059493705,3.359423263813399e-70,1,64,12,6,NA,FALSE
0.8,Bembidion lunulatum,Pitfall8,0.9999998766949548,0,1,64,12,6,NA,FALSE
0.8,Bembidion lunulatum,Pitfall6,0.9077731851170675,0.550461957333643,0.987518527252155,64,12,6,NA,FALSE
0.8,Bembidion lunulatum,Pitfall4,0.6098202840167292,0.3017046872285919,0.849707288837344,64,12,6,NA,FALSE
0.8,Bembidion lunulatum,Pitfall2,0.2601551173703272,0.08428683619217342,0.5732570800909151,64,12,6,NA,FALSE
0.8,Bembidion lunulatum,GPD,0.45305590321367273,0.1974901593683637,0.7360218000716873,64,12,6,NA,FALSE
0.8,Bembidion obtusum,Pitfall10,0.8923599294892823,0.5042644325481503,0.9854153700040222,64,10,6,NA,FALSE
0.8,Bembidion obtusum,Pitfall8,0.7838395793697235,0.4235697200874596,0.9470750460376707,64,10,6,NA,FALSE
0.8,Bembidion obtusum,Pitfall6,0.6739100541775306,0.3348148903522647,0.8945736235062958,64,10,6,NA,FALSE
0.8,Bembidion obtusum,Pitfall4,0.3306466440167599,0.10826170344571287,0.667765837595818,64,10,6,NA,FALSE
0.8,Bembidion obtusum,Pitfall2,0.10090052245733871,0.013698873561990794,0.4755522482752279,64,10,6,NA,FALSE
0.8,Bembidion obtusum,GPD,0.3969203216070471,0.1562342658031536,0.700544229450805,64,10,6,NA,FALSE
0.8,Bembidion properans,Pitfall10,0.9998574927981786,3.406318889419032e-14,1,64,26,6,NA,FALSE
0.8,Bembidion properans,Pitfall8,0.892993844068387,0.6565743506380267,0.9732816092227974,64,26,6,NA,FALSE
0.8,Bembidion properans,Pitfall6,0.8388089469535062,0.6000012925651601,0.9475149716900875,64,26,6,NA,FALSE
0.8,Bembidion properans,Pitfall4,0.6687077084451588,0.4301683721670128,0.8436784403562902,64,26,6,NA,FALSE
0.8,Bembidion properans,Pitfall2,0.5763778403485483,0.3611254665053523,0.7660832608733231,64,26,6,NA,FALSE
0.8,Bembidion properans,GPD,0.7435649082109574,0.5279968856768975,0.8825762671484928,64,26,6,NA,FALSE
0.8,Bembidion quadrimaculatum,Pitfall10,0.8583201171161945,0.4213979790330873,0.9805420747199712,64,13,6,NA,FALSE
0.8,Bembidion quadrimaculatum,Pitfall8,0.8579252226494071,0.4205925878949366,0.9804812519547439,64,13,6,NA,FALSE
0.8,Bembidion quadrimaculatum,Pitfall6,0.6249603773692598,0.28464866003665107,0.8746628619182888,64,13,6,NA,FALSE
0.8,Bembidion quadrimaculatum,Pitfall4,0.6148187169252385,0.2759299837876964,0.8698878672272771,64,13,6,NA,FALSE
0.8,Bembidion quadrimaculatum,Pitfall2,0.3796668428178368,0.1473163773289341,0.6843598307546647,64,13,6,NA,FALSE
0.8,Bembidion quadrimaculatum,GPD,0.7086726216255601,0.39819678655567414,0.8994271966529392,64,13,6,NA,FALSE
0.8,Brachinus crepitans,Pitfall10,0.7266402305353661,0.3363886574792489,0.9330626277729716,64,7,6,NA,FALSE
0.8,Brachinus crepitans,Pitfall8,0.5879677291410886,0.23731654645357914,0.8674489681102509,64,7,6,NA,FALSE
0.8,Brachinus crepitans,Pitfall6,0.5870591338772132,0.23653464480028835,0.8670836378068384,64,7,6,NA,FALSE
0.8,Brachinus crepitans,Pitfall4,0.2904183796395712,0.07244285360904434,0.6820156562565858,64,7,6,NA,FALSE
0.8,Brachinus crepitans,Pitfall2,0.1382514569749896,0.018678700340059133,0.5748671840968048,64,7,6,NA,FALSE
0.8,Brachinus crepitans,GPD,0.6465353860932987,0.2528475584300766,0.9081432282557816,64,7,6,NA,FALSE
0.8,Brachinus sclopeta,Pitfall10,0.9072639778711667,0.5198974535816423,0.9888126484821063,64,9,6,NA,FALSE
0.8,Brachinus sclopeta,Pitfall8,0.7998734713291451,0.42341190924395844,0.9560513674636107,64,9,6,NA,FALSE
0.8,Brachinus sclopeta,Pitfall6,0.6806134453005285,0.32108534658151083,0.9056783281315869,64,9,6,NA,FALSE
0.8,Brachinus sclopeta,Pitfall4,0.6054167519788591,0.2803657260053154,0.858005485957327,64,9,6,NA,FALSE
0.8,Brachinus sclopeta,Pitfall2,0.36176594244612,0.12027834254400242,0.7014854946538575,64,9,6,NA,FALSE
0.8,Brachinus sclopeta,GPD,0.814573320861523,0.40288048084238,0.9662188415909757,64,9,6,NA,FALSE
0.8,Calathus fuscipes,Pitfall10,0.999987404426627,5.396986531298572e-87,1,64,8,6,NA,FALSE
0.8,Calathus fuscipes,Pitfall8,0.9999994984251184,0,1,64,8,6,NA,FALSE
0.8,Calathus fuscipes,Pitfall6,0.9999994714092969,0,1,64,8,6,NA,FALSE
0.8,Calathus fuscipes,Pitfall4,0.6546011564748301,0.21761790066494027,0.9281261449353984,64,8,6,NA,FALSE
0.8,Calathus fuscipes,Pitfall2,0.1720933637806658,0.022843479444235832,0.648910730131714,64,8,6,NA,FALSE
0.8,Calathus fuscipes,GPD,0.8134230058029969,0.31309433800900605,0.976580930298479,64,8,6,NA,FALSE
0.8,Carabus auratus,Pitfall10,0.9998514515991386,2.6907751261929812e-21,1,64,9,6,NA,FALSE
0.8,Carabus auratus,Pitfall8,0.9999982019321597,9.065486984796973e-217,1,64,9,6,NA,FALSE
0.8,Carabus auratus,Pitfall6,0.8774384396874345,0.4676281605836765,0.9831507358116471,64,9,6,NA,FALSE
0.8,Carabus auratus,Pitfall4,0.7503060640808479,0.3770238123290835,0.93718522013348,64,9,6,NA,FALSE
0.8,Carabus auratus,Pitfall2,0.3670678875462011,0.12166607268334642,0.7082942340582962,64,9,6,NA,FALSE
0.8,Carabus auratus,GPD,0.8333448083550566,0.4189241528652466,0.9719749826968065,64,9,6,NA,FALSE
0.8,Carabus nemoralis,Pitfall10,0.8627041386364457,0.4264104026405101,0.98151938016694,64,15,6,NA,FALSE
0.8,Carabus nemoralis,Pitfall8,0.7845988304474062,0.4267716051106303,0.946867780128176,64,15,6,NA,FALSE
0.8,Carabus nemoralis,Pitfall6,0.7843335756621722,0.4264906365509266,0.9467676242614209,64,15,6,NA,FALSE
0.8,Carabus nemoralis,Pitfall4,0.6342980625840867,0.3342770317332329,0.8569645728663868,64,15,6,NA,FALSE
0.8,Carabus nemoralis,Pitfall2,0.7047722430229247,0.42408561868219463,0.8855710708500061,64,15,6,NA,FALSE
0.8,Carabus nemoralis,GPD,0.703752161850735,0.39223869259728283,0.8973730752115996,64,15,6,NA,FALSE
0.8,Harpalus affinis,Pitfall10,0.9999906585894701,1.4561777933686073e-65,1,64,26,6,NA,FALSE
0.8,Harpalus affinis,Pitfall8,0.9365766496477639,0.6589108291309923,0.9912190789034082,64,26,6,NA,FALSE
0.8,Harpalus affinis,Pitfall6,0.9365121561733323,0.6587083999588699,0.9912080192835986,64,26,6,NA,FALSE
0.8,Harpalus affinis,Pitfall4,0.8839770113016175,0.6343898810644323,0.9709762968610735,64,26,6,NA,FALSE
0.8,Harpalus affinis,Pitfall2,0.5665035959267274,0.34519517355794915,0.7641245869144581,64,26,6,NA,FALSE
0.8,Harpalus affinis,GPD,0.8232126891494917,0.6165983474802943,0.930951610884811,64,26,6,NA,FALSE
0.8,Harpalus dimidiatus,Pitfall10,0.8338664765783703,0.5886637797887212,0.9462477387298606,64,23,6,NA,FALSE
0.8,Harpalus dimidiatus,Pitfall8,0.7883097644468066,0.5489303719418455,0.9193230169995316,64,23,6,NA,FALSE
0.8,Harpalus dimidiatus,Pitfall6,0.7338723485869119,0.49396758406977676,0.8862351643379757,64,23,6,NA,FALSE
0.8,Harpalus dimidiatus,Pitfall4,0.711388122797081,0.48490488679385624,0.8658402925598123,64,23,6,NA,FALSE
0.8,Harpalus dimidiatus,Pitfall2,0.44541381187592205,0.2493158755966008,0.6601196267431678,64,23,6,NA,FALSE
0.8,Harpalus dimidiatus,GPD,0.7977888420444503,0.5615959696096746,0.9239608375521754,64,23,6,NA,FALSE
0.8,Harpalus distinguendus,Pitfall10,0.7590104128941434,0.5024375593016654,0.9076080884713267,64,22,6,NA,FALSE
0.8,Harpalus distinguendus,Pitfall8,0.7586518054050373,0.501937760351045,0.9074469733888921,64,22,6,NA,FALSE
0.8,Harpalus distinguendus,Pitfall6,0.6351357238980508,0.3861639974400802,0.8280816641567733,64,22,6,NA,FALSE
0.8,Harpalus distinguendus,Pitfall4,0.65402403964413,0.4102265844020837,0.8370688217820267,64,22,6,NA,FALSE
0.8,Harpalus distinguendus,Pitfall2,0.4482158215793265,0.2518522197731746,0.6621731931048631,64,22,6,NA,FALSE
0.8,Harpalus distinguendus,GPD,0.8131363215910544,0.5666206066638904,0.9354122401648068,64,22,6,NA,FALSE
0.8,Harpalus rubripes,Pitfall10,0.999872430063122,7.108446946702073e-29,1,64,12,6,NA,FALSE
0.8,Harpalus rubripes,Pitfall8,0.7050092371643495,0.31602690178550374,0.9251607459602793,64,12,6,NA,FALSE
0.8,Harpalus rubripes,Pitfall6,0.5598490897534764,0.22088792588854303,0.8508900152721558,64,12,6,NA,FALSE
0.8,Harpalus rubripes,Pitfall4,0.5448785280539318,0.21068251544808128,0.8430122028200316,64,12,6,NA,FALSE
0.8,Harpalus rubripes,Pitfall2,0.4428133226371378,0.16281442287178816,0.7645755220316555,64,12,6,NA,FALSE
0.8,Harpalus rubripes,GPD,0.8216698598602847,0.43823184479801147,0.9645570765902071,64,12,6,NA,FALSE
0.8,Harpalus tardus,Pitfall10,0.4703029196253586,0.05770296739303325,0.9279190928801238,64,9,6,NA,FALSE
0.8,Harpalus tardus,Pitfall8,0.34918863030210623,0.05627848763069029,0.8283962541788555,64,9,6,NA,FALSE
0.8,Harpalus tardus,Pitfall6,0.3509426324394296,0.05697592124707115,0.8287318804720749,64,9,6,NA,FALSE
0.8,Harpalus tardus,Pitfall4,0.2849563735910104,0.05258657155639544,0.7410167504393605,64,9,6,NA,FALSE
0.8,Harpalus tardus,Pitfall2,0.05496927423969983,0.003605779671128142,0.4831860513461508,64,9,6,NA,FALSE
0.8,Harpalus tardus,GPD,0.999999785704119,0.00784374686133803,0.9999999999999996,64,9,6,NA,FALSE
0.8,Loricera pilicornis,Pitfall10,0.8598487826134281,0.5727015289147316,0.9656164092825882,64,17,6,NA,FALSE
0.8,Loricera pilicornis,Pitfall8,0.8597335981427481,0.5725101577236237,0.9655789051022975,64,17,6,NA,FALSE
0.8,Loricera pilicornis,Pitfall6,0.8595393779999457,0.5721858412735045,0.9655158918301444,64,17,6,NA,FALSE
0.8,Loricera pilicornis,Pitfall4,0.78374020848169,0.495812399973942,0.9303413801541838,64,17,6,NA,FALSE
0.8,Loricera pilicornis,Pitfall2,0.5915304064814028,0.3421015312519478,0.8013151270386001,64,17,6,NA,FALSE
0.8,Loricera pilicornis,GPD,0.8064667677897142,0.5197154736036826,0.9413387724187484,64,17,6,NA,FALSE
0.8,Microlestes,Pitfall10,0.582342233807974,0.2326888140799076,0.8650615996599194,64,9,6,NA,FALSE
0.8,Microlestes,Pitfall8,0.5764257972186724,0.22750121903494977,0.862796146651066,64,9,6,NA,FALSE
0.8,Microlestes,Pitfall6,0.29180903085370014,0.07219659920439231,0.6857228955224423,64,9,6,NA,FALSE
0.8,Microlestes,Pitfall4,0.09808818552823569,0.012532554365656241,0.48238586129062955,64,9,6,NA,FALSE
0.8,Microlestes,Pitfall2,0.08598451905941039,0.010603253672558592,0.45228911048140846,64,9,6,NA,FALSE
0.8,Microlestes,GPD,0.6556793967387005,0.2834176891536215,0.9016566483198646,64,9,6,NA,FALSE
0.8,Nebria brevicollis,Pitfall10,0.9415082658023031,0.6660264417887833,0.9923618153370599,64,21,6,NA,FALSE
0.8,Nebria brevicollis,Pitfall8,0.8918149323107645,0.6401436676884599,0.9744899773627934,64,21,6,NA,FALSE
0.8,Nebria brevicollis,Pitfall6,0.8959971216180279,0.6530642578818626,0.9752652730426282,64,21,6,NA,FALSE
0.8,Nebria brevicollis,Pitfall4,0.7265049582374641,0.47545972090892935,0.8861660640972232,64,21,6,NA,FALSE
0.8,Nebria brevicollis,Pitfall2,0.3607540282612195,0.17905099996414453,0.5935364594526675,64,21,6,NA,FALSE
0.8,Nebria brevicollis,GPD,0.6541698182390298,0.4109976883746848,0.836809849421512,64,21,6,NA,FALSE
0.8,Nebria salina,Pitfall10,0.7866660795530941,0.5071525073470021,0.9296469311766572,64,25,6,NA,FALSE
0.8,Nebria salina,Pitfall8,0.7857332107525401,0.5057058534177915,0.9292987080243778,64,25,6,NA,FALSE
0.8,Nebria salina,Pitfall6,0.6123160388024139,0.3624165358525656,0.8144225691839749,64,25,6,NA,FALSE
0.8,Nebria salina,Pitfall4,0.5449073030490559,0.3069518902188469,0.763982247126023,64,25,6,NA,FALSE
0.8,Nebria salina,Pitfall2,0.3316779548225567,0.1687111603444356,0.5482438969532429,64,25,6,NA,FALSE
0.8,Nebria salina,GPD,0.7280389244430359,0.5012198248164543,0.8770204055696579,64,25,6,NA,FALSE
0.8,Notiophilus biguttatus,Pitfall10,0.5649496253621239,0.22460623659795909,0.8534063894325865,64,16,6,NA,FALSE
0.8,Notiophilus biguttatus,Pitfall8,0.6601101884533838,0.32614284829591883,0.8862759301071035,64,16,6,NA,FALSE
0.8,Notiophilus biguttatus,Pitfall6,0.596848917404907,0.29374597564264365,0.8405015865971899,64,16,6,NA,FALSE
0.8,Notiophilus biguttatus,Pitfall4,0.2825825370095306,0.0919919575935446,0.6049605497693498,64,16,6,NA,FALSE
0.8,Notiophilus biguttatus,Pitfall2,0.2670357446777036,0.09938398485828838,0.5460340610026267,64,16,6,NA,FALSE
0.8,Notiophilus biguttatus,GPD,0.5685923827457962,0.3093149627989499,0.7950346374769196,64,16,6,NA,FALSE
0.8,Notiophilus quadripunctatus,Pitfall10,0.9998981724279253,1.7876675112077914e-17,1,64,25,6,NA,FALSE
0.8,Notiophilus quadripunctatus,Pitfall8,0.9999964610755046,2.422022053829347e-103,1,64,25,6,NA,FALSE
0.8,Notiophilus quadripunctatus,Pitfall6,0.8912889799248167,0.6529529364877278,0.9727720675145762,64,25,6,NA,FALSE
0.8,Notiophilus quadripunctatus,Pitfall4,0.6814792729458352,0.4482704037191815,0.8492611680731609,64,25,6,NA,FALSE
0.8,Notiophilus quadripunctatus,Pitfall2,0.5193001064463528,0.3213158756955544,0.7114031880347331,64,25,6,NA,FALSE
0.8,Notiophilus quadripunctatus,GPD,0.7320660775599898,0.5097626366440301,0.8777405116253422,64,25,6,NA,FALSE
0.8,Notiophilus substriatus,Pitfall10,0.8539897792153797,0.5661081101377944,0.9632613536789401,64,20,6,NA,FALSE
0.8,Notiophilus substriatus,Pitfall8,0.728754001704219,0.46017265971285354,0.8943785586805412,64,20,6,NA,FALSE
0.8,Notiophilus substriatus,Pitfall6,0.7284347912935352,0.4597679396867333,0.8942273951097948,64,20,6,NA,FALSE
0.8,Notiophilus substriatus,Pitfall4,0.6572069803198488,0.3952002205156189,0.8490602377527514,64,20,6,NA,FALSE
0.8,Notiophilus substriatus,Pitfall2,0.4750061741004402,0.26066858176578206,0.6989660430611861,64,20,6,NA,FALSE
0.8,Notiophilus substriatus,GPD,0.6507570403486894,0.3999568574765984,0.8389426610812009,64,20,6,NA,FALSE
0.8,Parophonus maculicornis,Pitfall10,0.8704434988924511,0.4524953383844036,0.9820202364995813,64,13,6,NA,FALSE
0.8,Parophonus maculicornis,Pitfall8,0.6923613768643344,0.36724035432554997,0.897194939925559,64,13,6,NA,FALSE
0.8,Parophonus maculicornis,Pitfall6,0.6920622698331248,0.36691503979413975,0.8970650374463247,64,13,6,NA,FALSE
0.8,Parophonus maculicornis,Pitfall4,0.4797702250463882,0.2099253602779345,0.7619588124209405,64,13,6,NA,FALSE
0.8,Parophonus maculicornis,Pitfall2,0.25026547005727784,0.08087333876562151,0.5587636316676619,64,13,6,NA,FALSE
0.8,Parophonus maculicornis,GPD,0.7900670402762778,0.46560793050680976,0.9420482091593388,64,13,6,NA,FALSE
0.8,Poecilus versicolor,Pitfall10,0.99998808603632,1.1528202710025412e-37,1,64,12,6,NA,FALSE
0.8,Poecilus versicolor,Pitfall8,0.9999997757036468,1.2989006679214312e-295,1,64,12,6,NA,FALSE
0.8,Poecilus versicolor,Pitfall6,0.9623642732303375,0.6735103828607032,0.9968549430250413,64,12,6,NA,FALSE
0.8,Poecilus versicolor,Pitfall4,0.9001776164134081,0.5725259779832764,0.9837971841031915,64,12,6,NA,FALSE
0.8,Poecilus versicolor,Pitfall2,0.8929754749609743,0.5621563087943913,0.981891230973283,64,12,6,NA,FALSE
0.8,Poecilus versicolor,GPD,0.9234001970368245,0.5771260171401414,0.9906958774564479,64,12,6,NA,FALSE
0.8,Pterostichus madidus,Pitfall10,0.9999850731762302,1.085766946275876e-114,1,64,13,6,NA,FALSE
0.8,Pterostichus madidus,Pitfall8,0.9999991646410641,0,1,64,13,6,NA,FALSE
0.8,Pterostichus madidus,Pitfall6,0.9999994148969797,0,1,64,13,6,NA,FALSE
0.8,Pterostichus madidus,Pitfall4,0.9999992800361434,0,1,64,13,6,NA,FALSE
0.8,Pterostichus madidus,Pitfall2,0.558570768434225,0.2591208541441346,0.8207254414348232,64,13,6,NA,FALSE
0.8,Pterostichus madidus,GPD,0.940712219426324,0.4865464937423238,0.9962501969438626,64,13,6,NA,FALSE
0.8,Pterostichus melanarius,Pitfall10,0.99987593197810265,6.43655320082824e-41,1,64,9,6,NA,FALSE
0.8,Pterostichus melanarius,Pitfall8,0.9999966081273028,6.072021081741775e-262,1,64,9,6,NA,FALSE
0.8,Pterostichus melanarius,Pitfall6,0.9999968430656903,1.1204588925903991e-271,1,64,9,6,NA,FALSE
0.8,Pterostichus melanarius,Pitfall4,0.9999963078598157,4.700970895588631e-234,1,64,9,6,NA,FALSE
0.8,Pterostichus melanarius,Pitfall2,0.36577442586032705,0.08695731196695351,0.7774019023384634,64,9,6,NA,FALSE
0.8,Pterostichus melanarius,GPD,0.729934843112819,0.3524012190002272,0.9306737414399802,64,9,6,NA,FALSE
0.8,Pterostichus vernalis,Pitfall10,0.8728973012032649,0.3116851861413173,0.9904903933059307,64,8,6,NA,FALSE
0.8,Pterostichus vernalis,Pitfall8,0.8878224837700399,0.372564243120825,0.9906093920660399,64,8,6,NA,FALSE
