IL_GPD_m,species,method,p_hat,lcl,ucl,n_sites_available,n_sites_detected,n_rep,AIC,any_se_bad,p_clip,logit_p,se_p,se_logit,weight
0.8,Amara familiaris,Pitfall10,0.6582207781496876,0.2586325517095861,0.9140279494405227,64,10,6,NA,FALSE,0.6582207781496876,0.6553754256907778,0.16719270350278995,0.7431903742954636,1.8105054972515044
0.8,Amara familiaris,Pitfall8,0.5685143544878314,0.22333117223661048,0.8578983449880492,64,10,6,NA,FALSE,0.5685143544878314,0.2757923191443646,0.16187938080393846,0.6599085381233878,2.296320511534867
0.8,Amara familiaris,Pitfall6,0.1848672266449808,0.03868538258390455,0.5610473228891922,64,10,6,NA,FALSE,0.1848672266449808,-1.4837131384622606,0.13325559701665504,0.8842950185378147,1.2788088788441612
0.8,Amara familiaris,Pitfall4,0.17467025705584596,0.03701433987363263,0.5381673639943532,64,10,6,NA,FALSE,0.17467025705584596,-1.5528830437927912,0.1278451592144695,0.8868248061224682,1.2715233349544024
0.8,Amara familiaris,Pitfall2,0.1425421872180748,0.029981346471888725,0.4720471641659652,64,10,6,NA,FALSE,0.1425421872180748,-1.79433397336037,0.11277189226889707,0.9226663616691595,1.1746557934636488
0.8,Amara familiaris,GPD,0.333113311388522,0.11382187726968547,0.6601602307702232,64,10,6,NA,FALSE,0.333113311388522,-0.6941374428020736,0.1393720289542188,0.6273813234532851,2.540603125092452
0.8,Amara lunicollis,Pitfall10,0.7783090115506947,0.3639679925390627,0.9556322913881259,64,8,6,NA,FALSE,0.7783090115506947,1.255839164107254,0.15093477011455694,0.8747605701074447,1.3068375419229887
0.8,Amara lunicollis,Pitfall8,0.48318454731463467,0.1621941017356812,0.8186782836546069,64,8,6,NA,FALSE,0.48318454731463467,-0.06728718651432335,0.16747045457115453,0.6706403378542904,2.223415639295231
0.8,Amara lunicollis,Pitfall6,0.48201883080541863,0.16152228728568083,0.8180264689298851,64,8,6,NA,FALSE,0.48201883080541863,-0.07195570734398865,0.16747555654188884,0.6707697258002873,2.2225579517004688
0.8,Amara lunicollis,Pitfall4,0.460403468293347,0.15024383007928452,0.8045931526830699,64,8,6,NA,FALSE,0.460403468293347,-0.15871848674948127,0.16692584760300647,0.6719173478041173,2.214972262233579
0.8,Amara lunicollis,Pitfall2,0.13719819299982036,0.017878563707636786,0.5814176249042672,64,8,6,NA,FALSE,0.13719819299982036,-1.8387584642072055,0.14375996459097715,1.2144468694396464,0.6780207116932642
0.8,Amara lunicollis,GPD,0.590493182552975,0.233634065135206,0.8721287081270506,64,8,6,NA,FALSE,0.590493182552975,0.3660045389830626,0.16288128647751138,0.6735892797043849,2.2039902383447236
0.8,Amara similata,Pitfall10,0.8953810078772658,0.5131124517586672,0.9858164400232787,64,15,6,NA,FALSE,0.8953810078772658,2.146924230612569,0.12058775210831928,1.2873148805626429,0.6034348956282662
0.8,Amara similata,Pitfall8,0.8086514871071466,0.4693413793934063,0.9528144149595411,64,15,6,NA,FALSE,0.8086514871071466,1.4412715893823627,0.12333495805258542,0.7970759574893435,1.5739849698917776
0.8,Amara similata,Pitfall6,0.6426742533550525,0.3426092275592604,0.8612449063924078,64,15,6,NA,FALSE,0.6426742533550525,0.5869901701125676,0.1323050201104968,0.5761308243348249,3.0127131062784827
0.8,Amara similata,Pitfall4,0.33096065435557603,0.12897950913556022,0.6230056086153114,64,15,6,NA,FALSE,0.33096065435557603,-0.7038433717260963,0.12602706619381407,0.5691618741987006,3.08694149344257
0.8,Amara similata,Pitfall2,0.2923229207942838,0.11228755769411483,0.5742780367818513,64,15,6,NA,FALSE,0.2923229207942838,-0.8841288024803626,0.11785471405299401,0.5697035944362361,3.081073657480033
0.8,Amara similata,GPD,0.7427396621766714,0.45081766062871237,0.910347199833735,64,15,6,NA,FALSE,0.7427396621766714,1.0602570361288943,0.11722692326658742,0.6135047298164072,2.6568324650110844
0.8,Anchomenus dorsalis,Pitfall10,0.9127900405448486,0.6981220995013927,0.9793263160117786,64,27,6,NA,FALSE,0.9127900405448486,2.3481873492758414,0.07173576951795557,0.9011535210860502,1.2314093081344104
0.8,Anchomenus dorsalis,Pitfall8,0.8340279565144444,0.6115782121449745,0.9413067369731868,64,27,6,NA,FALSE,0.8340279565144444,1.6144475613615545,0.08411441959903374,0.6076519599616155,2.708258992872314
0.8,Anchomenus dorsalis,Pitfall6,0.7843791576502132,0.5541351640104638,0.9141465595642201,64,27,6,NA,FALSE,0.7843791576502132,1.291371017152348,0.091839641722897,0.5430169640484054,3.3913546264191146
0.8,Anchomenus dorsalis,Pitfall4,0.6255302092980316,0.3931437731276142,0.8115775617345725,64,27,6,NA,FALSE,0.6255302092980316,0.513088490959303,0.10674331342014243,0.4556964059488435,4.815582120518489
0.8,Anchomenus dorsalis,Pitfall2,0.6091590611129021,0.3904690911941614,0.7913196497356061,64,27,6,NA,FALSE,0.6091590611129021,0.4437787463986638,0.10225779554628692,0.42950247376197653,5.420865862302284
0.8,Anchomenus dorsalis,GPD,0.8761118802046024,0.6646738808870449,0.961875827499156,64,27,6,NA,FALSE,0.8761118802046024,1.9561149013005905,0.07581682311533446,0.6985159885734102,2.049497049529977
0.8,Anisodactylus binotatus,Pitfall10,0.8048909179385525,0.31407444193541073,0.973799705809788,64,7,6,NA,FALSE,0.8048909179385525,1.4171479652229526,0.1682972611924432,1.0716736086679561,0.8707127990559737
0.8,Anisodactylus binotatus,Pitfall8,0.6089819099099455,0.204686760174894,0.9040731811951177,64,7,6,NA,FALSE,0.6089819099099455,0.4430347375572463,0.17841490332148563,0.7492554091582551,1.7813129535639247
0.8,Anisodactylus binotatus,Pitfall6,0.607992403693229,0.20391639188915314,0.9037632809975894,64,7,6,NA,FALSE,0.607992403693229,0.43888117002620275,0.17853236967051947,0.7490733277076607,1.7821790462536817
0.8,Anisodactylus binotatus,Pitfall4,0.39404813666610133,0.09715073993263515,0.7971598298422544,64,7,6,NA,FALSE,0.39404813666610133,-0.43032747335719074,0.1785737474259233,0.7478770547215983,1.7878850048553356
0.8,Anisodactylus binotatus,Pitfall2,0.31041995107848847,0.07535649719431667,0.7131770665001119,64,7,6,NA,FALSE,0.31041995107848847,-0.7981567259274263,0.1627093289045396,0.7601129642766067,1.730787382018354
0.8,Anisodactylus binotatus,GPD,0.628982491886381,0.2509056550678623,0.8956216968744274,64,7,6,NA,FALSE,0.628982491886381,0.5278541682993657,0.16446837801187889,0.7047733093693085,2.013265739747942
0.8,Asaphidion stierlini,Pitfall10,0.9999065561050862,1.7714078584079637e-23,1,64,13,6,NA,FALSE,0.9999065561050862,9.278055907910733,0.25510204081632654,2730.2573486215324,1.3415066522651897e-7
0.8,Asaphidion stierlini,Pitfall8,0.8062153615121334,0.44875640963600677,0.9550796372965223,64,13,6,NA,FALSE,0.8062153615121334,1.4256034731749399,0.12916408868890705,0.8267446023511854,1.4630435830630715
0.8,Asaphidion stierlini,Pitfall6,0.4189844727058134,0.16621712196848298,0.7228796563162022,64,13,6,NA,FALSE,0.4189844727058134,-0.32694362035976204,0.14200574855809162,0.5833379862706358,2.938728628691194
0.8,Asaphidion stierlini,Pitfall4,0.4031576032066031,0.15768490919003156,0.7090767557404314,64,13,6,NA,FALSE,0.4031576032066031,-0.39232552611857413,0.14066118534448976,0.5845743460522604,2.926311102282446
0.8,Asaphidion stierlini,Pitfall2,0.2573822509905349,0.08309040659778637,0.5699976139426419,64,13,6,NA,FALSE,0.2573822509905349,-1.0596191048143941,0.12421102228185091,0.6498546284347144,2.367922952011248
0.8,Asaphidion stierlini,GPD,0.5479740152890499,0.2837361462789703,0.7876771442750996,64,13,6,NA,FALSE,0.5479740152890499,0.19248820198962432,0.12855637703982892,0.51900346682779,3.712440332821738
0.8,Badister bullatus,Pitfall10,0.6002711396634508,0.20549447531499954,0.8971074828481062,64,11,6,NA,FALSE,0.6002711396634508,0.4065949844736884,0.17643188967681292,0.7352992395469515,1.8495742324416042
0.8,Badister bullatus,Pitfall8,0.508491628321459,0.17692941475702315,0.8327481723099321,64,11,6,NA,FALSE,0.508491628321459,0.033969779516305226,0.16730070345737474,0.669395888359124,2.2316902656141466
0.8,Badister bullatus,Pitfall6,0.26938369859186584,0.06987173933315753,0.6440893807101324,64,11,6,NA,FALSE,0.26938369859186584,-0.9977516743764244,0.14648409218800382,0.744268767482656,1.8052627075310783
0.8,Badister bullatus,Pitfall4,0.2460792778060138,0.06442185587217163,0.6074115690804642,64,11,6,NA,FALSE,0.2460792778060138,-1.1196334679817819,0.1385177839817073,0.7466289253729066,1.7938675669141046
0.8,Badister bullatus,Pitfall2,0.19862889456731056,0.05119425725378778,0.5324057360406556,64,11,6,NA,FALSE,0.19862889456731056,-1.3948859101356277,0.1227580303027724,0.7712120496634584,1.6813277732638803
0.8,Badister bullatus,GPD,0.4634346948626902,0.16654227194946683,0.7887301836339958,64,11,6,NA,FALSE,0.4634346948626902,-0.14652279963524972,0.15872140604197169,0.6382993038401418,2.454433435400365
0.8,Bembidion lampros,Pitfall10,0.9333583533029322,0.64805523415881,0.9907001839581627,64,24,6,NA,FALSE,0.9333583533029322,2.63945950635272,0.08740942596922265,1.4052840909449622,0.5063743988550089
0.8,Bembidion lampros,Pitfall8,0.8824417742514368,0.6318184473893443,0.9704447247604193,64,24,6,NA,FALSE,0.8824417742514368,2.015759059314147,0.08638425443139668,0.832713311624117,1.442145188844638
0.8,Bembidion lampros,Pitfall6,0.7782955325674712,0.5359245911760679,0.9143211355162247,64,24,6,NA,FALSE,0.7782955325674712,1.2557610467410352,0.09652973069901959,0.5594253117755245,3.1953304263740234
0.8,Bembidion lampros,Pitfall4,0.5985900420764324,0.36604247902574855,0.7938711963077473,64,24,6,NA,FALSE,0.5985900420764324,0.3995937158896112,0.10913997889846906,0.4542199819450126,4.846938716203923
0.8,Bembidion lampros,Pitfall2,0.4019499855837316,0.2202716318264328,0.6152395328444552,64,24,6,NA,FALSE,0.4019499855837316,-0.39734671969278607,0.10075711760663836,0.41914685551602554,5.6920351750969305
0.8,Bembidion lampros,GPD,0.6120964654958116,0.397443887138615,0.7905747682471749,64,24,6,NA,FALSE,0.6120964654958116,0.4561332071505268,0.10028849007871425,0.4223840248203798,5.605121507299893
0.8,Bembidion lunulatum,Pitfall10,0.9999881059493705,3.359423263813399e-70,1,64,12,6,NA,FALSE,0.9999881059493705,11.339460335840405,0.25510204081632654,21448.12419210737,2.1738089305059723e-9
0.8,Bembidion lunulatum,Pitfall8,0.9999998766949548,0,1,64,12,6,NA,FALSE,0.99999,11.51291546492478,0.25510204081632654,25510.459186340613,1.5366092673396777e-9
0.8,Bembidion lunulatum,Pitfall6,0.9077731851170675,0.550461957333643,0.987518527252155,64,12,6,NA,FALSE,0.9077731851170675,2.2867436291206054,0.11149402293839593,1.3317325838556016,0.5638530685482256
0.8,Bembidion lunulatum,Pitfall4,0.6098202840167292,0.3017046872285919,0.849707288837344,64,12,6,NA,FALSE,0.6098202840167292,0.4465568541966251,0.139796582043049,0.5875299350340439,2.8969433446136317
0.8,Bembidion lunulatum,Pitfall2,0.2601551173703272,0.08428683619217342,0.5732570800909151,64,12,6,NA,FALSE,0.2601551173703272,-1.0451624877694221,0.12473730711702595,0.6480720875068006,2.3809669467703882
0.8,Bembidion lunulatum,GPD,0.45305590321367273,0.1974901593683637,0.7360218000716873,64,12,6,NA,FALSE,0.45305590321367273,-0.18833107301811633,0.13738052058758254,0.5544091954678249,3.2534126442153934
0.8,Bembidion obtusum,Pitfall10,0.8923599294892823,0.5042644325481503,0.9854153700040222,64,10,6,NA,FALSE,0.8923599294892823,2.115076578669405,0.12274258608568162,1.277853995412659,0.6124033103511161
0.8,Bembidion obtusum,Pitfall8,0.7838395793697235,0.4235697200874596,0.9470750460376707,64,10,6,NA,FALSE,0.7838395793697235,1.2881835611314312,0.13354727702811509,0.7881913629527968,1.6096692843352016
0.8,Bembidion obtusum,Pitfall6,0.6739100541775306,0.3348148903522647,0.8945736235062958,64,10,6,NA,FALSE,0.6739100541775306,0.725923400489643,0.14279559519235485,0.6497936555092985,2.3683673575919393
0.8,Bembidion obtusum,Pitfall4,0.3306466440167599,0.10826170344571287,0.667765837595818,64,10,6,NA,FALSE,0.3306466440167599,-0.7052618415989508,0.14273064646686356,0.6449078577997299,2.4043886148288687
0.8,Bembidion obtusum,Pitfall2,0.10090052245733871,0.013698873561990794,0.4755522482752279,64,10,6,NA,FALSE,0.10090052245733871,-2.187258576583515,0.11781973844725437,1.2987240830370799,0.5928791969451185
0.8,Bembidion obtusum,GPD,0.3969203216070471,0.1562342658031536,0.700544229450805,64,10,6,NA,FALSE,0.3969203216070471,-0.41831376533399894,0.13885458256317637,0.5800723812018316,2.9719097989375483
0.8,Bembidion properans,Pitfall10,0.9998574927981786,3.406318889419032e-14,1,64,26,6,NA,FALSE,0.9998574927981786,8.855975503078097,0.2551020408163178,1790.3544285116643,3.119765638014936e-7
0.8,Bembidion properans,Pitfall8,0.892993844068387,0.6565743506380267,0.9732816092227974,64,26,6,NA,FALSE,0.892993844068387,2.1216933224341488,0.08079266800631905,0.845502161395707,1.3988480949030813
0.8,Bembidion properans,Pitfall6,0.8388089469535062,0.6000012925651601,0.9475149716900875,64,26,6,NA,FALSE,0.8388089469535062,1.6493926390044233,0.08865144875635902,0.6556647726951846,2.3261424059708324
0.8,Bembidion properans,Pitfall4,0.6687077084451588,0.4301683721670128,0.8436784403562902,64,26,6,NA,FALSE,0.6687077084451588,0.7023460147329627,0.10548726229318302,0.4761593983994935,4.410575679200107
0.8,Bembidion properans,Pitfall2,0.5763778403485483,0.3611254665053523,0.7660832608733231,64,26,6,NA,FALSE,0.5763778403485483,0.3079214934276276,0.10330555978774765,0.4230948607067425,5.586303152918882
0.8,Bembidion properans,GPD,0.7435649082109574,0.5279968856768975,0.8825762671484928,64,26,6,NA,FALSE,0.7435649082109574,1.0645804838453188,0.09045392384479471,0.4743851327446177,4.443629696661997
0.8,Bembidion quadrimaculatum,Pitfall10,0.8583201171161945,0.4213979790330873,0.9805420747199712,64,13,6,NA,FALSE,0.8583201171161945,1.8014069599271658,0.14263879992012346,1.1729518796669958,0.7268413207749802
0.8,Bembidion quadrimaculatum,Pitfall8,0.8579252226494071,0.4205925878949366,0.9804812519547439,64,13,6,NA,FALSE,0.8579252226494071,1.7981634225445482,0.1428287408315835,1.1717883806980907,0.7282854364353636
0.8,Bembidion quadrimaculatum,Pitfall6,0.6249603773692598,0.28464866003665107,0.8746628619182888,64,13,6,NA,FALSE,0.6249603773692598,0.5106565707802027,0.15051382701062185,0.6421651923209325,2.4249705960085937
0.8,Bembidion quadrimaculatum,Pitfall4,0.6148187169252385,0.2759299837876964,0.8698878672272771,64,13,6,NA,FALSE,0.6148187169252385,0.4676133665314386,0.15151986822438282,0.6398192880047266,2.442785557277935
0.8,Bembidion quadrimaculatum,Pitfall2,0.3796668428178368,0.1473163773289341,0.6843598307546647,64,13,6,NA,FALSE,0.3796668428178368,-0.4909625452703176,0.13700088097595167,0.5816954863645079,2.9553478952143326
0.8,Bembidion quadrimaculatum,GPD,0.7086726216255601,0.39819678655567414,0.8994271966529392,64,13,6,NA,FALSE,0.7086726216255601,0.8889460268287098,0.12786490053501662,0.6193332401558697,2.6070611674487885
0.8,Brachinus crepitans,Pitfall10,0.7266402305353661,0.3363886574792489,0.9330626277729716,64,7,6,NA,FALSE,0.7266402305353661,0.9776427219891675,0.15221274752390887,0.7662967555463966,1.7029661927044637
0.8,Brachinus crepitans,Pitfall8,0.5879677291410886,0.23731654645357914,0.8674489681102509,64,7,6,NA,FALSE,0.5879677291410886,0.3555703903698613,0.16074806674915096,0.6635307228875291,2.271317918845441
0.8,Brachinus crepitans,Pitfall6,0.5870591338772132,0.23653464480028835,0.8670836378068384,64,7,6,NA,FALSE,0.5870591338772132,0.35182115248886003,0.16085433495065052,0.6635338078288456,2.2712967989985855
0.8,Brachinus crepitans,Pitfall4,0.2904183796395712,0.07244285360904434,0.6820156562565858,64,7,6,NA,FALSE,0.2904183796395712,-0.8933529575335442,0.15550326598151568,0.7545934983644778,1.756199633023479
0.8,Brachinus crepitans,Pitfall2,0.1382514569749896,0.018678700340059133,0.5748671840968048,64,7,6,NA,FALSE,0.1382514569749896,-1.8298893356341441,0.1418848172848841,1.1909283961936485,0.7050642569994215
0.8,Brachinus crepitans,GPD,0.6465353860932987,0.2528475584300766,0.9081432282557816,64,7,6,NA,FALSE,0.6465353860932987,0.6038445533603785,0.16716726271063906,0.731497741125333,1.8688481771804757
0.8,Brachinus sclopeta,Pitfall10,0.9072639778711667,0.5198974535816423,0.9888126484821063,64,9,6,NA,FALSE,0.9072639778711667,2.280676467511654,0.11962122318889387,1.421759398952656,0.49470669072198
0.8,Brachinus sclopeta,Pitfall8,0.7998734713291451,0.42341190924395844,0.9560513674636107,64,9,6,NA,FALSE,0.7998734713291451,1.3855037444527474,0.1358774128111358,0.8488311594591885,1.3878974342003845
0.8,Brachinus sclopeta,Pitfall6,0.6806134453005285,0.32108534658151083,0.9056783281315869,64,9,6,NA,FALSE,0.6806134453005285,0.756592377539839,0.14913086264032555,0.6860414817112681,2.1247079725175677
0.8,Brachinus sclopeta,Pitfall4,0.6054167519788591,0.2803657260053154,0.858005485957327,64,9,6,NA,FALSE,0.6054167519788591,0.4280869275073596,0.1473570816204111,0.6168476785392797,2.6281135823680795
0.8,Brachinus sclopeta,Pitfall2,0.36176594244612,0.12027834254400242,0.7014854946538575,64,9,6,NA,FALSE,0.36176594244612,-0.5677076425550774,0.14826713064026917,0.6421510967721749,2.4250770558950356
0.8,Brachinus sclopeta,GPD,0.814573320861523,0.40288048084238,0.9662188415909757,64,9,6,NA,FALSE,0.814573320861523,1.480004900262162,0.14370876549709077,0.9514387961351629,1.104684568385801
0.8,Calathus fuscipes,Pitfall10,0.999987404426627,5.396986531298572e-87,1,64,8,6,NA,FALSE,0.999987404426627,11.282152529687338,0.25510204081632654,20253.564205408824,2.4377944158015294e-9
0.8,Calathus fuscipes,Pitfall8,0.9999994984251184,0,1,64,8,6,NA,FALSE,0.99999,11.51291546492478,0.25510204081632654,25510.459186340613,1.5366092673396777e-9
0.8,Calathus fuscipes,Pitfall6,0.9999994714092969,0,1,64,8,6,NA,FALSE,0.99999,11.51291546492478,0.25510204081632654,25510.459186340613,1.5366092673396777e-9
0.8,Calathus fuscipes,Pitfall4,0.6546011564748301,0.21761790066494027,0.9281261449353984,64,8,6,NA,FALSE,0.6546011564748301,0.6393263112668321,0.18125210313021892,0.801651126504312,1.5560701997084023
0.8,Calathus fuscipes,Pitfall2,0.1720933637806658,0.022843479444235832,0.648910730131714,64,8,6,NA,FALSE,0.1720933637806658,-1.5708632476161357,0.1597110333386424,1.1209582363226054,0.7958315188119978
0.8,Calathus fuscipes,GPD,0.8134230058029969,0.31309433800900605,0.976580930298479,64,8,6,NA,FALSE,0.8134230058029969,1.472407285170838,0.16925678374731457,1.1152482247290794,0.8040016107206376
0.8,Carabus auratus,Pitfall10,0.9998514515991386,2.6907751261929812e-21,1,64,9,6,NA,FALSE,0.9998514515991386,8.814451161663685,0.25510204081632654,1717.5542783838728,3.3898388978147917e-7
0.8,Carabus auratus,Pitfall8,0.9999982019321597,9.065486984796973e-217,1,64,9,6,NA,FALSE,0.99999,11.51291546492478,0.25510204081632654,25510.459186340613,1.5366092673396777e-9
0.8,Carabus auratus,Pitfall6,0.8774384396874345,0.4676281605836765,0.9831507358116471,64,9,6,NA,FALSE,0.8774384396874345,1.9683933617556675,0.13151086102754353,1.2228992635009321,0.6686804608771709
0.8,Carabus auratus,Pitfall4,0.7503060640808479,0.3770238123290835,0.93718522013348,64,9,6,NA,FALSE,0.7503060640808479,1.1002452972023893,0.14289831831744812,0.7627472775476227,1.718852727375752
0.8,Carabus auratus,Pitfall2,0.3670678875462011,0.12166607268334642,0.7082942340582962,64,9,6,NA,FALSE,0.3670678875462011,-0.5448163584465394,0.14965004116707903,0.6441296898791969,2.4102015692663232
0.8,Carabus auratus,GPD,0.8333448083550566,0.4189241528652466,0.9719749826968065,64,9,6,NA,FALSE,0.8333448083550566,1.6095205348659813,0.14108439536519388,1.0158636014655984,0.9690121008076126
0.8,Carabus nemoralis,Pitfall10,0.8627041386364457,0.4264104026405101,0.98151938016694,64,15,6,NA,FALSE,0.8627041386364457,1.8379336340766002,0.1416094330424566,1.195564074490969,0.6996072269657921
0.8,Carabus nemoralis,Pitfall8,0.7845988304474062,0.4267716051106303,0.946867780128176,64,15,6,NA,FALSE,0.7845988304474062,1.2926703487535385,0.13267759566774126,0.7850582454603218,1.6225430977924624
0.8,Carabus nemoralis,Pitfall6,0.7843335756621722,0.4264906365509266,0.9467676242614209,64,15,6,NA,FALSE,0.7843335756621722,1.2911015268153554,0.1327237213547179,0.784630535337022,1.624312509571466
0.8,Carabus nemoralis,Pitfall4,0.6342980625840867,0.3342770317332329,0.8569645728663868,64,15,6,NA,FALSE,0.6342980625840867,0.5507003512495455,0.1333386584523352,0.5748247184288032,3.0264195203669835
0.8,Carabus nemoralis,Pitfall2,0.7047722430229247,0.42408561868219463,0.8855710708500061,64,15,6,NA,FALSE,0.7047722430229247,0.8701275750692327,0.11772588065505395,0.5658039429206332,3.1236909604466256
0.8,Carabus nemoralis,GPD,0.703752161850735,0.39223869259728283,0.8973730752115996,64,15,6,NA,FALSE,0.703752161850735,0.8652298563144913,0.12886081189140733,0.6180817658073834,2.6176292619549755
