PAYS;REGION;DEPARTEMENT;CD_DEPT;CD_INSEE;NOM_LOCALITE;ORGANISME;OBSERVATEUR;CD_STATION;STATION;METHODE;REPETITION;Longitude;Latitude;ALTITUDE;DATE;DATE_FIN;HABITAT;MICROHABITAT;METHODE;REMARQUE_STATION;CLASSE;ORDRE;FAMILLE;CD_NOM;LB_NOM;NOM_VALIDE;BOITE;CD_COLLECTION;NOM_CITE;?;?;Juvénile;?;ABONDANCE_TOTALE;LRN;REMARQUE_INDIVIDU;A VERIFIER/PHOTO;DETERMINATEUR;LEG/COLLECTION;DATE_DETERMINATION;ENVOI_CARDOBS
France;POITOU-CHARENTES;CHARENTE;16;16337;Saint-Maurice-Des-Lions;Université de Rennes;Université de Rennes;2167338;1372;Pitfall;1;45.9598382118547;0.672536029377586;222;11/04/2024;07/05/2024;Forêt mixte;;Pitfall;PB 6 à été sorti de terre et reposé (le jalon du PB 6 était visible depuis un chemin de randonné, on peux penser à des curieux qui sont venus voir) aucune trace animale, le PB a juste été sorti et reposer.;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B2_T80;NHEN-29693;Temnothorax;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45631;
France;PROVENCE-ALPES-COTE DAZUR;VAR;83;83053;Evenos;ECO&SOLS;Equipe ECO&SOLS;2132872;2205;Pitfall;1;43.1807256825456;5.85371529787471;274;27/03/2024;22/04/2024;Pinède;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B2_T85;NHEN-29698;Temnothorax;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45631;
France;PAYS DE LA LOIRE;VENDEE;85;85294;La Tranche-Sur-Mer;Université de Rennes;Université de Rennes;2167328;1237;Pitfall;1;46.3506497510169;-1.40321679085194;3;17/04/2024;15/05/2024;Prairie;;Pitfall;Les pots 1,3,4 et 6 ont été vidés et remplacer par de l'éthanol à 96°;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B3_T5;NHEN-29718;lasius niger;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PAYS DE LA LOIRE;VENDEE;85;85294;La Tranche-Sur-Mer;Université de Rennes;Université de Rennes;2167328;1237;Pitfall;1;46.3506497510169;-1.40321679085194;3;17/04/2024;15/05/2024;Prairie;;Pitfall;Les pots 1,3,4 et 6 ont été vidés et remplacer par de l'éthanol à 96°;Insecta;Hymenoptera;Formicidae;52809;Myrmica scabrinodis;Myrmica scabrinodis Nylander, 1846;E&S_FO_B3_T6;NHEN-29719;Myrmica scabrinodis;;;;4;4;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PAYS DE LA LOIRE;SARTHE;72;72195;Mezeray;Université de Rennes;Université de Rennes;2167334;788;Pitfall;1;47.8193557784935;-0.027466457254098;38;16/04/2024;15/05/2024;Prairie de fauche;;Pitfall;Les pots 1,3,4,5 et 6 ont été vidés et remplacer par de l'éthanol à 96°;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B3_T24;NHEN-29737;formica rufibarbis;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PAYS DE LA LOIRE;SARTHE;72;72195;Mezeray;Université de Rennes;Université de Rennes;2167334;788;Pitfall;1;47.8193557784935;-0.027466457254098;38;16/04/2024;15/05/2024;Prairie de fauche;;Pitfall;Les pots 1,3,4,5 et 6 ont été vidés et remplacer par de l'éthanol à 96°;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B3_T25;NHEN-29738;lasius niger;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45631;
France;MIDI-PYRENEES;LOT;46;46047;Cales;Université de Rennes;Université de Rennes;2167320;1706;Pitfall;1;44.8178511311097;1.51554524633862;202;10/04/2024;06/05/2024;Forêt feuillus;;Pitfall;;Insecta;Hymenoptera;Formicidae;52777;Aphaenogaster subterranea;Aphaenogaster subterranea (Latreille, 1798);E&S_FO_B3_T35;NHEN-29749;aphaenogaster subterranea;;;;12;12;#N/A;;;N.HENON;ECO&SOLS;45631;
France;MIDI-PYRENEES;LOT;46;46047;Cales;Université de Rennes;Université de Rennes;2167320;1706;Pitfall;1;44.8178511311097;1.51554524633862;202;10/04/2024;06/05/2024;Forêt feuillus;;Pitfall;;Insecta;Hymenoptera;Formicidae;219505;Formica gagates;Formica gagates Latreille, 1798;E&S_FO_B3_T36;NHEN-29750;formica gagates;;;;15;15;#N/A;;;N.HENON;ECO&SOLS;45631;
France;BRETAGNE;MORBIHAN;56;56088;Ile-D'Arz;Université de Rennes;Université de Rennes;2167326;827;Pitfall;1;47.5911205616326;-2.81158007345027;4;17/04/2024;16/05/2024;Culture en bord de mer;;Pitfall;Les pots 2,3,5 et 6 ont été vidés et remplacer par de l'éthanol à 96°;Insecta;Hymenoptera;Formicidae;193879;Lasius;Lasius Fabricius, 1804;E&S_FO_B3_T46;NHEN-29760;lasius;;;;7;7;#N/A;Lasius gr.alienus;;N.HENON;ECO&SOLS;45631;
France;BRETAGNE;MORBIHAN;56;56088;Ile-D'Arz;Université de Rennes;Université de Rennes;2167326;827;Pitfall;1;47.5911205616326;-2.81158007345027;4;17/04/2024;16/05/2024;Culture en bord de mer;;Pitfall;Les pots 2,3,5 et 6 ont été vidés et remplacer par de l'éthanol à 96°;Insecta;Hymenoptera;Formicidae;195021;Myrmica;Myrmica Latreille, 1804;E&S_FO_B3_T47;NHEN-29761;myrmica;;;;25;25;#N/A;M.sabuleti/spinosior;x;N.HENON;ECO&SOLS;45631;
France;LANGUEDOC-ROUSSILLON;LOZERE;48;48171;Saint-Martin-de-Lansuscle;ECO&SOLS;Equipe ECO&SOLS;2132904;1887;Pitfall;1;44.2375443985216;3.7226445983764;928;14/06/2024;10/07/2024;Lande à bruyère / fougeraie;;Pitfall;;Insecta;Hymenoptera;Formicidae;52792;Formica rufibarbis;Formica rufibarbis Fabricius, 1793;E&S_FO_B3_T58;NHEN-29772;formica rufibarbis;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45631;
France;LANGUEDOC-ROUSSILLON;LOZERE;48;48171;Saint-Martin-de-Lansuscle;ECO&SOLS;Equipe ECO&SOLS;2132904;1887;Pitfall;1;44.2375443985216;3.7226445983764;928;14/06/2024;10/07/2024;Lande à bruyère / fougeraie;;Pitfall;;Insecta;Hymenoptera;Formicidae;193879;Lasius;Lasius Fabricius, 1804;E&S_FO_B3_T59;NHEN-29773;lasius;;;;26;26;#N/A;Lasius gr.alienus;x;N.HENON;ECO&SOLS;45631;
France;POITOU-CHARENTES;VIENNE;86;86236;Saint-Pierre-De-Maille;Université de Rennes;Université de Rennes;2167339;1166;Pitfall;1;46.6834260740623;0.860928957263222;112;19/03/2024;16/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;193879;Lasius;Lasius Fabricius, 1804;E&S_FO_B3_T74;NHEN-29790;lasius;;;;4;4;#N/A;Lasius gr.alienus;x;N.HENON;ECO&SOLS;45631;
France;POITOU-CHARENTES;VIENNE;86;86236;Saint-Pierre-De-Maille;Université de Rennes;Université de Rennes;2167339;1166;Pitfall;1;46.6834260740623;0.860928957263222;112;19/03/2024;16/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;219528;Hypoponera eduardi;Hypoponera eduardi (Forel, 1894);E&S_FO_B3_T75;NHEN-29791;hypoponera eduardi;;1;;;1;#N/A;;;N.HENON;ECO&SOLS;45631;
France;HAUTE-NORMANDIE;SEINE-MARITIME;76;76388;Lintot;Université de Rennes;Université de Rennes;2167330;152;Pitfall;1;49.5559367282316;0.555290562591357;144;03/04/2024;29/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B3_T82;NHEN-29798;lasius niger;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PAYS DE LA LOIRE;MAINE-ET-LOIRE;49;49240;La Plaine;Université de Rennes;Université de Rennes;2167327;1030;Pitfall;1;47.0848050528202;-0.625406540946352;170;12/04/2024;07/05/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B3_T86;NHEN-29802;lasius niger;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84028;Cairanne;ECO&SOLS;Equipe ECO&SOLS;2132873;1893;Pitfall;1;44.2166800911093;4.92701588816509;112;28/03/2024;22/04/2024;Vignes;;Pitfall;;Insecta;Hymenoptera;Formicidae;52820;Pheidole pallidula;Pheidole pallidula (Nylander, 1849);E&S_FO_B3_T90;NHEN-29806;pheidole pallidula;;;;4;4;#N/A;;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84028;Cairanne;ECO&SOLS;Equipe ECO&SOLS;2132873;1893;Pitfall;1;44.2166800911093;4.92701588816509;112;28/03/2024;22/04/2024;Vignes;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B3_T91;NHEN-29807;Temnothorax;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84028;Cairanne;ECO&SOLS;Equipe ECO&SOLS;2132873;1893;Pitfall;1;44.2166800911093;4.92701588816509;112;28/03/2024;22/04/2024;Vignes;;Pitfall;;Insecta;Hymenoptera;Formicidae;52822;Plagiolepis pygmaea;Plagiolepis pygmaea (Latreille, 1798);E&S_FO_B3_T92;NHEN-29808;Plagiolepis pygmaea;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84028;Cairanne;ECO&SOLS;Equipe ECO&SOLS;2132873;1893;Pitfall;1;44.2166800911093;4.92701588816509;112;28/03/2024;22/04/2024;Vignes;;Pitfall;;Insecta;Hymenoptera;Formicidae;194661;Messor;Messor Forel, 1890;E&S_FO_B3_T93;NHEN-29809;messor;;;;3;3;#N/A;Messor gr.ibericus;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;4157;Puimoisson;ECO&SOLS;Equipe ECO&SOLS;2132865;1992;Pitfall;1;43.8921670756657;6.10461897406734;712;24/04/2024;28/05/2024;Culture de coriande;;Pitfall;;Insecta;Hymenoptera;Formicidae;52779;Camponotus aethiops;Camponotus aethiops (Latreille, 1798);E&S_FO_B4_T6;NHEN-29822;camponotus aethiops;;;;6;6;#N/A;;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;4157;Puimoisson;ECO&SOLS;Equipe ECO&SOLS;2132865;1992;Pitfall;1;43.8921670756657;6.10461897406734;712;24/04/2024;28/05/2024;Culture de coriande;;Pitfall;;Insecta;Hymenoptera;Formicidae;52788;Formica cunicularia;Formica cunicularia Latreille, 1798;E&S_FO_B4_T7;NHEN-29823;Formica cunicularia;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;4157;Puimoisson;ECO&SOLS;Equipe ECO&SOLS;2132865;1992;Pitfall;1;43.8921670756657;6.10461897406734;712;24/04/2024;28/05/2024;Culture de coriande;;Pitfall;;Insecta;Hymenoptera;Formicidae;219505;Formica gagates;Formica gagates Latreille, 1798;E&S_FO_B4_T8;NHEN-29824;formica gagates;;;;37;37;#N/A;;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;4157;Puimoisson;ECO&SOLS;Equipe ECO&SOLS;2132865;1992;Pitfall;1;43.8921670756657;6.10461897406734;712;24/04/2024;28/05/2024;Culture de coriande;;Pitfall;;Insecta;Hymenoptera;Formicidae;194661;Messor;Messor Forel, 1890;E&S_FO_B4_T9;NHEN-29825;messor;;;;5;5;#N/A;Messor gr.ibericus;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;4157;Puimoisson;ECO&SOLS;Equipe ECO&SOLS;2132865;1992;Pitfall;1;43.8921670756657;6.10461897406734;712;24/04/2024;28/05/2024;Culture de coriande;;Pitfall;;Insecta;Hymenoptera;Formicidae;52820;Pheidole pallidula;Pheidole pallidula (Nylander, 1849);E&S_FO_B4_T10;NHEN-29826;pheidole pallidula;;;;8;8;#N/A;;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84065;Lauris;ECO&SOLS;Equipe ECO&SOLS;2132882;2034;Pitfall;1;43.7733624323249;5.30087879165883;292;25/03/2024;22/04/2024;Garrigue;;Pitfall;;Insecta;Hymenoptera;Formicidae;52811;Crematogaster scutellaris;Crematogaster scutellaris (Olivier, 1792);E&S_FO_B4_T46;NHEN-29864;crematogaster scutellaris;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45632;
