loc;station;ech;long;lat;alt;habitat;hab_type;taxa;sex;mass
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;female;19
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;female;23
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB3;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;female;27
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB3;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;female;28
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB3;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;female;18.9
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB3;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;female;19.9
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB3;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;female;26
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB3;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;female;24
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB3;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;female;16.1
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB4;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;female;26
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB4;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;female;17
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB1;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;25
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB1;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;28
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB1;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;18.2
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;25
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;28
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;22
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;27
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;24
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;27
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;22
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;21
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;22
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;24
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;17
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;22
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;30
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB3;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;29
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB3;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;24
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB3;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;18.6
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB3;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;28
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB3;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;25
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB6;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;18.98
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB4;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;20
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB4;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara aenea;male;21
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB3;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Amara equestris;male;41.2
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB1;45.3690149100078;4.77475157668675;138;Verger;woodland;Amara similata;female;40
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB2;44.3889199310117;2.32434462405189;579;Culture;open;Anchomenus dorsalis;female;15
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB2;44.3889199310117;2.32434462405189;579;Culture;open;Anchomenus dorsalis;female;8
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB3;44.3889199310117;2.32434462405189;579;Culture;open;Anchomenus dorsalis;female;11.64
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB6;44.3889199310117;2.32434462405189;579;Culture;open;Anchomenus dorsalis;female;10.9
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB4;44.3889199310117;2.32434462405189;579;Culture;open;Anchomenus dorsalis;female;15.2
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB4;44.3889199310117;2.32434462405189;579;Culture;open;Anchomenus dorsalis;female;6.5
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB2;44.3889199310117;2.32434462405189;579;Culture;open;Anchomenus dorsalis;male;12
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB6;44.3889199310117;2.32434462405189;579;Culture;open;Anchomenus dorsalis;male;10.3
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB6;44.3889199310117;2.32434462405189;579;Culture;open;Anchomenus dorsalis;male;6.4
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB6;44.3889199310117;2.32434462405189;579;Culture;open;Anchomenus dorsalis;male;7.3
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_PUIMOISSON_1992_PB5;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Anchomenus dorsalis;female;10.6
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_PUIMOISSON_1992_PB3;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Anchomenus dorsalis;female;11.1
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_BELCASTEL_1992_PB4;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Anchomenus dorsalis;male;12.5
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB4;45.6401693491095;5.61003921649128;209;Friche humide;open;Anchomenus dorsalis;male;3.83
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB2;45.6401693491095;5.61003921649128;209;Friche humide;open;Anchomenus dorsalis;male;4.6
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB2;45.6401693491095;5.61003921649128;209;Friche humide;open;Anchomenus dorsalis;male;9.78
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB1;45.6401693491095;5.61003921649128;209;Friche humide;open;Anchomenus dorsalis;male;9.2
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB3;45.3690149100078;4.77475157668675;138;Verger;woodland;Anchomenus dorsalis;female;9.4
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Anchomenus dorsalis;male;6.8
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB5;45.3690149100078;4.77475157668675;138;Verger;woodland;Anchomenus dorsalis;male;7.52
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB4;45.3690149100078;4.77475157668675;138;Verger;woodland;Anchomenus dorsalis;male;7.16
Arles;RMQS_2024_ARLES_2076;RMQS_2024_ARLES_2076_PB2;43.6487932757976;4.50250101102574;0;Pelouse écorchée à salicorne;open;Anisodactylus binotatus;female;71.3
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB4;45.6401693491095;5.61003921649128;209;Friche humide;open;Asaphidion curtum;female;3.17
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB4;45.6401693491095;5.61003921649128;209;Friche humide;open;Asaphidion curtum;female;1.14
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB5;45.6401693491095;5.61003921649128;209;Friche humide;open;Asaphidion curtum;female;3.12
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB4;45.6401693491095;5.61003921649128;209;Friche humide;open;Asaphidion curtum;male;1.35
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB5;45.6401693491095;5.61003921649128;209;Friche humide;open;Asaphidion curtum;male;2.79
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB5;45.6401693491095;5.61003921649128;209;Friche humide;open;Asaphidion curtum;male;2.34
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB5;45.6401693491095;5.61003921649128;209;Friche humide;open;Asaphidion curtum;male;1.91
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB2;45.6401693491095;5.61003921649128;209;Friche humide;open;Asaphidion curtum;male;2.56
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB4;45.6401693491095;5.61003921649128;209;Friche humide;open;Bembidiini;female;0.14
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB2;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Bembidion;female;
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB6;45.3690149100078;4.77475157668675;138;Verger;woodland;Bembidion obtusum;female;1.1
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB6;45.3690149100078;4.77475157668675;138;Verger;woodland;Bembidion obtusum;female;1.2
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB6;45.3690149100078;4.77475157668675;138;Verger;woodland;Bembidion obtusum;male;0.46
Lagos;RMQS_2024_LAGOS_2182;RMQS_2024_LAGOS_2182_PB2;43.2099108298878;-0.231911972629328;245;Culture;open;Bembidion properans;male;1.05
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB5;45.6401693491095;5.61003921649128;209;Friche humide;open;Bembidion properans;female;1.08
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB1;45.6401693491095;5.61003921649128;209;Friche humide;open;Bembidion properans;female;0.65
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB1;45.6401693491095;5.61003921649128;209;Friche humide;open;Bembidion properans;female;0.32
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB1;45.6401693491095;5.61003921649128;209;Friche humide;open;Bembidion properans;female;0.27
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB3;45.6401693491095;5.61003921649128;209;Friche humide;open;Bembidion properans;female;1.25
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB5;45.6401693491095;5.61003921649128;209;Friche humide;open;Bembidion properans;male;0.82
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB1;45.6401693491095;5.61003921649128;209;Friche humide;open;Bembidion properans;male;0.74
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB3;45.6401693491095;5.61003921649128;209;Friche humide;open;Bembidion properans;male;2.4
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB3;45.6401693491095;5.61003921649128;209;Friche humide;open;Bembidion properans;male;2.15
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB3;45.6401693491095;5.61003921649128;209;Friche humide;open;Bembidion properans;male;1.6
Le Peage-De-Roussillon;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE PEAGE-DE-ROUSILLON_1556_PB4;45.3690149100078;4.77475157668675;138;Verger;woodland;Bembidion properans;male;0.12
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;female;0.35
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;female;0.36
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;female;0.39
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;female;0.4
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;female;0.41
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;female;0.41
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB3;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;bembidion pyrenaeum;female;0.24
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB3;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;bembidion pyrenaeum;female;0.46
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB3;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;bembidion pyrenaeum;female;0.82
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;male;0.33
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;male;0.57
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;male;0.41
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;male;0.46
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;male;0.53
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;male;0.46
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB3;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;bembidion pyrenaeum;male;0.21
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_PUIMOISSON_1992_PB5;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Brachinus;female;26
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_BELCASTEL_1992_PB6;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Brachinus;male;36
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_PUIMOISSON_1992_PB5;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Brachinus;male;31
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB5;45.6401693491095;5.61003921649128;209;Friche humide;open;Brachinus;female;8.43
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB5;45.6401693491095;5.61003921649128;209;Friche humide;open;Brachinus;female;10.38
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_PUIMOISSON_1992_PB5;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Brachinus crepitans;male;20
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB1;45.6401693491095;5.61003921649128;209;Friche humide;open;Brachinus crepitans;male;14.19
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Brachinus explodens;female;7.2
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_BELCASTEL_1992_PB4;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Brachinus sclopeta;male;9.1
