species,method,p_hat,lcl,ucl,n_sites_available,n_sites_detected,n_rep,AIC,any_se_bad
Amara communis,Pitfall6,0.26938556605831976,0.035966291931711185,0.7846646289795932,64,7,6,NA,FALSE
Amara communis,Pitfall4,0.25667920307025394,0.033755218270802446,0.7734124186997513,64,7,6,NA,FALSE
Amara communis,Pitfall2,0.19609632681014316,0.025548512584965415,0.6941405407092839,64,7,6,NA,FALSE
Amara communis,GPD,0.8900885577414528,0.33368783103231453,0.9924215881359991,64,7,6,NA,FALSE
Amara convexior,Pitfall10,0.9999999442594709,0,1,64,13,6,NA,FALSE
Amara convexior,Pitfall8,0.9999998151839224,0,1,64,13,6,NA,FALSE
Amara convexior,Pitfall6,0.9256171123180335,0.5709617103284952,0.9914792488862988,64,13,6,NA,FALSE
Amara convexior,Pitfall4,0.830916965224927,0.4670567062023641,0.9649818988220408,64,13,6,NA,FALSE
Amara convexior,Pitfall2,0.4872913194197813,0.18897079963711846,0.7949491588721518,64,13,6,NA,FALSE
Amara convexior,GPD,0.8712830626412268,0.5360682299475381,0.9754018534650968,64,13,6,NA,FALSE
Amara familiaris,Pitfall10,0.6595747871724899,0.2590785934255621,0.914788999458942,64,10,6,NA,FALSE
Amara familiaris,Pitfall8,0.5696491602687334,0.22357457118005675,0.8588529365314997,64,10,6,NA,FALSE
Amara familiaris,Pitfall6,0.18381706957775548,0.03828674865995505,0.5602600732419469,64,10,6,NA,FALSE
Amara familiaris,Pitfall4,0.17442599859678018,0.036778122725308456,0.5389767484120198,64,10,6,NA,FALSE
Amara familiaris,Pitfall2,0.14415830862729495,0.030413350891520304,0.4749313980301587,64,10,6,NA,FALSE
Amara familiaris,GPD,0.3325837807975401,0.11450320540924178,0.6575740350762251,64,10,6,NA,FALSE
Amara lunicollis,Pitfall10,0.7812923800199658,0.3654903745052031,0.9568118190490399,64,8,6,NA,FALSE
Amara lunicollis,Pitfall8,0.48544788813899714,0.1630453397141873,0.8204341705277951,64,8,6,NA,FALSE
Amara lunicollis,Pitfall6,0.4843359927622753,0.16240789140767128,0.819810943211822,64,8,6,NA,FALSE
Amara lunicollis,Pitfall4,0.4670772206133561,0.1532916441657159,0.8092663523721799,64,8,6,NA,FALSE
Amara lunicollis,Pitfall2,0.14197239856651617,0.018625414098133293,0.590593646156997,64,8,6,NA,FALSE
Amara lunicollis,GPD,0.5767577721954489,0.22568248944531621,0.8643392833428153,64,8,6,NA,FALSE
Amara similata,Pitfall10,0.8955440901492361,0.5123964725581155,0.9859049561767718,64,15,6,NA,FALSE
Amara similata,Pitfall8,0.8089473285045641,0.4688858880138791,0.9530680116943854,64,15,6,NA,FALSE
Amara similata,Pitfall6,0.6428754124719035,0.34256246352831105,0.8614789380653859,64,15,6,NA,FALSE
Amara similata,Pitfall4,0.33269061873073014,0.12980597537201638,0.6249456597929184,64,15,6,NA,FALSE
Amara similata,Pitfall2,0.29655276904571454,0.11434547394603602,0.5792187798508651,64,15,6,NA,FALSE
Amara similata,GPD,0.72724347558438,0.43596060822635446,0.9019371078417558,64,15,6,NA,FALSE
Anchomenus dorsalis,Pitfall10,0.9129748467598504,0.6985357018074899,0.9793805924467297,64,27,6,NA,FALSE
Anchomenus dorsalis,Pitfall8,0.8344206768957255,0.6119751437810933,0.9415277948340595,64,27,6,NA,FALSE
Anchomenus dorsalis,Pitfall6,0.7846707327426096,0.5543185033725229,0.9143588192021992,64,27,6,NA,FALSE
Anchomenus dorsalis,Pitfall4,0.6254928469827074,0.392854165772627,0.8117143908344367,64,27,6,NA,FALSE
Anchomenus dorsalis,Pitfall2,0.6088258935110555,0.38993594808359705,0.7912275418779097,64,27,6,NA,FALSE
Anchomenus dorsalis,GPD,0.8752598571889051,0.664437504730701,0.9613370612265383,64,27,6,NA,FALSE
Anisodactylus binotatus,Pitfall10,0.7992641869955791,0.30061713485623975,0.9736032905908226,64,7,6,NA,FALSE
Anisodactylus binotatus,Pitfall8,0.5997702919754953,0.1933878013549794,0.9035373590320055,64,7,6,NA,FALSE
Anisodactylus binotatus,Pitfall6,0.5987636222680693,0.19252302399357832,0.9032903753845133,64,7,6,NA,FALSE
Anisodactylus binotatus,Pitfall4,0.388774067453907,0.09283808502060861,0.7981106396741243,64,7,6,NA,FALSE
Anisodactylus binotatus,Pitfall2,0.310157935960632,0.07455960416436279,0.7150235198931539,64,7,6,NA,FALSE
Anisodactylus binotatus,GPD,0.6153419379189045,0.2383233575635524,0.8910528031767415,64,7,6,NA,FALSE
Asaphidion stierlini,Pitfall10,0.9999824861230904,1.5610124363995088e-57,1,64,13,6,NA,FALSE
Asaphidion stierlini,Pitfall8,0.80742387349003,0.4487086190048212,0.9557484455566754,64,13,6,NA,FALSE
Asaphidion stierlini,Pitfall6,0.41951527908621156,0.16634089844903546,0.7235737093530181,64,13,6,NA,FALSE
Asaphidion stierlini,Pitfall4,0.40676146303143923,0.15938085790710402,0.7126117665091573,64,13,6,NA,FALSE
Asaphidion stierlini,Pitfall2,0.2617389222477174,0.08479715038568567,0.575660393311536,64,13,6,NA,FALSE
Asaphidion stierlini,GPD,0.5331978101030939,0.27342974217295946,0.7761316948224837,64,13,6,NA,FALSE
Badister bullatus,Pitfall10,0.5987431233390212,0.20326645059404744,0.8971973137927965,64,11,6,NA,FALSE
Badister bullatus,Pitfall8,0.5063713000817678,0.17471235593173767,0.8325159424053155,64,11,6,NA,FALSE
Badister bullatus,Pitfall6,0.2618166270507439,0.06676021459125724,0.6374836493701035,64,11,6,NA,FALSE
Badister bullatus,Pitfall4,0.24191837125865037,0.06233262753734637,0.6050444857783596,64,11,6,NA,FALSE
Badister bullatus,Pitfall2,0.19971925749011069,0.05150372416372092,0.5342273583247937,64,11,6,NA,FALSE
Badister bullatus,GPD,0.4511168920397925,0.16759820050219879,0.7703746317134071,64,11,6,NA,FALSE
Bembidion lampros,Pitfall10,0.9340234648716269,0.6501973473381759,0.9908108302488684,64,24,6,NA,FALSE
Bembidion lampros,Pitfall8,0.8835088855861846,0.6338998346912867,0.970778361904175,64,24,6,NA,FALSE
Bembidion lampros,Pitfall6,0.7803439638184735,0.5384867696133271,0.915374040208858,64,24,6,NA,FALSE
Bembidion lampros,Pitfall4,0.6003969945339191,0.36763537046295797,0.7952087709008331,64,24,6,NA,FALSE
Bembidion lampros,Pitfall2,0.3947539057477932,0.21402402978778354,0.6097098452739154,64,24,6,NA,FALSE
Bembidion lampros,GPD,0.6096768295322863,0.3943397696601654,0.7893503997082089,64,24,6,NA,FALSE
Bembidion lunulatum,Pitfall10,0.9999856743627727,1.0589129512887529e-64,1,64,12,6,NA,FALSE
Bembidion lunulatum,Pitfall8,0.9999998451577248,0,1,64,12,6,NA,FALSE
Bembidion lunulatum,Pitfall6,0.9053556158411052,0.5429033239067331,0.9871865823825984,64,12,6,NA,FALSE
Bembidion lunulatum,Pitfall4,0.6048656307113219,0.29615060395016335,0.8477752077794453,64,12,6,NA,FALSE
Bembidion lunulatum,Pitfall2,0.2547881504662343,0.08111592215232523,0.5697444177622717,64,12,6,NA,FALSE
Bembidion lunulatum,GPD,0.43321624205191456,0.18589348328409536,0.7189856545313145,64,12,6,NA,FALSE
Bembidion obtusum,Pitfall10,0.8851068760480197,0.48092474994152284,0.9846285137389046,64,10,6,NA,FALSE
Bembidion obtusum,Pitfall8,0.7711031822206318,0.3990525745514848,0.9447220162621096,64,10,6,NA,FALSE
Bembidion obtusum,Pitfall6,0.6578223599557927,0.31201790609790964,0.8907000753367684,64,10,6,NA,FALSE
Bembidion obtusum,Pitfall4,0.31719199570673345,0.09949394690220383,0.6613793586131125,64,10,6,NA,FALSE
Bembidion obtusum,Pitfall2,0.09538446357129783,0.012562509215981246,0.4663528367252175,64,10,6,NA,FALSE
Bembidion obtusum,GPD,0.37421274556483386,0.1433461513101214,0.681223366808992,64,10,6,NA,FALSE
Bembidion properans,Pitfall10,0.9999914740330564,7.731275353771559e-67,1,64,26,6,NA,FALSE
Bembidion properans,Pitfall8,0.8923111515988993,0.6548369412531435,0.973110673608697,64,26,6,NA,FALSE
Bembidion properans,Pitfall6,0.8378024081102982,0.5981457341339962,0.9471594742498337,64,26,6,NA,FALSE
Bembidion properans,Pitfall4,0.6684218932318354,0.42966828945925833,0.8436073005583685,64,26,6,NA,FALSE
Bembidion properans,Pitfall2,0.5756646310155862,0.3594172781983121,0.766364645449086,64,26,6,NA,FALSE
Bembidion properans,GPD,0.7269047683671258,0.5141945543384423,0.870022344334705,64,26,6,NA,FALSE
Bembidion quadrimaculatum,Pitfall10,0.8612923731771535,0.42635992234050824,0.9810877063738207,64,13,6,NA,FALSE
Bembidion quadrimaculatum,Pitfall8,0.8609442260605605,0.42561605748824893,0.9810360544190377,64,13,6,NA,FALSE
Bembidion quadrimaculatum,Pitfall6,0.6261259953975831,0.2848134473838133,0.8756617878917603,64,13,6,NA,FALSE
Bembidion quadrimaculatum,Pitfall4,0.6162368187740397,0.27634966940447664,0.8710025988767559,64,13,6,NA,FALSE
Bembidion quadrimaculatum,Pitfall2,0.3822528092806147,0.1482702731352367,0.6874529278804883,64,13,6,NA,FALSE
Bembidion quadrimaculatum,GPD,0.6962779050037924,0.3943589985019761,0.8897605183003667,64,13,6,NA,FALSE
Brachinus crepitans,Pitfall10,0.7289207316456627,0.3369499384026247,0.9343322118983539,64,7,6,NA,FALSE
Brachinus crepitans,Pitfall8,0.5913513346857852,0.2378205156997698,0.8703181728697572,64,7,6,NA,FALSE
Brachinus crepitans,Pitfall6,0.5904619221477678,0.23706060817260416,0.869960921483827,64,7,6,NA,FALSE
Brachinus crepitans,Pitfall4,0.2948370663424087,0.07342381558190887,0.6880966453247117,64,7,6,NA,FALSE
Brachinus crepitans,Pitfall2,0.14132958756979577,0.01909486244070551,0.5818750549695466,64,7,6,NA,FALSE
Brachinus crepitans,GPD,0.6340741005996474,0.2442151572551712,0.9028391936297734,64,7,6,NA,FALSE
Brachinus explodens,Pitfall10,0.6529232584842347,0.25180274108976886,0.9131603378707872,64,6,6,NA,FALSE
Brachinus explodens,Pitfall8,0.4838388951108604,0.15671229911035067,0.8254276946023069,64,6,6,NA,FALSE
Brachinus explodens,Pitfall6,0.48000477381263945,0.15499918177235109,0.8228636290700121,64,6,6,NA,FALSE
Brachinus explodens,Pitfall4,0.1515212114669092,0.02022406418569013,0.6070698017047552,64,6,6,NA,FALSE
Brachinus explodens,Pitfall2,0.1387752541686171,0.01825407711003578,0.5827188432292596,64,6,6,NA,FALSE
Brachinus explodens,GPD,0.22146290846844338,0.04534574833943882,0.6301149038685127,64,6,6,NA,FALSE
Brachinus sclopeta,Pitfall10,0.917758812817168,0.5342063591246448,0.9908745188274244,64,9,6,NA,FALSE
Brachinus sclopeta,Pitfall8,0.8148455349402651,0.43426133035646813,0.961878218899326,64,9,6,NA,FALSE
Brachinus sclopeta,Pitfall6,0.6956550058472297,0.3290526911494785,0.9141863705794756,64,9,6,NA,FALSE
Brachinus sclopeta,Pitfall4,0.6202367825319112,0.2884368968188901,0.8680807219270333,64,9,6,NA,FALSE
Brachinus sclopeta,Pitfall2,0.3717190031550011,0.12372697739715804,0.7125706028212513,64,9,6,NA,FALSE
Brachinus sclopeta,GPD,0.7954203501037849,0.40128370664215957,0.9575457241874148,64,9,6,NA,FALSE
Calathus fuscipes,Pitfall10,0.9999963920279168,4.4184400312232116e-74,1,64,8,6,NA,FALSE
Calathus fuscipes,Pitfall8,0.999996038524151,3.1079677793935438e-71,1,64,8,6,NA,FALSE
Calathus fuscipes,Pitfall6,0.9999765524643828,7.89929222290756e-28,1,64,8,6,NA,FALSE
Calathus fuscipes,Pitfall4,0.7292609199712051,0.23176023872920326,0.960080436436138,64,8,6,NA,FALSE
Calathus fuscipes,Pitfall2,0.18024388618465892,0.02280199408472137,0.6744648840594077,64,8,6,NA,FALSE
Calathus fuscipes,GPD,0.851093924873018,0.3410889802981228,0.9844014929412225,64,8,6,NA,FALSE
Carabus nemoralis,Pitfall10,0.8682344243223112,0.43353768046312674,0.982678041239564,64,15,6,NA,FALSE
Carabus nemoralis,Pitfall8,0.7911052273478739,0.4327455666004869,0.9494950362643182,64,15,6,NA,FALSE
Carabus nemoralis,Pitfall6,0.7907536941379915,0.4324218973429466,0.9493541970564052,64,15,6,NA,FALSE
Carabus nemoralis,Pitfall4,0.6405945875091438,0.3385272797751759,0.8612553178907478,64,15,6,NA,FALSE
Carabus nemoralis,Pitfall2,0.7098612206149301,0.4283944181511304,0.888729145888524,64,15,6,NA,FALSE
Carabus nemoralis,GPD,0.7153775133523387,0.41996547575546617,0.8971737172805466,64,15,6,NA,FALSE
Clivina fossor,Pitfall10,0.9999474456960605,1.405717015658579e-51,1,64,6,6,NA,FALSE
Clivina fossor,Pitfall8,0.9999999741695651,0,1,64,6,6,NA,FALSE
Clivina fossor,Pitfall6,0.7707199685074977,0.2129714227371534,0.976612050265065,64,6,6,NA,FALSE
Clivina fossor,Pitfall4,0.203511677246298,0.025947510102032542,0.7102114804702924,64,6,6,NA,FALSE
Clivina fossor,Pitfall2,0.15888646460226635,0.02080045948165164,0.6268406541254018,64,6,6,NA,FALSE
Clivina fossor,GPD,0.5682601358424979,0.1795685931464207,0.8878320366268747,64,6,6,NA,FALSE
Harpalus affinis,Pitfall10,0.9999802165510773,1.807280122175491e-43,1,64,26,6,NA,FALSE
Harpalus affinis,Pitfall8,0.9377786847307389,0.6620587188591722,0.9914492655636076,64,26,6,NA,FALSE
Harpalus affinis,Pitfall6,0.93770877552226,0.6618408767680728,0.991437206588807,64,26,6,NA,FALSE
Harpalus affinis,Pitfall4,0.8859438717309335,0.6375379912567066,0.9716737628930379,64,26,6,NA,FALSE
Harpalus affinis,Pitfall2,0.5723581916018055,0.34937358008396274,0.7693690506570874,64,26,6,NA,FALSE
Harpalus affinis,GPD,0.8094280968726111,0.6035150673654034,0.9221887420457893,64,26,6,NA,FALSE
Harpalus dimidiatus,Pitfall10,0.8279687791650727,0.578638413168965,0.9440337190848574,64,23,6,NA,FALSE
Harpalus dimidiatus,Pitfall8,0.7822102686287873,0.5402026431083322,0.9165239615313352,64,23,6,NA,FALSE
Harpalus dimidiatus,Pitfall6,0.7271454993788895,0.48562650135992036,0.882662203940493,64,23,6,NA,FALSE
Harpalus dimidiatus,Pitfall4,0.7047840242531785,0.4769828765119649,0.8620595174499719,64,23,6,NA,FALSE
Harpalus dimidiatus,Pitfall2,0.43606619947526787,0.24237089347282015,0.6514545925395389,64,23,6,NA,FALSE
Harpalus dimidiatus,GPD,0.7482000979903618,0.5177575300025162,0.8915827876447274,64,23,6,NA,FALSE
Harpalus distinguendus,Pitfall10,0.7604011656443108,0.5032470757528635,0.9086093276425107,64,22,6,NA,FALSE
Harpalus distinguendus,Pitfall8,0.7600747892219241,0.5027890885387463,0.9084639809520579,64,22,6,NA,FALSE
Harpalus distinguendus,Pitfall6,0.6366874346157374,0.386876607934678,0.8295570236435723,64,22,6,NA,FALSE
Harpalus distinguendus,Pitfall4,0.6565685584087217,0.4119343253387423,0.839168451767558,64,22,6,NA,FALSE
Harpalus distinguendus,Pitfall2,0.4520492344085065,0.25404789926116633,0.6664894656654269,64,22,6,NA,FALSE
Harpalus distinguendus,GPD,0.7970317412901625,0.5535665317295946,0.9255732759353514,64,22,6,NA,FALSE
Harpalus rubripes,Pitfall10,0.9998677927522022,2.581406269106952e-32,1,64,12,6,NA,FALSE
Harpalus rubripes,Pitfall8,0.7011881070731293,0.31095164103636735,0.9242537645894338,64,12,6,NA,FALSE
Harpalus rubripes,Pitfall6,0.5548134577298851,0.21627765279689495,0.8491268163503745,64,12,6,NA,FALSE
Harpalus rubripes,Pitfall4,0.5414793390772651,0.20729801303677167,0.8420936410307498,64,12,6,NA,FALSE
Harpalus rubripes,Pitfall2,0.42909514631721996,0.15062007708055605,0.7610888158750648,64,12,6,NA,FALSE
Harpalus rubripes,GPD,0.7437301743655019,0.3917311769180166,0.9289674781808877,64,12,6,NA,FALSE
Harpalus tardus,Pitfall10,0.4584434281909508,0.059052571092664416,0.9194752044019076,64,9,6,NA,FALSE
Harpalus tardus,Pitfall8,0.34160880086588485,0.056935875336639345,0.8168189601374078,64,9,6,NA,FALSE
Harpalus tardus,Pitfall6,0.3433353028799914,0.05763642375890807,0.8171720969890415,64,9,6,NA,FALSE
Harpalus tardus,Pitfall4,0.277008173768776,0.05313051312840938,0.7234636572757555,64,9,6,NA,FALSE
Harpalus tardus,Pitfall2,0.052388323838885725,0.003724775603307548,0.44979347612072734,64,9,6,NA,FALSE
Harpalus tardus,GPD,0.9945098143047673,0.10054040081428152,0.9999965934607833,64,9,6,NA,FALSE
Loricera pilicornis,Pitfall10,0.8607573266737437,0.5734839054045243,0.9660100365067872,64,17,6,NA,FALSE
Loricera pilicornis,Pitfall8,0.8606293618655307,0.5732912184732656,0.9659657869524454,64,17,6,NA,FALSE
Loricera pilicornis,Pitfall6,0.8604287565795329,0.5729741416525985,0.9658984302612686,64,17,6,NA,FALSE
Loricera pilicornis,Pitfall4,0.7856950334496633,0.49755929754872563,0.9313810768768696,64,17,6,NA,FALSE
Loricera pilicornis,Pitfall2,0.5959502617085597,0.34433338370887256,0.8055390918872563,64,17,6,NA,FALSE
Loricera pilicornis,GPD,0.8041234893117409,0.5130892207693674,0.9411531752095514,64,17,6,NA,FALSE
Microlestes,Pitfall10,0.5859948766643611,0.2347010000948888,0.8672453962917983,64,9,6,NA,FALSE
Microlestes,Pitfall8,0.5818180199817609,0.23085792538561475,0.8657573010590819,64,9,6,NA,FALSE
Microlestes,Pitfall6,0.2944133434322136,0.07289380312860536,0.6888985002515521,64,9,6,NA,FALSE
Microlestes,Pitfall4,0.09902336625315494,0.012468082301571554,0.4889492743556051,64,9,6,NA,FALSE
Microlestes,Pitfall2,0.08996258070925787,0.011031111419738218,0.46698796244889335,64,9,6,NA,FALSE
Microlestes,GPD,0.6397311065553231,0.2738901879888295,0.8931538149296534,64,9,6,NA,FALSE
Nebria brevicollis,Pitfall10,0.9398118468575308,0.6577838837767425,0.9921780937089167,64,21,6,NA,FALSE
Nebria brevicollis,Pitfall8,0.889461528451002,0.6332979386645712,0.9740202316455304,64,21,6,NA,FALSE
Nebria brevicollis,Pitfall6,0.8939385648642538,0.6472357438404502,0.9748230362204082,64,21,6,NA,FALSE
Nebria brevicollis,Pitfall4,0.7257426641781879,0.4732708977248087,0.8862781944651129,64,21,6,NA,FALSE
Nebria brevicollis,Pitfall2,0.3647403809905658,0.18159267653515332,0.5977017435542806,64,21,6,NA,FALSE
Nebria brevicollis,GPD,0.608939492841327,0.37663666468597695,0.8005222782916785,64,21,6,NA,FALSE
Nebria salina,Pitfall10,0.788747894193936,0.510389533568616,0.930424270990949,64,25,6,NA,FALSE
Nebria salina,Pitfall8,0.7876862803827044,0.5086902900042244,0.9300400774961244,64,25,6,NA,FALSE
Nebria salina,Pitfall6,0.6151817357350777,0.3655159812506901,0.8160475300278933,64,25,6,NA,FALSE
Nebria salina,Pitfall4,0.5458017579032194,0.30800811568736614,0.7643885592896675,64,25,6,NA,FALSE
Nebria salina,Pitfall2,0.33239565530776755,0.16966793845096678,0.5481609847991998,64,25,6,NA,FALSE
Nebria salina,GPD,0.7211793873302343,0.4935827457812835,0.8728403218528376,64,25,6,NA,FALSE
Notiophilus biguttatus,Pitfall10,0.5692977849281562,0.22760191640442018,0.8556814756173433,64,16,6,NA,FALSE
Notiophilus biguttatus,Pitfall8,0.664175786951095,0.33018279026103214,0.8880798962970112,64,16,6,NA,FALSE
Notiophilus biguttatus,Pitfall6,0.6031882519227367,0.29912177144333263,0.8440949900518229,64,16,6,NA,FALSE
Notiophilus biguttatus,Pitfall4,0.28537722367103924,0.09322931013736077,0.6080068050997754,64,16,6,NA,FALSE
Notiophilus biguttatus,Pitfall2,0.24876137854824626,0.08780969322517211,0.5325086507989567,64,16,6,NA,FALSE
Notiophilus biguttatus,GPD,0.5584881468122348,0.3003914744826656,0.7884306226464212,64,16,6,NA,FALSE
Notiophilus quadripunctatus,Pitfall10,0.999998998345646,9.072913539539101e-207,1,64,25,6,NA,FALSE
Notiophilus quadripunctatus,Pitfall8,0.9999999873072142,0,1,64,25,6,NA,FALSE
Notiophilus quadripunctatus,Pitfall6,0.8895040224772655,0.6489411266081896,0.9722663082606221,64,25,6,NA,FALSE
Notiophilus quadripunctatus,Pitfall4,0.6805617266585495,0.4473467280684549,0.848656930498445,64,25,6,NA,FALSE
Notiophilus quadripunctatus,Pitfall2,0.5139793381638518,0.31642110142761554,0.7072638322273435,64,25,6,NA,FALSE
Notiophilus quadripunctatus,GPD,0.719889209047067,0.49582599125066124,0.8704023197485541,64,25,6,NA,FALSE
Notiophilus substriatus,Pitfall10,0.8506511229703654,0.5593147065988731,0.962350274057815,64,20,6,NA,FALSE
Notiophilus substriatus,Pitfall8,0.7238473391453748,0.4536302280956167,0.8921859850453631,64,20,6,NA,FALSE
Notiophilus substriatus,Pitfall6,0.7234738508119404,0.4531732757548165,0.8920039054912549,64,20,6,NA,FALSE
Notiophilus substriatus,Pitfall4,0.6510142675554791,0.38806272304334477,0.8458562528489816,64,20,6,NA,FALSE
Notiophilus substriatus,Pitfall2,0.46071094887592073,0.24834814575966602,0.6883635770738263,64,20,6,NA,FALSE
Notiophilus substriatus,GPD,0.6406286918315374,0.3946496686412512,0.829769799008142,64,20,6,NA,FALSE
Parophonus maculicornis,Pitfall10,0.9018707259567686,0.5152130642233826,0.9875744846204493,64,13,6,NA,FALSE
Parophonus maculicornis,Pitfall8,0.7477195725555231,0.41386309044876446,0.9256003718463528,64,13,6,NA,FALSE
Parophonus maculicornis,Pitfall6,0.7456592227339539,0.41250805813570335,0.9244772249161419,64,13,6,NA,FALSE
Parophonus maculicornis,Pitfall4,0.5365846120191057,0.23867187911402546,0.810486681304065,64,13,6,NA,FALSE
Parophonus maculicornis,Pitfall2,0.28071177391732044,0.08999420518305552,0.6063125386728698,64,13,6,NA,FALSE
Parophonus maculicornis,GPD,0.8455545661994933,0.5263863648442181,0.9642451655542752,64,13,6,NA,FALSE
Poecilus versicolor,Pitfall10,0.9999920668558419,1.0138658373440117e-53,1,64,12,6,NA,FALSE
Poecilus versicolor,Pitfall8,0.9999999143564262,0,1,64,12,6,NA,FALSE
Poecilus versicolor,Pitfall6,0.9552269768838203,0.6577067660346453,0.9957963725866249,64,12,6,NA,FALSE
Poecilus versicolor,Pitfall4,0.8891960010235838,0.5645981619113709,0.9802618176910964,64,12,6,NA,FALSE
Poecilus versicolor,Pitfall2,0.8825035715090804,0.5552815962249055,0.9783460533219768,64,12,6,NA,FALSE
Poecilus versicolor,GPD,0.872795142728785,0.5246181616425446,0.9770955164042404,64,12,6,NA,FALSE
Pterostichus madidus,Pitfall10,0.9999995938162058,0,1,64,13,6,NA,FALSE
Pterostichus madidus,Pitfall8,0.9999994936415927,0,1,64,13,6,NA,FALSE
Pterostichus madidus,Pitfall6,0.999996842467149,8.571693898329146e-216,1,64,13,6,NA,FALSE
Pterostichus madidus,Pitfall4,0.9999760492779758,5.920495321030439e-78,1,64,13,6,NA,FALSE
Pterostichus madidus,Pitfall2,0.5298125318937478,0.22776147322280632,0.811498726944149,64,13,6,NA,FALSE
Pterostichus madidus,GPD,0.9418755436789965,0.49675445205795166,0.9962549030489566,64,13,6,NA,FALSE
Pterostichus melanarius,Pitfall10,0.9999998018492062,0,1,64,9,6,NA,FALSE
Pterostichus melanarius,Pitfall8,0.9999998770746059,0,1,64,9,6,NA,FALSE
Pterostichus melanarius,Pitfall6,0.9999990247816459,0,1,64,9,6,NA,FALSE
Pterostichus melanarius,Pitfall4,0.9999851474417412,2.0498635187486568e-129,1,64,9,6,NA,FALSE
Pterostichus melanarius,Pitfall2,0.29744489120114526,0.056055547802137215,0.7511461463152336,64,9,6,NA,FALSE
Pterostichus melanarius,GPD,0.6715770501957375,0.2782519094625716,0.9155837799065667,64,9,6,NA,FALSE
Pterostichus strenuus,Pitfall10,0.8507274516782634,0.3352873137111997,0.9847078151745242,64,6,6,NA,FALSE
Pterostichus strenuus,Pitfall8,0.8485099204392196,0.3311403655706437,0.9844642710850302,64,6,6,NA,FALSE
Pterostichus strenuus,Pitfall6,0.6342568036841976,0.18966938909910505,0.9277885213187024,64,6,6,NA,FALSE
Pterostichus strenuus,Pitfall4,0.34584833868929404,0.06546254260615135,0.7996159630637135,64,6,6,NA,FALSE
Pterostichus strenuus,Pitfall2,0.4285374649375632,0.11339624628569314,0.8147037039570555,64,6,6,NA,FALSE
Pterostichus strenuus,GPD,0.20057263224470598,0.034678314638551665,0.6366626904115527,64,6,6,NA,FALSE
Pterostichus vernalis,Pitfall10,0.8623206850450448,0.30330181326945765,0.9890241788783557,64,8,6,NA,FALSE
Pterostichus vernalis,Pitfall8,0.8792986190894333,0.36532052837639634,0.9892703314707144,64,8,6,NA,FALSE
Pterostichus vernalis,Pitfall6,0.6869376153627782,0.22928436438186717,0.9418071742626067,64,8,6,NA,FALSE
Pterostichus vernalis,Pitfall4,0.4933554545076194,0.14609007538090368,0.8471528626392476,64,8,6,NA,FALSE
Pterostichus vernalis,Pitfall2,0.11735445644704633,0.014700905953892549,0.5422953129422112,64,8,6,NA,FALSE
Pterostichus vernalis,GPD,0.705197507819239,0.2886102358789945,0.9337941977685953,64,8,6,NA,FALSE
Stenolophus teutonus,Pitfall10,0.7985848950203808,0.29211774914103406,0.9744208917132464,64,7,6,NA,FALSE
