PAYS;REGION;DEPARTEMENT;CD_DEPT;CD_INSEE;NOM_LOCALITE;LIEU-DIT;PROJET;ORGANISME;OBSERVATEUR;CD_STATION;NOM_STATION;ID_ECHANTILLON;X (Longitude);Y (Latitude);ALTITUDE;DATE;DATE_FIN;HABITAT;MICROHABITAT;METHODE;REMARQUE_STATION;CLASSE;ORDRE;FAMILLE;CD_NOM;RANG;LB_NOM;NOM_VALIDE;BOITE;CD_COLLECTION;NOM_CITE;Stade;ABONDANCE_TOTALE;LRN;REMARQUE_INDIVIDU;A VERIFIER;DETERMINATEUR;LEG;DATE_DETERMINATION;ENVOI_CARDOBS;MASSE;Nom_Saisie
#REF!;#REF!;#REF!;#REF!;#REF!;Clemont;;RMQS_2025;EODD;Paolina F., Axel T., Eymeric F., Hugo B.;;RMQS_25_CLEMONT_903;RMQS_25_CLEMONT_903_LIT6;47.5558764;2.3232578;158;25/07/2025;25/07/2025;Pinède (plantation);;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-2856;Acari;;2;;;;L.DECAENS;;22/01/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT1;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3348;coleoptera;larva;4;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT1;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3349;coleoptera;;4;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT1;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3350;annelida;;3;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT1;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3351;collembola;;11;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT1;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3352;Acari;;258;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT1;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3353;gastropoda;;1;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT2;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3354;annelida;;5;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT2;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3355;coleoptera;;1;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT2;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3356;diptera;larva;3;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT2;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3357;isopoda;;1;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT2;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3358;chilopoda;;1;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT2;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3359;coleoptera;larva;1;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT2;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3360;collembola;;19;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT2;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3361;thripidae;;1;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT2;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3362;Acari;;232;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT3;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3363;coleoptera;;1;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT3;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3364;isopoda;;4;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT3;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3365;annelida;;4;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT3;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3366;coleoptera;larva;4;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT3;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3367;chilopoda;;2;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT3;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3368;diptera;larva;2;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT3;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3369;opiliones;;1;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT3;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3370;collembola;;35;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT3;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3371;Acari;;514;;;;L.DECAENS;;03/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT4;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3372;isopoda;;1;;;;L.DECAENS;;04/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT4;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3373;chilopoda;;4;;;;L.DECAENS;;04/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT4;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3374;coleoptera;;4;;;;L.DECAENS;;04/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT4;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3375;gastropoda;;2;;;;L.DECAENS;;04/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT4;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3376;coleoptera;larva;1;;;;L.DECAENS;;04/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT4;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3377;Acari;;539;;;;L.DECAENS;;04/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT4;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3378;diplura;;1;;;;L.DECAENS;;04/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT4;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3379;araneae;;1;;;;L.DECAENS;;04/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT4;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3380;annelida;;6;;;;L.DECAENS;;04/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT4;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3381;collembola;;230;;;;L.DECAENS;;04/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT5;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3382;annelida;;1;;;;L.DECAENS;;04/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT5;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3383;diptera;;1;;;;L.DECAENS;;04/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT5;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3384;gastropoda;;1;;;;L.DECAENS;;04/03/2026;;;
#REF!;#REF!;#REF!;#REF!;76289;Saint-Martin-de-l'If;Betteville;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;;RMQS_25_BETTEVILLE_153;RMQS_25_BETTEVILLE_153_LIT5;49.55861101;0.775831982;97;15/05/2025;15/05/2025;Hêtraie;;Litière;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;TR_LDEC-3385;coleoptera;larva;4;;;;L.DECAENS;;04/03/2026;;;
