"","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M_MAX","T2M_MIN","STATION","sampl_date","Altitude","T2M_MEAN","degree_days","DD_cum","T30_mean","T30_max","T30_min","T30_sd","T360_sd","T360_mean"
"27",-3.97184170007459,48.5339381716991,2024,3,23,83,2024-03-23,10.04,4.87,423,2024-04-03,122,7.455,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778
"28",-3.97184170007459,48.5339381716991,2024,3,24,84,2024-03-24,11.29,5.66,423,2024-04-03,122,8.475,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778
"29",-3.97184170007459,48.5339381716991,2024,3,25,85,2024-03-25,9.86,6.62,423,2024-04-03,122,8.24,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778
"30",-3.97184170007459,48.5339381716991,2024,3,26,86,2024-03-26,10.02,4.51,423,2024-04-03,122,7.265,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778
"31",-3.97184170007459,48.5339381716991,2024,3,27,87,2024-03-27,8.61,3.61,423,2024-04-03,122,6.11,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778
"32",-3.97184170007459,48.5339381716991,2024,3,28,88,2024-03-28,9.95,4.21,423,2024-04-03,122,7.08,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778
"33",-3.97184170007459,48.5339381716991,2024,3,29,89,2024-03-29,11.91,5.5,423,2024-04-03,122,8.705,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778
"34",-3.97184170007459,48.5339381716991,2024,3,30,90,2024-03-30,11.42,3.72,423,2024-04-03,122,7.57,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778
"35",-3.97184170007459,48.5339381716991,2024,3,31,91,2024-03-31,10.01,5.62,423,2024-04-03,122,7.815,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778
"36",-3.97184170007459,48.5339381716991,2024,4,1,92,2024-04-01,11.64,6.26,423,2024-04-03,122,8.95,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778
"37",-3.97184170007459,48.5339381716991,2024,4,2,93,2024-04-02,11.72,8.15,423,2024-04-03,122,9.935,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778
"38",7.53207205813478,48.5925618400509,2024,4,15,106,2024-04-15,17.59,6.04,476,2024-04-26,183,11.815,1.815,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889
"39",7.53207205813478,48.5925618400509,2024,4,16,107,2024-04-16,11.43,4.65,476,2024-04-26,183,8.04,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889
"40",7.53207205813478,48.5925618400509,2024,4,17,108,2024-04-17,8.02,3.22,476,2024-04-26,183,5.62,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889
"41",7.53207205813478,48.5925618400509,2024,4,18,109,2024-04-18,9.03,2.35,476,2024-04-26,183,5.69,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889
"42",7.53207205813478,48.5925618400509,2024,4,19,110,2024-04-19,8.95,3.24,476,2024-04-26,183,6.095,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889
"43",7.53207205813478,48.5925618400509,2024,4,20,111,2024-04-20,9.42,2.88,476,2024-04-26,183,6.15,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889
"44",7.53207205813478,48.5925618400509,2024,4,21,112,2024-04-21,6.38,2.2,476,2024-04-26,183,4.29,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889
"45",7.53207205813478,48.5925618400509,2024,4,22,113,2024-04-22,8.8,-0.41,476,2024-04-26,183,4.195,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889
"46",7.53207205813478,48.5925618400509,2024,4,23,114,2024-04-23,10.84,-1.6,476,2024-04-26,183,4.62,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889
"47",7.53207205813478,48.5925618400509,2024,4,24,115,2024-04-24,8.19,-0.85,476,2024-04-26,183,3.67,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889
"48",7.53207205813478,48.5925618400509,2024,4,25,116,2024-04-25,10.96,1.21,476,2024-04-26,183,6.085,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889
"49",-1.9822890094208,48.1951376535824,2024,3,22,82,2024-03-22,16.06,5.41,609,2024-03-25,71,10.735,0.734999999999999,42.64,8.95183333333333,13.247,4.65666666666667,3.85835007600253,5.90794996935924,13.5775277777778
"50",-1.9822890094208,48.1951376535824,2024,3,23,83,2024-03-23,11.93,3.91,609,2024-03-25,71,7.92,0,42.64,8.95183333333333,13.247,4.65666666666667,3.85835007600253,5.90794996935924,13.5775277777778
"51",-1.9822890094208,48.1951376535824,2024,3,24,84,2024-03-24,13.49,3.44,609,2024-03-25,71,8.465,0,42.64,8.95183333333333,13.247,4.65666666666667,3.85835007600253,5.90794996935924,13.5775277777778
"52",0.383482346651963,48.2601626337537,2024,3,22,82,2024-03-22,15.42,6.11,620,2024-03-28,89,10.765,0.765000000000001,17.41,7.75483333333333,11.5426666666667,3.967,4.01507320872369,6.49376969210531,12.4596805555556
"53",0.383482346651963,48.2601626337537,2024,3,23,83,2024-03-23,9.92,3.61,620,2024-03-28,89,6.765,0,17.41,7.75483333333333,11.5426666666667,3.967,4.01507320872369,6.49376969210531,12.4596805555556
"54",0.383482346651963,48.2601626337537,2024,3,24,84,2024-03-24,11.2,3.22,620,2024-03-28,89,7.21,0,17.41,7.75483333333333,11.5426666666667,3.967,4.01507320872369,6.49376969210531,12.4596805555556
"55",0.383482346651963,48.2601626337537,2024,3,25,85,2024-03-25,9.94,1.55,620,2024-03-28,89,5.745,0,17.41,7.75483333333333,11.5426666666667,3.967,4.01507320872369,6.49376969210531,12.4596805555556
"56",0.383482346651963,48.2601626337537,2024,3,26,86,2024-03-26,8.61,3.97,620,2024-03-28,89,6.29,0,17.41,7.75483333333333,11.5426666666667,3.967,4.01507320872369,6.49376969210531,12.4596805555556
"57",0.383482346651963,48.2601626337537,2024,3,27,87,2024-03-27,10.56,3.58,620,2024-03-28,89,7.07,0,17.41,7.75483333333333,11.5426666666667,3.967,4.01507320872369,6.49376969210531,12.4596805555556
"58",3.18548869500691,48.2742531650272,2024,4,14,105,2024-04-14,19.66,8.74,633,2024-04-23,154,14.2,4.2,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444
"59",3.18548869500691,48.2742531650272,2024,4,15,106,2024-04-15,14.2,5.51,633,2024-04-23,154,9.855,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444
"60",3.18548869500691,48.2742531650272,2024,4,16,107,2024-04-16,12.86,4,633,2024-04-23,154,8.43,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444
"61",3.18548869500691,48.2742531650272,2024,4,17,108,2024-04-17,10.16,2.69,633,2024-04-23,154,6.425,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444
"62",3.18548869500691,48.2742531650272,2024,4,18,109,2024-04-18,11.81,2.97,633,2024-04-23,154,7.39,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444
"63",3.18548869500691,48.2742531650272,2024,4,19,110,2024-04-19,12.75,3.84,633,2024-04-23,154,8.295,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444
"64",3.18548869500691,48.2742531650272,2024,4,20,111,2024-04-20,10.95,1.56,633,2024-04-23,154,6.255,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444
"65",3.18548869500691,48.2742531650272,2024,4,21,112,2024-04-21,9.89,1.81,633,2024-04-23,154,5.85,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444
"66",3.18548869500691,48.2742531650272,2024,4,22,113,2024-04-22,9.61,0.13,633,2024-04-23,154,4.87,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444
"67",5.55313038104552,48.230551833153,2024,6,11,163,2024-06-11,16.53,5.65,644,2024-06-12,435,11.09,1.09,210.39,13.8551666666667,18.2956666666667,9.41466666666667,3.59571071806951,6.83411918732347,11.4055555555556
"68",-0.676113973755391,47.9484894161672,2024,4,10,101,2024-04-10,15.32,5.59,730,2024-04-11,76,10.455,0.455,58.275,11.0058333333333,15.1816666666667,6.83,3.67082913589612,6.15189848442465,13.2959027777778
"69",-0.027466457254098,47.8193557784935,2024,4,14,105,2024-04-14,19.28,7.69,788,2024-04-16,38,13.485,3.485,77.72,11.108,15.5326666666667,6.68333333333333,3.44403685196643,6.4727130232197,13.4441805555556
"70",-0.027466457254098,47.8193557784935,2024,4,15,106,2024-04-15,14.19,5.22,788,2024-04-16,38,9.705,0,77.72,11.108,15.5326666666667,6.68333333333333,3.44403685196643,6.4727130232197,13.4441805555556
"71",0.826715632239393,47.8334896790882,2024,3,22,82,2024-03-22,16.48,6.74,792,2024-03-27,136,11.61,1.61,25.97,8.16733333333333,12.1076666666667,4.227,3.97152821281601,6.7360371771238,13.1935277777778
"72",0.826715632239393,47.8334896790882,2024,3,23,83,2024-03-23,10.47,4.12,792,2024-03-27,136,7.295,0,25.97,8.16733333333333,12.1076666666667,4.227,3.97152821281601,6.7360371771238,13.1935277777778
"73",0.826715632239393,47.8334896790882,2024,3,24,84,2024-03-24,11.73,4.1,792,2024-03-27,136,7.915,0,25.97,8.16733333333333,12.1076666666667,4.227,3.97152821281601,6.7360371771238,13.1935277777778
"74",0.826715632239393,47.8334896790882,2024,3,25,85,2024-03-25,9.74,2.2,792,2024-03-27,136,5.97,0,25.97,8.16733333333333,12.1076666666667,4.227,3.97152821281601,6.7360371771238,13.1935277777778
"75",0.826715632239393,47.8334896790882,2024,3,26,86,2024-03-26,8.71,4.4,792,2024-03-27,136,6.555,0,25.97,8.16733333333333,12.1076666666667,4.227,3.97152821281601,6.7360371771238,13.1935277777778
"76",3.60554545922775,47.836519711785,2024,4,15,106,2024-04-15,14.69,5.89,805,2024-04-24,182,10.29,0.289999999999999,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556
"77",3.60554545922775,47.836519711785,2024,4,16,107,2024-04-16,12.46,4,805,2024-04-24,182,8.23,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556
"78",3.60554545922775,47.836519711785,2024,4,17,108,2024-04-17,9.8,1.87,805,2024-04-24,182,5.835,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556
"79",3.60554545922775,47.836519711785,2024,4,18,109,2024-04-18,10.45,1.57,805,2024-04-24,182,6.01,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556
"80",3.60554545922775,47.836519711785,2024,4,19,110,2024-04-19,12.48,3.28,805,2024-04-24,182,7.88,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556
"81",3.60554545922775,47.836519711785,2024,4,20,111,2024-04-20,10.25,2.07,805,2024-04-24,182,6.16,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556
"82",3.60554545922775,47.836519711785,2024,4,21,112,2024-04-21,8.77,1.91,805,2024-04-24,182,5.34,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556
"83",3.60554545922775,47.836519711785,2024,4,22,113,2024-04-22,9.69,0.24,805,2024-04-24,182,4.965,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556
"84",3.60554545922775,47.836519711785,2024,4,23,114,2024-04-23,9.48,1.55,805,2024-04-24,182,5.515,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556
"85",5.10079251722604,47.8106367801133,2024,6,10,162,2024-06-10,18.75,7.31,812,2024-06-11,450,13.03,3.03,214.63,14.0161666666667,18.357,9.67533333333333,3.52218447956873,6.85994583686139,11.7693472222222
"86",-2.81158007345027,47.5911205616326,2024,4,17,108,2024-04-17,14.07,6.32,827,2024-04-18,4,10.195,0.195,85.255,11.2791666666667,14.3003333333333,8.258,2.08971445298305,5.35893076344369,14.2049861111111
"87",6.37142360891853,47.6294797750949,2024,5,27,148,2024-05-27,17.85,8.89,870,2024-05-28,289,13.37,3.37,170.34,13.74,18.32,9.16,3.95834933566645,7.45794805673522,12.2329444444444
"88",7.20806698950873,47.4531196404966,2024,5,26,147,2024-05-26,20.44,10.07,926,2024-05-27,514,15.255,5.255,144.215,13.1228333333333,17.6026666666667,8.643,4.28758264316532,7.30958326745859,11.1145694444444
"89",-0.625406540946352,47.0848050528202,2024,4,11,102,2024-04-11,20.11,10.1,1030,2024-04-12,170,15.105,5.105,74.15,11.6155,15.7976666666667,7.43333333333333,3.52172696435792,6.31043419878211,13.849
"90",5.27350873305645,47.0870418392033,2024,5,13,134,2024-05-13,21.24,12.45,1058,2024-05-14,184,16.845,6.845,121.92,10.7061666666667,15.0653333333333,6.347,3.55920096168268,7.46955995760319,12.9304722222222
"91",6.53783195380408,47.0487852584465,2024,5,14,135,2024-05-14,17.66,11.15,1064,2024-05-15,885,14.405,4.405,76.99,8.8415,12.8383333333333,4.84466666666667,4.08081408336881,7.53363526655133,10.9383194444444
"92",2.74851568722079,46.9826323289556,2024,5,21,142,2024-05-21,17.89,9.21,1090,2024-05-22,215,13.55,3.55,176.1,12.6151666666667,17.1506666666667,8.07966666666667,3.56602078097731,7.12624377992105,13.5299166666667
"93",4.21101505944702,46.8204597659373,2024,4,3,94,2024-04-03,14.76,7.75,1141,2024-04-04,320,11.255,1.255,18.735,8.79133333333333,12.934,4.64866666666667,4.13465439691126,7.17425272719001,12.3179166666667
"94",0.860928957263222,46.6834260740623,2024,3,17,77,2024-03-17,16.51,9.25,1166,2024-03-18,112,12.88,2.88,22.34,8.10666666666667,11.7823333333333,4.431,3.56063392285479,7.14249609458469,14.1966111111111
"95",2.53499704476721,46.6928659613774,2024,5,22,143,2024-05-22,17.25,9.9,1174,2024-05-23,164,13.575,3.575,153.6,12.1876666666667,16.534,7.84133333333333,3.64917019965737,7.32775285765677,13.2554166666667
"96",3.78802433819848,46.6825057220501,2024,3,31,91,2024-03-31,15.89,7.08,1180,2024-04-03,270,11.485,1.485,33.515,9.4085,13.7276666666667,5.08933333333333,4.11319257190604,7.48328380310881,13.4148888888889
"97",3.78802433819848,46.6825057220501,2024,4,1,92,2024-04-01,12.88,5.47,1180,2024-04-03,270,9.175,0,33.515,9.4085,13.7276666666667,5.08933333333333,4.11319257190604,7.48328380310881,13.4148888888889
"98",3.78802433819848,46.6825057220501,2024,4,2,93,2024-04-02,14.96,4.87,1180,2024-04-03,270,9.915,0,33.515,9.4085,13.7276666666667,5.08933333333333,4.11319257190604,7.48328380310881,13.4148888888889
"99",-1.40321679085194,46.3506497510169,2024,4,15,106,2024-04-15,15.04,6.68,1237,2024-04-16,3,10.86,0.859999999999999,116.585,12.2868333333333,16.0943333333333,8.47933333333333,2.94349389198191,6.05226547167583,14.7772361111111
"100",-0.172179021232904,46.3766366548151,2024,3,20,80,2024-03-20,17.92,6.93,1243,2024-03-21,92,12.425,2.425,30.915,8.77933333333333,12.906,4.65266666666667,3.78181086197542,6.81404575509855,14.1655416666667
"101",6.28092715602017,46.3317772191028,2024,5,15,136,2024-05-15,14.93,8.85,1274,2024-05-17,432,11.89,1.89,85.815,9.26933333333333,13.2006666666667,5.338,4.16955187148316,7.79236637164324,11.32325
"102",6.28092715602017,46.3317772191028,2024,5,16,137,2024-05-16,11.95,7.8,1274,2024-05-17,432,9.875,0,85.815,9.26933333333333,13.2006666666667,5.338,4.16955187148316,7.79236637164324,11.32325
"103",5.02443580687463,46.228868438387,2024,5,15,136,2024-05-15,17.52,10.08,1310,2024-05-16,202,13.8,3.8,152.105,11.219,15.744,6.694,3.75768411061335,7.93357524071494,13.7164861111111
"104",-0.567270869874808,45.9346254946214,2024,2,25,56,2024-02-25,13.49,7.65,1366,2024-03-11,61,10.57,0.57,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"105",-0.567270869874808,45.9346254946214,2024,2,26,57,2024-02-26,10.73,5.81,1366,2024-03-11,61,8.27,0,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"106",-0.567270869874808,45.9346254946214,2024,2,27,58,2024-02-27,10.98,2.2,1366,2024-03-11,61,6.59,0,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"107",-0.567270869874808,45.9346254946214,2024,2,28,59,2024-02-28,11.97,-0.07,1366,2024-03-11,61,5.95,0,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"108",-0.567270869874808,45.9346254946214,2024,2,29,60,2024-02-29,13.14,6.25,1366,2024-03-11,61,9.695,0,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"109",-0.567270869874808,45.9346254946214,2024,3,1,61,2024-03-01,12.32,4.63,1366,2024-03-11,61,8.475,0,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"110",-0.567270869874808,45.9346254946214,2024,3,2,62,2024-03-02,10.17,4.75,1366,2024-03-11,61,7.46,0,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"111",-0.567270869874808,45.9346254946214,2024,3,3,63,2024-03-03,9.95,2.51,1366,2024-03-11,61,6.23,0,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"112",-0.567270869874808,45.9346254946214,2024,3,4,64,2024-03-04,9.57,0.84,1366,2024-03-11,61,5.205,0,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"113",-0.567270869874808,45.9346254946214,2024,3,5,65,2024-03-05,10.3,5.27,1366,2024-03-11,61,7.785,0,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"114",-0.567270869874808,45.9346254946214,2024,3,6,66,2024-03-06,9.72,4.09,1366,2024-03-11,61,6.905,0,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"115",-0.567270869874808,45.9346254946214,2024,3,7,67,2024-03-07,13.86,1.74,1366,2024-03-11,61,7.8,0,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"116",-0.567270869874808,45.9346254946214,2024,3,8,68,2024-03-08,12.06,6.53,1366,2024-03-11,61,9.295,0,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"117",-0.567270869874808,45.9346254946214,2024,3,9,69,2024-03-09,13.19,5.58,1366,2024-03-11,61,9.385,0,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"118",-0.567270869874808,45.9346254946214,2024,3,10,70,2024-03-10,12.63,4.67,1366,2024-03-11,61,8.65,0,25.01,8.6465,12.1796666666667,5.11333333333333,3.44336385273864,6.51428576185875,14.8791944444444
"119",0.672536029377586,45.9598382118547,2024,4,8,99,2024-04-08,20.93,8.87,1372,2024-04-11,222,14.9,4.9,66.09,11.2375,15.462,7.013,3.54592669065586,7.1603986933233,14.1133472222222
"120",0.672536029377586,45.9598382118547,2024,4,9,100,2024-04-09,11.38,4.94,1372,2024-04-11,222,8.16,0,66.09,11.2375,15.462,7.013,3.54592669065586,7.1603986933233,14.1133472222222
"121",0.672536029377586,45.9598382118547,2024,4,10,101,2024-04-10,14.05,4.65,1372,2024-04-11,222,9.35,0,66.09,11.2375,15.462,7.013,3.54592669065586,7.1603986933233,14.1133472222222
"122",2.94301610784092,45.6779077470276,2024,6,4,156,2024-06-04,20.11,9.04,1464,2024-06-05,985,14.575,4.575,89.44,11.7548333333333,16.2053333333333,7.30433333333333,3.6932279034831,7.31016448643586,10.7942638888889
"123",5.61003921649128,45.6401693491095,2024,4,7,98,2024-04-07,21.36,10.56,1477,2024-04-08,209,15.96,5.96,31.945,9.93433333333333,14.8846666666667,4.984,3.92707268881618,7.36475773685428,12.5689027777778
"124",0.0710220240044624,45.5173490694814,2024,3,18,78,2024-03-18,17.6,10.4,1491,2024-03-19,114,14,4,33.4,9.04233333333333,12.8166666666667,5.268,3.47891159283856,7.2140952303831,15.04775
"125",0.892398066995418,45.3884443655317,2024,3,14,74,2024-03-14,16.12,5.92,1537,2024-03-15,203,11.02,1.02,9.415,7.66283333333333,11.23,4.09566666666667,3.16119574962003,7.45778931157061,14.5235694444444
"126",3.34517713570663,45.3911047765517,2024,5,29,150,2024-05-29,16.17,9.15,1549,2024-05-30,400,12.66,2.66,78.795,10.9136666666667,15.3626666666667,6.46466666666667,3.81576808559184,7.34917825040098,10.8700694444444
