"","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M_MAX","T2M_MIN","T2MDEW","EVLAND","STATION"
"137",3.65039504410087,49.7054460263859,2024,5,16,137,2024-05-16,17.55,11.16,11.27,32.77,137
"138",3.65039504410087,49.7054460263859,2024,5,17,138,2024-05-17,17.29,10.61,11.35,23.53,137
"139",3.65039504410087,49.7054460263859,2024,5,18,139,2024-05-18,16.51,10.3,11.88,20.64,137
"140",3.65039504410087,49.7054460263859,2024,5,19,140,2024-05-19,19.51,11.01,11.97,37.1,137
"141",3.65039504410087,49.7054460263859,2024,5,20,141,2024-05-20,19.78,9.65,12.52,38.75,137
"142",3.65039504410087,49.7054460263859,2024,5,21,142,2024-05-21,18.16,11.62,12.64,19.93,137
"143",3.65039504410087,49.7054460263859,2024,5,22,143,2024-05-22,18.79,10.95,11.72,51.37,137
"144",3.65039504410087,49.7054460263859,2024,5,23,144,2024-05-23,18.86,9.55,11.43,40.93,137
"145",3.65039504410087,49.7054460263859,2024,5,24,145,2024-05-24,18.17,9.94,11.47,29.49,137
"146",3.65039504410087,49.7054460263859,2024,5,25,146,2024-05-25,20.03,8.76,11.34,49.53,137
"147",3.65039504410087,49.7054460263859,2024,5,26,147,2024-05-26,20.67,12.2,12.86,42.53,137
"148",3.65039504410087,49.7054460263859,2024,5,27,148,2024-05-27,15.99,8.22,10.7,25.82,137
"149",3.65039504410087,49.7054460263859,2024,5,28,149,2024-05-28,16.64,7.31,11.23,30.84,137
"150",3.65039504410087,49.7054460263859,2024,5,29,150,2024-05-29,18.21,12.4,13.31,33.05,137
"151",3.65039504410087,49.7054460263859,2024,5,30,151,2024-05-30,17.11,10.01,11.17,34.83,137
"152",3.65039504410087,49.7054460263859,2024,5,31,152,2024-05-31,15.91,10.61,11.39,32.44,137
"153",3.65039504410087,49.7054460263859,2024,6,1,153,2024-06-01,16.69,11.33,12.15,26.57,137
"154",3.65039504410087,49.7054460263859,2024,6,2,154,2024-06-02,18.79,8.85,11.15,39.84,137
"155",3.65039504410087,49.7054460263859,2024,6,3,155,2024-06-03,19.76,7.58,10.57,49.25,137
"156",3.65039504410087,49.7054460263859,2024,6,4,156,2024-06-04,21.94,11.77,13.56,52.82,137
"157",3.65039504410087,49.7054460263859,2024,6,5,157,2024-06-05,18.87,9.31,11.97,35.67,137
"158",3.65039504410087,49.7054460263859,2024,6,6,158,2024-06-06,19.37,8.51,8.26,57.97,137
"159",3.65039504410087,49.7054460263859,2024,6,7,159,2024-06-07,19.9,7.05,8.97,55.9,137
"160",3.65039504410087,49.7054460263859,2024,6,8,160,2024-06-08,20.83,8.51,10.82,53.77,137
"161",3.65039504410087,49.7054460263859,2024,6,9,161,2024-06-09,19.81,8.45,9.61,61.32,137
"162",3.65039504410087,49.7054460263859,2024,6,10,162,2024-06-10,16.73,7.15,8.58,39.09,137
"163",3.65039504410087,49.7054460263859,2024,6,11,163,2024-06-11,14.9,5.63,7.19,32.61,137
"164",3.65039504410087,49.7054460263859,2024,6,12,164,2024-06-12,16.79,5.26,8.41,39.62,137
"165",3.65039504410087,49.7054460263859,2024,6,13,165,2024-06-13,18.93,8.85,10.19,43.35,137
"166",3.65039504410087,49.7054460263859,2024,6,14,166,2024-06-14,20.24,11.59,13.25,41.93,137
"167",3.65039504410087,49.7054460263859,2024,6,15,167,2024-06-15,17.83,10.58,10.38,55.51,137
"168",3.65039504410087,49.7054460263859,2024,6,16,168,2024-06-16,18.58,10.8,13.09,34.97,137
"169",3.65039504410087,49.7054460263859,2024,6,17,169,2024-06-17,20.73,13.6,14.87,42.68,137
"170",3.65039504410087,49.7054460263859,2024,6,18,170,2024-06-18,22.75,13.92,16.67,28.34,137
"171",3.65039504410087,49.7054460263859,2024,6,19,171,2024-06-19,21.74,12.75,13.74,57.25,137
"172",3.65039504410087,49.7054460263859,2024,6,20,172,2024-06-20,24.34,14.08,16.55,36.42,137
"173",3.65039504410087,49.7054460263859,2024,6,21,173,2024-06-21,19.3,14.61,14.15,36.35,137
"174",3.65039504410087,49.7054460263859,2024,6,22,174,2024-06-22,19.86,12.8,13.51,40.61,137
"175",3.65039504410087,49.7054460263859,2024,6,23,175,2024-06-23,23.05,10.21,12.87,59.79,137
"176",3.65039504410087,49.7054460263859,2024,6,24,176,2024-06-24,25.62,13.06,15.75,69.79,137
"177",3.65039504410087,49.7054460263859,2024,6,25,177,2024-06-25,27.2,14.67,16.46,73.49,137
"178",3.65039504410087,49.7054460263859,2024,6,26,178,2024-06-26,28.51,15.83,16.51,71.14,137
"179",3.65039504410087,49.7054460263859,2024,6,27,179,2024-06-27,28.19,15.12,17.92,60.89,137
"180",3.65039504410087,49.7054460263859,2024,6,28,180,2024-06-28,21.05,12.5,12.12,50.58,137
"181",3.65039504410087,49.7054460263859,2024,6,29,181,2024-06-29,23.04,11.5,14.58,45.16,137
"182",3.65039504410087,49.7054460263859,2024,6,30,182,2024-06-30,22.39,14.55,14.99,49.45,137
"183",3.65039504410087,49.7054460263859,2024,7,1,183,2024-07-01,19.92,12.2,12.95,51.72,137
"184",3.65039504410087,49.7054460263859,2024,7,2,184,2024-07-02,19,11.76,13.06,NA,137
"185",3.65039504410087,49.7054460263859,2024,7,3,185,2024-07-03,17.76,10.89,12.45,NA,137
"186",3.65039504410087,49.7054460263859,2024,7,4,186,2024-07-04,19.48,11.43,12.73,NA,137
"187",3.65039504410087,49.7054460263859,2024,7,5,187,2024-07-05,22.44,11.35,13.6,NA,137
"188",3.65039504410087,49.7054460263859,2024,7,6,188,2024-07-06,18.4,10.73,12.08,NA,137
"189",3.65039504410087,49.7054460263859,2024,7,7,189,2024-07-07,18.76,8.03,10.81,NA,137
"190",3.65039504410087,49.7054460263859,2024,7,8,190,2024-07-08,22.09,11.36,13.37,NA,137
"191",3.65039504410087,49.7054460263859,2024,7,9,191,2024-07-09,27.41,14.47,18.3,NA,137
"192",3.65039504410087,49.7054460263859,2024,7,10,192,2024-07-10,23.22,15.81,16.76,NA,137
"193",3.65039504410087,49.7054460263859,2024,7,11,193,2024-07-11,23.18,14.53,14.78,NA,137
"194",3.65039504410087,49.7054460263859,2024,7,12,194,2024-07-12,NA,NA,NA,NA,137
"195",3.65039504410087,49.7054460263859,2024,7,13,195,2024-07-13,NA,NA,NA,NA,137
"196",3.65039504410087,49.7054460263859,2024,7,14,196,2024-07-14,NA,NA,NA,NA,137
"197",3.65039504410087,49.7054460263859,2024,7,15,197,2024-07-15,24.36,12.03,15.72,NA,137
"198",3.65039504410087,49.7054460263859,2024,7,16,198,2024-07-16,21.11,14.46,14.88,NA,137
"199",3.65039504410087,49.7054460263859,2024,7,17,199,2024-07-17,23.69,13.08,15.06,NA,137
"200",3.65039504410087,49.7054460263859,2024,7,18,200,2024-07-18,26.33,14.62,16.02,NA,137
"201",3.65039504410087,49.7054460263859,2024,7,19,201,2024-07-19,29.04,16.87,17.91,NA,137
"202",3.65039504410087,49.7054460263859,2024,7,20,202,2024-07-20,28.58,18.55,19.51,NA,137
"203",3.65039504410087,49.7054460263859,2024,7,21,203,2024-07-21,24.03,16.51,19.02,NA,137
"204",3.65039504410087,49.7054460263859,2024,7,22,204,2024-07-22,22.51,13.19,15.62,NA,137
"205",3.65039504410087,49.7054460263859,2024,7,23,205,2024-07-23,22.58,15,16.14,NA,137
"206",3.65039504410087,49.7054460263859,2024,7,24,206,2024-07-24,22.23,12.82,13.97,NA,137
"207",3.65039504410087,49.7054460263859,2024,7,25,207,2024-07-25,24.92,13.76,15.8,NA,137
"208",3.65039504410087,49.7054460263859,2024,7,26,208,2024-07-26,23.18,17.93,17.98,NA,137
"209",3.65039504410087,49.7054460263859,2024,7,27,209,2024-07-27,20.71,13.48,16.88,NA,137
"210",3.65039504410087,49.7054460263859,2024,7,28,210,2024-07-28,23.44,11.28,14.15,NA,137
"211",3.65039504410087,49.7054460263859,2024,7,29,211,2024-07-29,25.84,12.84,15.61,NA,137
"212",3.65039504410087,49.7054460263859,2024,7,30,212,2024-07-30,31.07,16.94,20.08,NA,137
"213",3.65039504410087,49.7054460263859,2024,7,31,213,2024-07-31,26.72,20.45,21.3,NA,137
"214",3.65039504410087,49.7054460263859,2024,8,1,214,2024-08-01,27.13,19.02,21.01,NA,137
"215",3.65039504410087,49.7054460263859,2024,8,2,215,2024-08-02,25.8,16.67,19.03,NA,137
"216",3.65039504410087,49.7054460263859,2024,8,3,216,2024-08-03,22.7,13.44,16.19,NA,137
"217",3.65039504410087,49.7054460263859,2024,8,4,217,2024-08-04,22.51,16.33,15.14,NA,137
"218",3.65039504410087,49.7054460263859,2024,8,5,218,2024-08-05,25.76,13.44,15.26,NA,137
"219",3.65039504410087,49.7054460263859,2024,8,6,219,2024-08-06,26.62,15.89,17.41,NA,137
"220",3.65039504410087,49.7054460263859,2024,8,7,220,2024-08-07,22.42,16.36,15.76,NA,137
"221",3.65039504410087,49.7054460263859,2024,8,8,221,2024-08-08,23.6,14.48,15.45,NA,137
"222",3.65039504410087,49.7054460263859,2024,8,9,222,2024-08-09,24.35,14.88,17.76,NA,137
"223",3.65039504410087,49.7054460263859,2024,8,10,223,2024-08-10,25.15,12.63,15.23,NA,137
"224",3.65039504410087,49.7054460263859,2024,8,11,224,2024-08-11,27.44,14.33,17.64,NA,137
"225",3.65039504410087,49.7054460263859,2024,8,12,225,2024-08-12,30.87,17.47,21.4,NA,137
"226",3.65039504410087,49.7054460263859,2024,8,13,226,2024-08-13,27.23,18.35,20.33,NA,137
"227",3.65039504410087,49.7054460263859,2024,8,14,227,2024-08-14,23.14,17.77,17.82,NA,137
"228",3.65039504410087,49.7054460263859,2024,8,15,228,2024-08-15,25.13,16.03,17.54,NA,137
"229",3.65039504410087,49.7054460263859,2024,8,16,229,2024-08-16,23.76,14.65,17.55,NA,137
"230",3.65039504410087,49.7054460263859,2024,8,17,230,2024-08-17,23.62,17.69,18.84,NA,137
"231",3.65039504410087,49.7054460263859,2024,8,18,231,2024-08-18,21,13.78,15.41,NA,137
"232",3.65039504410087,49.7054460263859,2024,8,19,232,2024-08-19,21.6,11.07,12.69,NA,137
"233",3.65039504410087,49.7054460263859,2024,8,20,233,2024-08-20,22.98,11.41,14.66,NA,137
"234",3.65039504410087,49.7054460263859,2024,8,21,234,2024-08-21,19.88,10.65,12.04,NA,137
"235",3.65039504410087,49.7054460263859,2024,8,22,235,2024-08-22,22.21,10.38,12.58,NA,137
"236",3.65039504410087,49.7054460263859,2024,8,23,236,2024-08-23,23.81,13.36,17.26,NA,137
"237",3.65039504410087,49.7054460263859,2024,8,24,237,2024-08-24,27.31,13.51,17.49,NA,137
"238",3.65039504410087,49.7054460263859,2024,8,25,238,2024-08-25,19.97,10.72,11.48,NA,137
"239",3.65039504410087,49.7054460263859,2024,8,26,239,2024-08-26,21.72,10.3,11.89,NA,137
"240",3.65039504410087,49.7054460263859,2024,8,27,240,2024-08-27,23.87,11.24,13.34,NA,137
"241",3.65039504410087,49.7054460263859,2024,8,28,241,2024-08-28,28.11,12.66,17.76,NA,137
"242",3.65039504410087,49.7054460263859,2024,8,29,242,2024-08-29,25.01,16.15,17.9,NA,137
"243",3.65039504410087,49.7054460263859,2024,8,30,243,2024-08-30,20.54,15.67,16.33,NA,137
"244",3.65039504410087,49.7054460263859,2024,8,31,244,2024-08-31,25.04,14.63,18.48,NA,137
"245",0.555290562591357,49.5559367282316,2024,1,1,1,2024-01-01,11.37,7.23,6.49,11.08,152
"246",0.555290562591357,49.5559367282316,2024,1,2,2,2024-01-02,13.83,9.37,10.12,14.7,152
"247",0.555290562591357,49.5559367282316,2024,1,3,3,2024-01-03,10.91,9.34,8.29,15.82,152
"248",0.555290562591357,49.5559367282316,2024,1,4,4,2024-01-04,10.82,6.35,7.05,9.38,152
"249",0.555290562591357,49.5559367282316,2024,1,5,5,2024-01-05,8.92,5.44,4.75,8.53,152
"250",0.555290562591357,49.5559367282316,2024,1,6,6,2024-01-06,6.48,3.63,3.53,5.97,152
"251",0.555290562591357,49.5559367282316,2024,1,7,7,2024-01-07,6.37,-1.44,1.44,8.75,152
"252",0.555290562591357,49.5559367282316,2024,1,8,8,2024-01-08,0.33,-3.08,-4.57,6.77,152
"253",0.555290562591357,49.5559367282316,2024,1,9,9,2024-01-09,-0.07,-2.45,-4.5,7.32,152
"254",0.555290562591357,49.5559367282316,2024,1,10,10,2024-01-10,0.62,-2.7,-3.5,3.31,152
"255",0.555290562591357,49.5559367282316,2024,1,11,11,2024-01-11,2.65,-2.37,-2.3,4.5,152
"256",0.555290562591357,49.5559367282316,2024,1,12,12,2024-01-12,4.73,-0.24,1.41,3.3,152
"257",0.555290562591357,49.5559367282316,2024,1,13,13,2024-01-13,1.5,-2.58,-2.13,3.05,152
"258",0.555290562591357,49.5559367282316,2024,1,14,14,2024-01-14,1.99,-3.29,-1.6,2.19,152
"259",0.555290562591357,49.5559367282316,2024,1,15,15,2024-01-15,4.6,-0.62,-1.88,5.99,152
"260",0.555290562591357,49.5559367282316,2024,1,16,16,2024-01-16,3.53,-2.55,-3.95,3.81,152
"261",0.555290562591357,49.5559367282316,2024,1,17,17,2024-01-17,0.97,-1.23,-1.1,4.26,152
"262",0.555290562591357,49.5559367282316,2024,1,18,18,2024-01-18,2.12,-3,-2.79,3.63,152
