species,component,term,estimate,se,z,p
Amara convexior,det,Pitfall8,-0.1715045413159022,NA,NA,NA
Amara convexior,det,Pitfall6,-1.1534012335994779,NA,NA,NA
Amara convexior,det,Pitfall4,-0.9522237497267569,NA,NA,NA
Amara convexior,det,Pitfall2,-1.3791649486011806,NA,NA,NA
Amara convexior,det,GPD,-3.9381890114343374,NA,NA,NA
Amara convexior,det,eff_z,1.2797034436617005,0.9023029647504002,1.4182635917811695,0.15611382204183538
Amara familiaris,state,(Intercept),28.43621316596091,NA,NA,NA
Amara familiaris,state,DOY_z,0.2145569065295508,NA,NA,NA
Amara familiaris,det,(Intercept),4.536595312272866,NA,NA,NA
Amara familiaris,det,Pitfall10,25.310440830032977,NA,NA,NA
Amara familiaris,det,Pitfall8,-1.6639722940473982,NA,NA,NA
Amara familiaris,det,Pitfall6,-4.595954924813426,NA,NA,NA
Amara familiaris,det,Pitfall4,-5.778061841807865,NA,NA,NA
Amara familiaris,det,Pitfall2,-8.18276493568419,NA,NA,NA
Amara familiaris,det,GPD,-0.553091520874398,NA,NA,NA
Amara familiaris,det,eff_z,-2.800338814625466,5.248497793084902,-0.5335505367488237,0.5936525377406094
Amara lunicollis,state,(Intercept),13.543036123212469,331.42816930694187,0.04086265857103416,0.9674053867116904
Amara lunicollis,state,DOY_z,0.08641410546149754,337.7399567553963,2.5585988193893745e-4,0.9997958533526995
Amara lunicollis,det,(Intercept),0.8860568536588982,16784.55121986758,5.279002351937109e-5,0.999957879655289
Amara lunicollis,det,Pitfall10,11.115842390585065,16809.563201954737,6.612808588204383e-4,0.9994723742508471
Amara lunicollis,det,Pitfall8,-2.2528291967850747,16784.5510645886,-1.3422040232806745e-4,0.9998929076135592
Amara lunicollis,det,Pitfall6,-0.8491033635526303,16784.55119837998,-5.058838651787034e-5,0.9999596363074587
Amara lunicollis,det,Pitfall4,0.5269472348689618,16784.551528590328,3.1394775962370806e-5,0.9999749505929739
Amara lunicollis,det,Pitfall2,2.1527455274559366,16784.55250715402,1.2825754672568003e-4,0.99989766528394175
Amara lunicollis,det,GPD,-9.80754573897422,16784.5518241982,-5.843197865333964e-4,0.9995337802902836
Amara lunicollis,det,eff_z,4.570541487481469,4.442102773111167,1.0289139447983429,0.3035201149451736
Amara similata,state,(Intercept),13.358820615246096,295.03742749502936,0.0452783930793701,0.9638854095969611
Amara similata,state,DOY_z,0.32230090580009585,405.4621966615237,7.948975476723661e-4,0.9993657635860839
Amara similata,det,(Intercept),2.1709981343136233,5592.912056598778,3.881695460868509e-4,0.9996902855199812
Amara similata,det,Pitfall10,11.202660216154513,5599.5335628466155,0.0020006416767434205,0.9984037199592974
Amara similata,det,Pitfall8,-1.060715421851208,5592.911986281222,-1.896535158166305e-4,0.999848678388735
Amara similata,det,Pitfall6,-1.26480568321963,5592.912060422576,-2.2614438946212695e-4,0.999819562884674
Amara similata,det,Pitfall4,-1.964363356527822,5592.912363889312,-3.512236968365089e-4,0.9997197640406676
Amara similata,det,Pitfall2,-1.613836629946901,5592.913350461348,-2.8855026509820304e-4,0.9997697702016575
Amara similata,det,GPD,-3.127940989343737,5592.913421094811,-5.592686233164402e-4,0.9995537682233765
Amara similata,det,eff_z,1.123536773427951,2.901014393670767,0.38729100271932676,0.6985407856205892
Anchomenus dorsalis,state,(Intercept),10.958347781066688,69.99908044400641,0.15654988196355635,0.8755996037718842
Anchomenus dorsalis,state,DOY_z,1.042734690899796,80.31060367354605,0.01298377353927509,0.9896407386107784
Anchomenus dorsalis,det,(Intercept),2.4557272172828175,NA,NA,NA
Anchomenus dorsalis,det,Pitfall10,7.400098676225732,NA,NA,NA
Anchomenus dorsalis,det,Pitfall8,0.3086029914917509,NA,NA,NA
Anchomenus dorsalis,det,Pitfall6,-0.7689166449084466,NA,NA,NA
Anchomenus dorsalis,det,Pitfall4,-0.8077655842969618,NA,NA,NA
Anchomenus dorsalis,det,Pitfall2,-0.18902762242977564,NA,NA,NA
Anchomenus dorsalis,det,GPD,-3.487264598957815,NA,NA,NA
Anchomenus dorsalis,det,eff_z,1.454248193827434,1.0525070391812203,1.3816992568132764,0.1670640626916569
Anisodactylus binotatus,state,(Intercept),11.883785921408007,148.31345483855736,0.08012614859753475,0.9361369260318811
Anisodactylus binotatus,state,DOY_z,-0.45215616495636807,233.3485952284206,-0.0019376853951649496,0.9984539517069766
Anisodactylus binotatus,det,(Intercept),2.4667725255193944,NA,NA,NA
Anisodactylus binotatus,det,Pitfall10,10.559862904950569,NA,NA,NA
Anisodactylus binotatus,det,Pitfall8,-0.5528432045071683,NA,NA,NA
Anisodactylus binotatus,det,Pitfall6,-0.7208502024710229,NA,NA,NA
Anisodactylus binotatus,det,Pitfall4,-1.8605996762079946,NA,NA,NA
Anisodactylus binotatus,det,Pitfall2,-3.533288564246335,NA,NA,NA
Anisodactylus binotatus,det,GPD,-1.4255087319461262,NA,NA,NA
Anisodactylus binotatus,det,eff_z,-0.6004920879794087,1.4615644283924045,-0.4108557079758013,0.6811783417345276
Asaphidion stierlini,state,(Intercept),11.82164701232039,120.31383321539734,0.09825675648747843,0.9217284152880678
Asaphidion stierlini,state,DOY_z,-0.1700821598052505,202.44526902497032,-8.401389700258787e-4,0.9993296661657449
Asaphidion stierlini,det,(Intercept),1.983455280359093,NA,NA,NA
Asaphidion stierlini,det,Pitfall10,10.48107097293833,NA,NA,NA
Asaphidion stierlini,det,Pitfall8,-0.2757023683705542,NA,NA,NA
Asaphidion stierlini,det,Pitfall6,-1.6400893138262527,NA,NA,NA
Asaphidion stierlini,det,Pitfall4,-2.1153252357102814,NA,NA,NA
Asaphidion stierlini,det,Pitfall2,-3.018546759633177,NA,NA,NA
Asaphidion stierlini,det,GPD,-1.4479520151460932,NA,NA,NA
Asaphidion stierlini,det,eff_z,-0.31035775738787696,1.7489422855137,-0.17745454493183493,0.8591513664178372
Badister bullatus,state,(Intercept),14.666846027393177,543.3257319801345,0.026994572802470248,0.9784640627317661
Badister bullatus,state,DOY_z,-0.22373668928994442,947.1560786401608,-2.3621945140357952e-4,0.9998115241485166
Badister bullatus,det,(Intercept),3.590580447502412,NA,NA,NA
Badister bullatus,det,Pitfall10,8.430917679620178,NA,NA,NA
Badister bullatus,det,Pitfall8,8.271639838527308,NA,NA,NA
Badister bullatus,det,Pitfall6,-2.463711534021093,NA,NA,NA
Badister bullatus,det,Pitfall4,-2.830427813956935,NA,NA,NA
Badister bullatus,det,Pitfall2,-4.476710869611441,NA,NA,NA
Badister bullatus,det,GPD,-3.3411268527990288,NA,NA,NA
Badister bullatus,det,eff_z,-0.7966421049296941,1.9487112893739842,-0.40880458243027484,0.6826830767550793
Bembidion lampros,state,(Intercept),11.26863672070063,60.69554421574331,0.18565838508088955,0.8527126647461359
Bembidion lampros,state,DOY_z,0.09196094554839243,84.27551641643335,0.0010911940912231592,0.9991293532545542
Bembidion lampros,det,(Intercept),2.694179558078484,NA,NA,NA
Bembidion lampros,det,Pitfall10,9.775880550206132,NA,NA,NA
Bembidion lampros,det,Pitfall8,0.7192117579873267,NA,NA,NA
Bembidion lampros,det,Pitfall6,-1.0988998153598986,NA,NA,NA
Bembidion lampros,det,Pitfall4,-2.453839313778794,NA,NA,NA
Bembidion lampros,det,Pitfall2,-3.819083819648936,NA,NA,NA
Bembidion lampros,det,GPD,-0.42908980082401,NA,NA,NA
Bembidion lampros,det,eff_z,-0.9590188904124733,0.976159512791342,-0.9824407567059866,0.32588275577308523
Bembidion lunulatum,state,(Intercept),13.44878352510886,309.6673245122851,0.04342977918735924,0.9653589397307468
Bembidion lunulatum,state,DOY_z,-0.19913997714763224,392.4226913205139,-5.074629514351486e-4,0.9995951031632485
Bembidion lunulatum,det,(Intercept),4.065986737281681,NA,NA,NA
Bembidion lunulatum,det,Pitfall10,9.246819464953875,NA,NA,NA
Bembidion lunulatum,det,Pitfall8,9.337085982780907,NA,NA,NA
Bembidion lunulatum,det,Pitfall6,-1.5492742278968719,NA,NA,NA
Bembidion lunulatum,det,Pitfall4,-3.0735623198889748,NA,NA,NA
Bembidion lunulatum,det,Pitfall2,-4.825671215456164,NA,NA,NA
Bembidion lunulatum,det,GPD,-5.069410947328999,NA,NA,NA
Bembidion lunulatum,det,eff_z,0.3454324742753543,0.8291043939433439,0.41663326934311135,0.6769466708275028
Bembidion obtusum,state,(Intercept),10.235243466556453,406.5521478713853,0.025175721048691695,0.9799148026136039
Bembidion obtusum,state,DOY_z,-4.951860207419322,934.3123386165754,-0.005300005151116252,0.9957712275154996
Bembidion obtusum,det,(Intercept),1.0243181564071533,NA,NA,NA
Bembidion obtusum,det,Pitfall10,9.169840530389402,NA,NA,NA
Bembidion obtusum,det,Pitfall8,-0.6681137569790107,NA,NA,NA
Bembidion obtusum,det,Pitfall6,-0.2566170022706764,NA,NA,NA
Bembidion obtusum,det,Pitfall4,-0.22501804818136845,NA,NA,NA
Bembidion obtusum,det,Pitfall2,-0.07665596126662567,NA,NA,NA
Bembidion obtusum,det,GPD,-6.919117605722508,NA,NA,NA
Bembidion obtusum,det,eff_z,2.9750704310969196,1.715442583853938,1.7342873839665818,0.08286710483698059
Bembidion properans,state,(Intercept),12.757936664456851,148.0872994369063,0.08615145736986354,0.9313460185761858
Bembidion properans,state,DOY_z,2.4847211105215594,156.68538457656433,0.015858027328052415,0.9873476551280662
Bembidion properans,det,(Intercept),2.7725584974757225,NA,NA,NA
Bembidion properans,det,Pitfall10,10.630503649157696,NA,NA,NA
Bembidion properans,det,Pitfall8,-0.5700374547710052,NA,NA,NA
Bembidion properans,det,Pitfall6,-1.0597898952059084,NA,NA,NA
Bembidion properans,det,Pitfall4,-1.3057972700475158,NA,NA,NA
Bembidion properans,det,Pitfall2,-1.4976191890890385,NA,NA,NA
Bembidion properans,det,GPD,-3.424701342412882,NA,NA,NA
Bembidion properans,det,eff_z,0.9983280910204314,0.6251979237054134,1.5968192682143856,0.11030599961107553
Bembidion quadrimaculatum,state,(Intercept),17.575687480672805,1896.4051348936894,0.009267897010655416,0.9926053939228495
Bembidion quadrimaculatum,state,DOY_z,-0.09406285223510029,2158.465290839618,-4.357857994487877e-5,0.9999652293238913
Bembidion quadrimaculatum,det,(Intercept),2.9742526739442754,5468.3097501349575,5.43907132157404e-4,0.9995660249181385
Bembidion quadrimaculatum,det,Pitfall10,12.551168433156612,5498.698237095558,0.002282570872590056,0.9981787735232932
Bembidion quadrimaculatum,det,Pitfall8,-0.5688037596419238,5468.309831601113,-1.040182025449313e-4,0.9999170054822966
Bembidion quadrimaculatum,det,Pitfall6,-1.8772771511871758,5468.309792259614,-3.4330117028930204e-4,0.999726085301901
Bembidion quadrimaculatum,det,Pitfall4,-1.8920985186210912,5468.30979809303,-3.460115809972809e-4,0.9997239227071721
Bembidion quadrimaculatum,det,Pitfall2,-3.0120823462466015,5468.309934055919,-5.508250963405982e-4,0.9995605051821514
Bembidion quadrimaculatum,det,GPD,-2.2266540155707157,5468.31022709992,-4.0719233604118437e-4,0.9996751075307736
Bembidion quadrimaculatum,det,eff_z,-0.03233573724797928,1.264600627213909,-0.025569920299042873,0.9796003783462268
Brachinus explodens,state,(Intercept),15.003596566632465,844.542148879656,0.017765361487920742,0.9858260379250939
Brachinus explodens,state,DOY_z,-0.8863959840866,1405.3714200742136,-6.30720086822167e-4,0.9994967582139019
Brachinus explodens,det,(Intercept),1.0783839445552539,15025.83062635033,7.176867431635531e-5,0.9999427368828628
Brachinus explodens,det,Pitfall10,17.768138019756677,15244.907322543051,0.0011655130230593437,0.9990700553640289
Brachinus explodens,det,Pitfall8,0.8457671559422498,15025.830695933333,5.628754729488284e-5,0.9999550890350717
Brachinus explodens,det,Pitfall6,0.34139379830089195,15025.83066363192,2.2720460914496493e-5,0.9999818716950235
Brachinus explodens,det,Pitfall4,-3.2969943795373315,15025.830666550137,-2.194217712620015e-4,0.9998249267578109
Brachinus explodens,det,Pitfall2,-4.276685809010187,15025.830891916637,-2.846222508274662e-4,0.99977290430347
Brachinus explodens,det,GPD,-10.303234840612319,15026.373688218511,-6.856767344133476e-4,0.9994529091627792
Brachinus explodens,det,eff_z,-1.8938814804141555,2.992913536333136,-0.6327885712109496,0.526871721062856
Brachinus sclopeta,state,(Intercept),14.122254838639675,623.2710332983504,0.022658288423745124,0.9819228483014003
Brachinus sclopeta,state,DOY_z,-2.781820793718827,1237.761900972595,-0.0022474603488223045,0.9982067875962675
Brachinus sclopeta,det,(Intercept),0.4724420911156696,NA,NA,NA
Brachinus sclopeta,det,Pitfall10,8.492281128501551,NA,NA,NA
Brachinus sclopeta,det,Pitfall8,-3.400641278303336,NA,NA,NA
Brachinus sclopeta,det,Pitfall6,-0.07031853489722602,NA,NA,NA
Brachinus sclopeta,det,Pitfall4,6.820549009971557,NA,NA,NA
Brachinus sclopeta,det,Pitfall2,16.50654784705479,NA,NA,NA
Brachinus sclopeta,det,GPD,-27.875976081071844,NA,NA,NA
Brachinus sclopeta,det,eff_z,16.957620025752153,6.642063674377665,2.553064959489569,0.01067795793061594
Calathus fuscipes,state,(Intercept),14.569292055720952,504.2409262503755,0.02889351359093515,0.9769495188682866
Calathus fuscipes,state,DOY_z,0.22963934497967534,562.8964302799844,4.0796020835565225e-4,0.9996744948573602
Calathus fuscipes,det,(Intercept),5.057251762344634,NA,NA,NA
Calathus fuscipes,det,Pitfall10,5.304089941077406,NA,NA,NA
Calathus fuscipes,det,Pitfall8,6.050912482032419,NA,NA,NA
Calathus fuscipes,det,Pitfall6,7.4728782969671235,NA,NA,NA
Calathus fuscipes,det,Pitfall4,-2.155295521363985,NA,NA,NA
Calathus fuscipes,det,Pitfall2,-4.435551965213833,NA,NA,NA
Calathus fuscipes,det,GPD,-7.179781470993489,NA,NA,NA
Calathus fuscipes,det,eff_z,1.5115807126265,1.5251072205657077,0.9911307823103805,0.3216217238220058
Carabus auratus,state,(Intercept),13.215381295539032,271.64760879921886,0.048648988128243864,0.9611990292755408
Carabus auratus,state,DOY_z,-1.4858925842865631,498.71213477015704,-0.0029794594530397197,0.9976227388201107
Carabus auratus,det,(Intercept),4.504826627636617,NA,NA,NA
Carabus auratus,det,Pitfall10,9.05330704150719,NA,NA,NA
Carabus auratus,det,Pitfall8,8.743512691670247,NA,NA,NA
Carabus auratus,det,Pitfall6,-2.1683147500079283,NA,NA,NA
Carabus auratus,det,Pitfall4,-4.424676863056665,NA,NA,NA
Carabus auratus,det,Pitfall2,-7.279383827233535,NA,NA,NA
Carabus auratus,det,GPD,0.5803823431393258,NA,NA,NA
Carabus auratus,det,eff_z,-2.1242939846455338,2.519318638328604,-0.84320178969296955,0.39911559767447125
Carabus nemoralis,state,(Intercept),12.127230391546771,131.49579750190404,0.09222523169511308,0.9265190914773284
Carabus nemoralis,state,DOY_z,-0.3965357230643696,100.86644456233634,-0.003931294741129763,0.9968632887017757
Carabus nemoralis,det,(Intercept),6.215723799200299,NA,NA,NA
Carabus nemoralis,det,Pitfall10,7.077972748091901,NA,NA,NA
Carabus nemoralis,det,Pitfall8,6.870922130882723,NA,NA,NA
Carabus nemoralis,det,Pitfall6,6.599379008333481,NA,NA,NA
Carabus nemoralis,det,Pitfall4,-4.865803629604593,NA,NA,NA
Carabus nemoralis,det,Pitfall2,-6.1316940196447165,NA,NA,NA
Carabus nemoralis,det,GPD,-3.335052438939863,NA,NA,NA
Carabus nemoralis,det,eff_z,-1.1803440050569918,2.0012639035562763,-0.5897992778261291,0.5553252269188294
Clivina fossor,state,(Intercept),17.735339713770333,3170.378728420867,0.005594076049899604,0.9955365963672328
Clivina fossor,state,DOY_z,-0.8844629158975243,4242.230031229826,-2.084900887944348e-4,0.9998336489782756
Clivina fossor,det,(Intercept),2.525340694715015,13813.9937232799,1.828103259131506e-4,0.999854138464211
Clivina fossor,det,Pitfall10,15.241183298206746,13899.955959697449,0.001096491481152757,0.9991251265514455
Clivina fossor,det,Pitfall8,-0.13823176958927327,13813.993859348371,-1.0006647678920707e-5,0.9999920158503117
Clivina fossor,det,Pitfall6,-1.937753572091421,13813.99376768159,-1.4027468121672934e-4,0.9998880769979527
Clivina fossor,det,Pitfall4,-4.592408176464416,13813.993767193528,-3.3244608719679603e-4,0.9997347464046124
Clivina fossor,det,Pitfall2,-7.537437473543476,13813.994194571016,-5.45637805212466e-4,0.9995646440410331
Clivina fossor,det,GPD,1.4899883882141811,13813.9953651603,1.0786078529981403e-4,0.9999139395448601
Clivina fossor,det,eff_z,-2.8441827794645107,3.635532209126516,-0.7823291380350231,0.43402116690307
Harpalus affinis,state,(Intercept),12.462064045608614,124.1126306634149,0.1004093135323583,0.9200193760065983
Harpalus affinis,state,DOY_z,0.3605492543139088,165.1447380790839,0.002183231863804527,0.9982580343870645
Harpalus affinis,det,(Intercept),3.367508944733006,8968.26440963748,3.754917106496338e-4,0.9997004009684035
Harpalus affinis,det,Pitfall10,9.438684994157063,8968.8616534526,0.001052383831845996,0.9991603193435242
Harpalus affinis,det,Pitfall8,-0.28817587641553255,8968.264463421785,-3.2132847731118406e-5,0.9999743616969051
Harpalus affinis,det,Pitfall6,-0.37281913745760564,8968.264417954866,-4.157093503077419e-5,0.9999668311927704
Harpalus affinis,det,Pitfall4,-0.49941477349767527,8968.26456099916,-5.5686891270972405e-5,0.9999555682892387
Harpalus affinis,det,Pitfall2,-3.209201255427802,8968.264608251371,-3.578397154422868e-4,0.9997144852218999
Harpalus affinis,det,GPD,-1.701565006386954,8968.264685322467,-1.8973180053123866e-4,0.999848615926571
Harpalus affinis,det,eff_z,-0.29825897873922197,1.4754566449429871,-0.20214689449634554,0.8398018880199174
Harpalus dimidiatus,state,(Intercept),11.032225194193112,110.01417865334521,0.10028003053093423,0.9201220108963538
Harpalus dimidiatus,state,DOY_z,-1.3872393557324425,188.77121347541225,-0.0073487865559180325,0.9941365694418776
Harpalus dimidiatus,det,(Intercept),2.6713555859635654,7154.143597479315,3.733997716938179e-4,0.9997020700940814
Harpalus dimidiatus,det,Pitfall10,9.783664185849636,7154.835329979031,0.001367419896423851,0.9989089571165208
Harpalus dimidiatus,det,Pitfall8,-0.7087816929401022,7154.143460313132,-9.907289347383024e-5,0.9999209512680325
Harpalus dimidiatus,det,Pitfall6,-1.0189666839666667,7154.1435930409025,-1.424302812369957e-4,0.9998863570779944
Harpalus dimidiatus,det,Pitfall4,-1.1606958324086216,7154.143815263884,-1.6224105390951087e-4,0.9998705503685251
Harpalus dimidiatus,det,Pitfall2,-2.0020595615140317,7154.144352161965,-2.798461231648218e-4,0.9997767151018406
Harpalus dimidiatus,det,GPD,-2.2218048287804733,7154.143251694562,-3.105619709605628e-4,0.9997522074021813
Harpalus dimidiatus,det,eff_z,0.52925111091712,1.6011312978834125,0.33054822650506815,0.7409857589192916
Harpalus distinguendus,state,(Intercept),10.71320454177509,68.06176770543713,0.15740414777559858,0.8749263447535831
Harpalus distinguendus,state,DOY_z,-0.17577428604603132,88.77997562181221,-0.0019798866221229917,0.9984202800641387
Harpalus distinguendus,det,(Intercept),2.0931472488634166,NA,NA,NA
Harpalus distinguendus,det,Pitfall10,7.051302053639718,NA,NA,NA
Harpalus distinguendus,det,Pitfall8,6.51246874406428e-4,NA,NA,NA
Harpalus distinguendus,det,Pitfall6,-0.3892857063334009,NA,NA,NA
Harpalus distinguendus,det,Pitfall4,0.4222362137218527,NA,NA,NA
Harpalus distinguendus,det,Pitfall2,0.8245799574435709,NA,NA,NA
Harpalus distinguendus,det,GPD,-5.816336517085476,NA,NA,NA
Harpalus distinguendus,det,eff_z,2.7913591029187317,1.7458735567750006,1.5988323393103938,0.1098578612602906
Harpalus rubripes,state,(Intercept),10.937828954092085,75.75348591105514,0.14438713707425396,0.8851947735044284
Harpalus rubripes,state,DOY_z,-0.1274404736163779,76.8108501628003,-0.0016591467656752697,0.9986761930189173
Harpalus rubripes,det,(Intercept),3.1954681012177812,NA,NA,NA
Harpalus rubripes,det,Pitfall10,13.588030374862536,NA,NA,NA
Harpalus rubripes,det,Pitfall8,-1.1271191499146616,NA,NA,NA
Harpalus rubripes,det,Pitfall6,-1.8012003599830981,NA,NA,NA
Harpalus rubripes,det,Pitfall4,-2.103935742109199,NA,NA,NA
Harpalus rubripes,det,Pitfall2,-2.1596737026644703,NA,NA,NA
Harpalus rubripes,det,GPD,-3.2006333194826255,NA,NA,NA
Harpalus rubripes,det,eff_z,0.5429054156821062,1.1315507380872611,0.4797888396942915,0.6313775493557112
Harpalus tardus,state,(Intercept),12.321566272839165,208.808853166355,0.05900883073680191,0.9529450744594131
Harpalus tardus,state,DOY_z,-2.049952560534122,440.8404809568161,-0.004650100544498162,0.9962897699406885
Harpalus tardus,det,(Intercept),4.28171043551881,10887.028325125939,3.932855052500545e-4,0.9996862035754628
Harpalus tardus,det,Pitfall10,8.939599476396523,10889.898938637298,8.209074782759349e-4,0.9993450106708011
Harpalus tardus,det,Pitfall8,9.207633610626125,10889.7506428025,8.455320890852393e-4,0.9993253630808412
Harpalus tardus,det,Pitfall6,-2.2786160409593443,10887.028344610184,-2.0929641852980143e-4,0.9998330056202429
Harpalus tardus,det,Pitfall4,-3.3642196644213436,10887.028353602,-3.0901174821578223e-4,0.9997534443009158
Harpalus tardus,det,Pitfall2,-4.017977064113508,10887.028392539602,-3.690609521021228e-4,0.9997055319710072
Harpalus tardus,det,GPD,-4.20470988193989,10887.028566817504,-3.862128087690883e-4,0.9996918467703595
Harpalus tardus,det,eff_z,0.9500199763353563,1.1048631261572455,0.8598530929704937,0.3898700281350159
Loricera pilicornis,state,(Intercept),12.858590935931787,192.02544493660224,0.06696295347825955,0.946611195815744
Loricera pilicornis,state,DOY_z,0.6791237630138457,249.95193338837942,0.002717017443344245,0.9978321363977851
Loricera pilicornis,det,(Intercept),5.911581344741639,NA,NA,NA
Loricera pilicornis,det,Pitfall10,6.204553826393712,NA,NA,NA
Loricera pilicornis,det,Pitfall8,6.693837569843346,NA,NA,NA
Loricera pilicornis,det,Pitfall6,7.361111512291501,NA,NA,NA
Loricera pilicornis,det,Pitfall4,-3.6865181736862587,NA,NA,NA
Loricera pilicornis,det,Pitfall2,-4.325014381265718,NA,NA,NA
Loricera pilicornis,det,GPD,-6.336389009030413,NA,NA,NA
Loricera pilicornis,det,eff_z,0.8289938628154155,2.042094513727861,0.405952739818139,0.6847773257076217
Microlestes,state,(Intercept),12.97469606037714,253.77097420934993,0.05112758108290818,0.959223858202773
Microlestes,state,DOY_z,-0.15597234443712538,224.1780166150537,-6.957521829847955e-4,0.9994448701198386
Microlestes,det,(Intercept),1.8092011960888998,NA,NA,NA
Microlestes,det,Pitfall10,11.488911301133223,NA,NA,NA
Microlestes,det,Pitfall8,0.03153452529170453,NA,NA,NA
Microlestes,det,Pitfall6,-1.5312261036384005,NA,NA,NA
Microlestes,det,Pitfall4,-2.821261829964557,NA,NA,NA
Microlestes,det,Pitfall2,-2.957776373984264,NA,NA,NA
Microlestes,det,GPD,-2.400980322727494,NA,NA,NA
Microlestes,det,eff_z,-0.2174097814410356,1.366268236161508,-0.15912671881463206,0.8735690378507704
