world_id,replicate_id,n_regional_species,n_genera,n_families,mean_species_per_genus,cv_species_per_genus,prop_monotypic_genera,mean_genera_per_family,cv_genera_per_family,prop_difficult_genera,n_observed_species,true_alpha_q0,true_gamma,true_mean_occupancy,true_mean_bray_curtis
6,2,259,142,53,1.823943661971831,0.7071991405113132,0.5563380281690141,2.6792452830188678,2.8573344117889294,0.2676056338028169,72,30.8625,72,0.42864583333333334,0.5203502194241818
6,3,259,142,44,1.823943661971831,0.5740923906032371,0.5140845070422535,3.227272727272727,3.114306693091979,0.2676056338028169,72,28.6875,72,0.3984375,0.5175320470220768
6,4,259,142,48,1.823943661971831,0.688874692256313,0.5492957746478874,2.9583333333333335,2.9161421712496263,0.2676056338028169,72,32.4625,72,0.45086805555555554,0.4768915654809203
6,5,259,142,50,1.823943661971831,0.6636555065340375,0.5140845070422535,2.84,3.0715918461407674,0.2676056338028169,72,30.175,71,0.425,0.5022036727056887
7,1,174,174,38,1,0,1,4.578947368421052,0.6955069125597039,0.3103448275862069,83,15.707317073170731,83,0.1892447840141052,0.839011167742073
7,2,174,174,38,1,0,1,4.578947368421052,0.6805183303517068,0.3103448275862069,83,15.24390243902439,83,0.18366147516896855,0.8603374629733921
7,3,174,174,38,1,0,1,4.578947368421052,0.6632514206820902,0.3103448275862069,83,15.414634146341463,82,0.18798334324806662,0.8297434097464065
7,4,174,174,38,1,0,1,4.578947368421052,0.6593529253506022,0.3103448275862069,83,14.951219512195122,83,0.18013517484572436,0.8459348261767419
7,5,174,174,38,1,0,1,4.578947368421052,0.7558999286819472,0.3103448275862069,83,15.853658536585366,82,0.1933372992266508,0.8166233610156262
8,1,896,321,55,2.791277258566978,0.6882557467886364,0.32710280373831774,5.836363636363636,4.501418295702476,0.12149532710280374,284,117.78378378378379,284,0.4147316330414922,0.6893994393954042
8,2,896,321,59,2.791277258566978,0.7717693696264929,0.3426791277258567,5.440677966101695,4.862700319310397,0.12149532710280374,284,116.08108108108108,284,0.40873620098972213,0.6789772674763892
8,3,896,321,54,2.791277258566978,0.7570778060483436,0.32087227414330216,5.944444444444445,4.71667135768271,0.12149532710280374,284,114.43243243243244,284,0.4029311001141987,0.6911699996626318
8,4,896,321,56,2.791277258566978,0.6870892261845033,0.3177570093457944,5.732142857142857,4.9478215714172755,0.12149532710280374,284,114.54054054054055,284,0.40331176246669204,0.6842165793829064
8,5,896,321,57,2.791277258566978,0.7983367299338966,0.34890965732087226,5.631578947368421,4.373010446887949,0.12149532710280374,284,116.97297297297297,284,0.41187666539779216,0.6819671853127267
9,1,665,122,20,5.450819672131147,0.6324932353084338,0.08196721311475409,6.1,3.4702046422547936,0.06557377049180328,128,8.317073170731707,112,0.0742595818815331,0.9152668106296566
9,2,665,122,21,5.450819672131147,0.5873435783632109,0.05737704918032787,5.809523809523809,3.51906925590304,0.06557377049180328,128,8.097560975609756,110,0.07361419068736141,0.9223052122115324
9,3,665,122,21,5.450819672131147,0.5915904974309004,0.05737704918032787,5.809523809523809,3.7152501730607383,0.06557377049180328,128,8,112,0.07142857142857142,0.9242032200239982
9,4,665,122,21,5.450819672131147,0.62363562031023545,0.02459016393442623,5.809523809523809,3.7152501730607383,0.06557377049180328,128,7.317073170731708,102,0.07173601147776183,0.92057317918219
9,5,665,122,17,5.450819672131147,0.6096520425155448,0.06557377049180328,7.176470588235294,3.4058326415522577,0.06557377049180328,128,8.9,104,0.08348968105065666,0.9029607935449625
10,1,677,290,70,2.3344827586206898,0.6276978018269801,0.33448275862068966,4.142857142857143,4.801327887920726,0.16206896551724137,465,31.451612903225808,385,0.08169250104733976,0.949492681156289
10,2,677,290,72,2.3344827586206898,0.5704672514139287,0.33448275862068966,4.027777777777778,4.521108570105854,0.16206896551724137,465,31.419354838709676,378,0.08311998634579279,0.9478964843551808
10,3,677,290,63,2.3344827586206898,0.54659503648929,0.2827586206896552,4.603174603174603,4.578647244162341,0.16206896551724137,465,32.74193548387097,380,0.08616298811544991,0.9475158951660233
10,4,677,290,62,2.3344827586206898,0.5749019621488749,0.3310344827586207,4.67741935483871,4.57402488739335,0.16206896551724137,465,31.193548387096776,373,0.08362881605119779,0.9459192044872046
10,5,677,290,63,2.3344827586206898,0.6154399946199725,0.33793103448275863,4.603174603174603,4.333519767933745,0.16206896551724137,465,32.193548387096776,381,0.08449750232833798,0.9494766224513226
11,1,855,182,30,4.697802197802198,0.9163725236511702,0.19230769230769232,6.066666666666666,4.016666368759168,0.23076923076923078,180,30.857142857142858,174,0.17733990147783252,0.8062002903068329
11,2,855,182,24,4.697802197802198,0.848867651132473,0.1813186813186813,7.583333333333333,4.056985801677805,0.23076923076923078,180,35.232142857142854,174,0.20248357963875205,0.7780101251298872
11,3,855,182,22,4.697802197802198,0.9562113878227491,0.23626373626373626,8.272727272727273,3.962002025379139,0.23076923076923078,180,36.142857142857146,179,0.20191540303272146,0.7863612162796711
11,4,855,182,26,4.697802197802198,0.81332392971348,0.19230769230769232,7,4.022183385137166,0.23076923076923078,180,35.857142857142854,177,0.20258272800645682,0.7713845667397841
11,5,855,182,27,4.697802197802198,0.7999790554715551,0.19230769230769232,6.7407407407407405,3.893965594964671,0.23076923076923078,180,33,178,0.1853932584269663,0.7880179597845774
12,1,557,263,27,2.11787072243346,0.6002022814399629,0.3688212927756654,9.74074074074074,2.846265640402228,0.07224334600760456,177,49.059701492537314,177,0.2771734547600978,0.7745286715880825
12,2,557,263,26,2.11787072243346,0.6086493894280539,0.376425855513308,10.115384615384615,2.5673483588041988,0.07224334600760456,177,49.69402985074627,177,0.28075723079517667,0.7714444721495669
12,3,557,263,26,2.11787072243346,0.5858531764046282,0.39543726235741444,10.115384615384615,2.639277410697491,0.07224334600760456,177,49.03731343283582,177,0.27704696854709504,0.7801722253366613
12,4,557,263,27,2.11787072243346,0.5829409725134472,0.38783269961977185,9.74074074074074,2.582849611277333,0.07224334600760456,177,50.350746268656714,177,0.2844674930432583,0.778353913581757
12,5,557,263,27,2.11787072243346,0.6100458693290015,0.40304182509505704,9.74074074074074,2.7075895031593546,0.07224334600760456,177,48.40298507462686,177,0.2734631925120162,0.7814915091089513
13,1,848,120,17,7.066666666666666,0.484239491964327,0.008333333333333333,7.0588235294117645,3.5389989953218253,0.10833333333333334,188,55.16326530612245,188,0.29342162396873644,0.7872563010523099
13,2,848,120,19,7.066666666666666,0.5099666013830493,0.016666666666666666,6.315789473684211,3.668739944146734,0.10833333333333334,188,54.88775510204081,188,0.2919561441597916,0.7836134276424346
13,3,848,120,16,7.066666666666666,0.5194477639951984,0.008333333333333333,7.5,3.466666666666667,0.10833333333333334,188,55.19387755102041,188,0.2935844550586192,0.7833816345778566
13,4,848,120,18,7.066666666666666,0.5838139435459988,0.03333333333333333,6.666666666666667,3.606244584051392,0.10833333333333334,188,54.13265306122449,188,0.28793964394268345,0.7913163046104719
13,5,848,120,17,7.066666666666666,0.5086449856468019,0,7.0588235294117645,3.5389989953218253,0.10833333333333334,188,54.95918367346939,188,0.292336083369518,0.7776167268107496
14,1,493,151,37,3.2649006622516556,0.5010432689006666,0.1456953642384106,4.081081081081081,4.139205884543368,0.3841059602649007,73,19.95098039215686,73,0.2733011012624228,0.7714597655610242
14,2,493,151,39,3.2649006622516556,0.6163440571331416,0.2119205298013245,3.871794871794872,4.209128710335664,0.3841059602649007,73,18,73,0.2465753424657534,0.7731897690647638
14,3,493,151,38,3.2649006622516556,0.5418234275523334,0.15894039735099338,3.973684210526316,4.280140408221835,0.3841059602649007,73,20.11764705882353,73,0.2755842062852538,0.7685015116053516
14,4,493,151,40,3.2649006622516556,0.569950360048557,0.2251655629139073,3.775,4.1800565632772795,0.3841059602649007,73,20.137254901960784,73,0.27585280687617514,0.7662510059312129
14,5,493,151,42,3.2649006622516556,0.5182238875472855,0.11258278145695365,3.5952380952380953,4.372075865271791,0.3841059602649007,73,21.647058823529413,73,0.29653505237711525,0.7470717914219129
15,1,508,100,16,5.08,0.9938212934126106,0.26,6.25,3.1475704916649603,0.14,248,116.92405063291139,248,0.4714679461004492,0.6088555635646538
15,2,508,100,9,5.08,1.304162089317453,0.36,11.11111111111111,2.5286013920742825,0.14,248,117.26582278481013,248,0.4728460596161699,0.6101859079286841
15,3,508,100,9,5.08,1.4100132302953587,0.4,11.11111111111111,2.4616457909293126,0.14,248,118.20253164556962,248,0.47662311147407105,0.6074978290585887
15,4,508,100,15,5.08,1.0278958069314499,0.24,6.666666666666667,3.2507691397575433,0.14,248,116.50632911392405,248,0.4697835851367905,0.6130534040210895
15,5,508,100,13,5.08,1.113441500238537,0.35,7.6923076923076925,3.020173836056461,0.14,248,119.11392405063292,248,0.48029808084932624,0.6000436768610581
16,1,425,175,46,2.4285714285714284,0.5341981811785306,0.22857142857142856,3.8043478260869565,4.1711156220943835,0.17142857142857143,214,5.91578947368421,136,0.0434984520123839,0.938085728927784
16,2,425,175,48,2.4285714285714284,0.524998508529083,0.2571428571428571,3.6458333333333335,3.740967898328791,0.17142857142857143,214,7.340425531914893,138,0.05263157894736842,0.9209564854016754
16,3,425,175,44,2.4285714285714284,0.5137414900295044,0.26857142857142857,3.977272727272727,3.885852254732528,0.17142857142857143,214,5.926315789473684,135,0.04389863547758285,0.9371216091628738
16,4,425,175,46,2.4285714285714284,0.578004334635903,0.2914285714285714,3.8043478260869565,3.9774105000256497,0.17142857142857143,214,7.978947368421053,139,0.057402499053388865,0.9004918690641481
16,5,425,175,50,2.4285714285714284,0.482440335755969,0.22285714285714286,3.5,4.067014639753179,0.17142857142857143,214,6.494736842105263,133,0.04883260783537792,0.9379508630630548
17,1,569,237,22,2.4008438818565403,0.5680318398796129,0.31223628691983124,10.772727272727273,2.6305298136968203,0.16033755274261605,263,102.15068493150685,263,0.38840564612740247,0.7333821915632108
17,2,569,237,22,2.4008438818565403,0.5602130774656535,0.31223628691983124,10.772727272727273,2.5845805327132996,0.16033755274261605,263,101.17123287671232,263,0.38468149382780353,0.7348630102981238
17,3,569,237,22,2.4008438818565403,0.577019840701119,0.29957805907172996,10.772727272727273,2.78995238846484,0.16033755274261605,263,102.16438356164383,263,0.3884577321735507,0.7376437530739397
17,4,569,237,22,2.4008438818565403,0.66353589993063,0.350210970464135,10.772727272727273,2.5220671389564493,0.16033755274261605,263,100.28767123287672,263,0.38132194385124224,0.7419706768480757
17,5,569,237,21,2.4008438818565403,0.6211930217602453,0.33755274261603374,11.285714285714286,2.5991105673031947,0.16033755274261605,263,100.65753424657534,263,0.38272826709724467,0.73585863492218
18,1,796,71,7,11.211267605633802,0.48102441606189206,0,10.142857142857142,2.3849025902554057,0.352112676056338,284,109.06306306306307,284,0.3840248699403629,0.7077522087579191
18,2,796,71,7,11.211267605633802,0.48385145842298477,0.014084507042253521,10.142857142857142,2.3849025902554057,0.352112676056338,284,109.95495495495496,284,0.3871653343484329,0.7051176541992953
18,3,796,71,9,11.211267605633802,0.47531989113328094,0,7.888888888888889,2.6197183098591545,0.352112676056338,284,108.73873873873873,284,0.38288288288288286,0.7050585396433452
18,4,796,71,6,11.211267605633802,0.38347321529310197,0,11.833333333333334,2.2424906095902335,0.352112676056338,284,109.61261261261261,284,0.3859599035655374,0.7104204612669553
18,5,796,71,6,11.211267605633802,0.4008621105805028,0,11.833333333333334,2.2424906095902335,0.352112676056338,284,108.30630630630631,284,0.38136023347290954,0.7097204368248011
19,1,877,17,2,51.588235294117645,0.43936792924000434,0,8.5,1.2478354962115545,0.4117647058823529,137,8.918604651162791,123,0.07250898090376252,0.9221459635125114
19,2,877,17,2,51.588235294117645,0.3425355606937007,0,8.5,1.2478354962115545,0.4117647058823529,137,9.372093023255815,124,0.0755813953488372,0.9238882038640186
19,3,877,17,2,51.588235294117645,0.3676027107230206,0,8.5,1.2478354962115545,0.4117647058823529,137,8.348837209302326,126,0.06626061277224068,0.9513570230073103
19,4,877,17,2,51.588235294117645,0.5448348695688846,0,8.5,1.2478354962115545,0.4117647058823529,137,9.406976744186046,132,0.07126497533474278,0.937912477753295
19,5,877,17,2,51.588235294117645,0.4116052892302751,0,8.5,1.2478354962115545,0.4117647058823529,137,7.895348837209302,119,0.06634746922024624,0.9405678531691439
20,1,426,37,3,11.513513513513514,0.47950410795628184,0,12.333333333333334,1.591614255603833,0.02702702702702703,36,9.512820512820513,36,0.26424501424501423,0.7937229313442691
20,2,426,37,4,11.513513513513514,0.4469333290258631,0,9.25,1.7837837837837838,0.02702702702702703,36,11.153846153846153,36,0.30982905982905984,0.748680400129424
20,3,426,37,5,11.513513513513514,0.4061583120412625,0,7.4,1.9338966291890072,0.02702702702702703,36,10.307692307692308,36,0.2863247863247863,0.7536311228379048
20,4,426,37,5,11.513513513513514,0.4737889443241616,0,7.4,1.9338966291890072,0.02702702702702703,36,10.743589743589743,36,0.2984330484330484,0.7566713853334113
20,5,426,37,6,11.513513513513514,0.5340829860241132,0,6.166666666666667,2.0522751898994196,0.02702702702702703,36,10.923076923076923,36,0.3034188034188034,0.7444819881358766
21,1,795,18,2,44.166666666666664,0.4355354392957975,0,9,1.257078722109418,0.05555555555555555,417,81.74193548387096,410,0.1993705743509048,0.8110846955569978
21,2,795,18,2,44.166666666666664,0.34715292146339916,0,9,1.257078722109418,0.05555555555555555,417,78.83870967741936,410,0.1922895357985838,0.8126789146280745
21,3,795,18,2,44.166666666666664,0.40977931087084324,0,9,1.257078722109418,0.05555555555555555,417,80.6774193548387,407,0.19822461757945628,0.8166013142510471
21,4,795,18,2,44.166666666666664,0.45497273376526026,0,9,1.257078722109418,0.05555555555555555,417,79.80645161290323,408,0.19560404807084122,0.8221802020744586
21,5,795,18,2,44.166666666666664,0.4060832011645986,0,9,1.257078722109418,0.05555555555555555,417,80.48387096774194,412,0.1953492013780144,0.8134529333877425
22,1,813,295,27,2.7559322033898304,0.5388754394538339,0.2033898305084746,10.925925925925926,3.189068377544648,0.11864406779661017,228,51.145833333333336,223,0.22935351270553064,0.8073863996556058
22,2,813,295,28,2.7559322033898304,0.5063116323518217,0.2033898305084746,10.535714285714286,3.3057208652733037,0.11864406779661017,228,53.625,222,0.24155405405405406,0.7887849246692299
22,3,813,295,28,2.7559322033898304,0.5089582144635335,0.17288135593220338,10.535714285714286,3.3607766843252307,0.11864406779661017,228,50.9375,224,0.22739955357142858,0.7961727107173643
22,4,813,295,29,2.7559322033898304,0.5479407397721788,0.22372881355932203,10.172413793103448,3.291497869084187,0.11864406779661017,228,52.229166666666664,219,0.23848934550989345,0.784146864437728
22,5,813,295,29,2.7559322033898304,0.5150806918388993,0.2,10.172413793103448,3.310735468711541,0.11864406779661017,228,50.416666666666664,220,0.22916666666666666,0.7909091743516009
23,1,636,111,22,5.72972972972973,0.6154537301517745,0.10810810810810811,5.045454545454546,3.716755287656684,0.27927927927927926,377,96.91588785046729,377,0.25707132055826865,0.8412594854379046
23,2,636,111,22,5.72972972972973,0.6397213628738848,0.09009009009009009,5.045454545454546,3.67270827637871,0.27927927927927926,377,90.72897196261682,377,0.24066040308386424,0.8549268883751134
23,3,636,111,21,5.72972972972973,0.7110613132519576,0.08108108108108109,5.285714285714286,3.7156019148290595,0.27927927927927926,377,96.92523364485982,377,0.25709611046381914,0.8459471934746801
23,4,636,111,19,5.72972972972973,0.7071562670893132,0.0990990990990991,5.842105263157895,3.5302889992032345,0.27927927927927926,377,94.04672897196262,377,0.24946081955427749,0.848567343194425
23,5,636,111,17,5.72972972972973,0.5807295029171777,0.04504504504504504,6.529411764705882,3.4523713868175943,0.27927927927927926,377,96.50467289719626,377,0.25598056471404845,0.8427567361724623
24,1,402,344,43,1.1686046511627908,0.40338751440071496,0.8546511627906976,8,1.0567949073450706,0.3866279069767442,80,5.155555555555556,74,0.0681551116333725,0.926646747566273
24,2,402,344,43,1.1686046511627908,0.3525533936720515,0.8459302325581395,8,1.1665603693071762,0.3866279069767442,80,4.380434782608695,77,0.056888763410502544,0.9397989161540851
24,3,402,344,43,1.1686046511627908,0.3525533936720515,0.8459302325581395,8,1.0655593210453684,0.3866279069767442,80,4.157303370786517,78,0.051560758082497216,0.9529373906483788
24,4,402,344,42,1.1686046511627908,0.32085079633575486,0.8313953488372093,8.19047619047619,1.0688946845537601,0.3866279069767442,80,4.5054945054945055,73,0.06104824300178678,0.9333700184719229
24,5,402,344,43,1.1686046511627908,0.35855770493152006,0.8488372093023255,8,0.9977653603356423,0.3866279069767442,80,4.932584269662922,76,0.06278604118993135,0.9376208963163054
25,1,187,80,36,2.3375,0.6199285902871826,0.2875,2.2222222222222223,3.3,0.075,47,6.3125,43,0.14680232558139536,0.8552198222194738
25,2,187,80,41,2.3375,0.6047957196959461,0.325,1.951219512195122,3.1215230657485136,0.075,47,7.125,47,0.15159574468085107,0.8315667063192432
25,3,187,80,34,2.3375,0.6310401357482269,0.3375,2.3529411764705883,3.3527973395360475,0.075,47,7.375,45,0.1638888888888889,0.8554513470731865
25,4,187,80,34,2.3375,0.6310401357482269,0.4,2.3529411764705883,3.3527973395360475,0.075,47,8.25,45,0.18333333333333332,0.8317898898234002
25,5,187,80,32,2.3375,0.5443132216050808,0.3375,2.5,3.3941125496954276,0.075,47,6.65625,46,0.14470108695652173,0.8490456919901972
26,1,966,274,25,3.5255474452554743,0.5070261030192675,0.10948905109489052,10.96,3.5219923590803273,0.3029197080291971,242,89.38666666666667,242,0.369366391184573,0.7478852893392561
26,2,966,274,25,3.5255474452554743,0.5531691692832478,0.1386861313868613,10.96,3.615495741292957,0.3029197080291971,242,93.84,242,0.38776859504132233,0.7344311588247854
26,3,966,274,26,3.5255474452554743,0.4770798587356313,0.10948905109489052,10.538461538461538,3.6318386543588663,0.3029197080291971,242,92.29333333333334,242,0.3813774104683196,0.740101524210998
26,4,966,274,26,3.5255474452554743,0.5064445316046674,0.09854014598540146,10.538461538461538,3.6313427719877893,0.3029197080291971,242,88.36,242,0.36512396694214877,0.743981377553379
26,5,966,274,26,3.5255474452554743,0.5070261030192675,0.09854014598540146,10.538461538461538,3.534742810235142,0.3029197080291971,242,90.4,242,0.37355371900826445,0.7449012969799251
27,1,978,114,12,8.578947368421053,0.8519101967522339,0.10526315789473684,9.5,3.066459359633034,0.10526315789473684,548,32.23809523809524,462,0.06977942692228406,0.9404343113790836
27,2,978,114,16,8.578947368421053,0.8492242431322563,0.10526315789473684,7.125,3.43859649122807,0.10526315789473684,548,32.214285714285715,452,0.07127054361567635,0.9392943042788618
27,3,978,114,14,8.578947368421053,0.9917400179548737,0.11403508771929824,8.142857142857142,3.211768673293404,0.10526315789473684,548,34,463,0.0734341252699784,0.9421502611310948
27,4,978,114,16,8.578947368421053,0.9702905849292935,0.08771929824561403,7.125,3.401349770398952,0.10526315789473684,548,33.04761904761905,452,0.0731142014327855,0.9382674920838605
27,5,978,114,16,8.578947368421053,0.831047852351863,0.13157894736842105,7.125,3.364081024717427,0.10526315789473684,548,33.785714285714285,461,0.07328788348311124,0.9392603760875289
28,1,477,252,14,1.8928571428571428,0.5757467459716997,0.44841269841269843,18,1.6435721872381717,0.3333333333333333,129,37.517857142857146,129,0.2908361018826135,0.7272555051668858
28,2,477,252,14,1.8928571428571428,0.5357291930738777,0.4365079365079365,18,1.613835009471777,0.3333333333333333,129,36.285714285714285,129,0.2812846068660022,0.718274699872599
28,3,477,252,14,1.8928571428571428,0.5209973865545715,0.4166666666666667,18,1.678448385818179,0.3333333333333333,129,34.25,128,0.267578125,0.7501839105458525
28,4,477,252,14,1.8928571428571428,0.5460086126682814,0.4603174603174603,18,1.610300414953918,0.3333333333333333,129,39.767857142857146,128,0.31068638392857145,0.7156259053299484
28,5,477,252,14,1.8928571428571428,0.5315617683703813,0.4166666666666667,18,1.6021708919311846,0.3333333333333333,129,39.625,129,0.3071705426356589,0.699003271031834
29,1,570,231,54,2.4675324675324677,0.5010024877318245,0.23376623376623376,4.277777777777778,4.370634025809983,0.12121212121212122,148,12.077922077922079,146,0.0827254936843978,0.9225690544868256
29,2,570,231,57,2.4675324675324677,0.5192008794036772,0.24242424242424243,4.052631578947368,4.394658068696141,0.12121212121212122,148,13.688311688311689,143,0.095722459358823,0.9080020174436473
29,3,570,231,53,2.4675324675324677,0.5499247208508766,0.2727272727272727,4.3584905660377355,4.330671673577614,0.12121212121212122,148,12.402597402597403,144,0.08612914862914862,0.9163166273481331
29,4,570,231,54,2.4675324675324677,0.581481866463723,0.27705627705627706,4.277777777777778,4.337956519992939,0.12121212121212122,148,13.7012987012987,146,0.09384451165273083,0.905862756139452
29,5,570,231,53,2.4675324675324677,0.5327768183234326,0.2683982683982684,4.3584905660377355,4.232310724450442,0.12121212121212122,148,13.96103896103896,145,0.09628302731751008,0.9102074793844172
30,1,632,51,6,12.392156862745098,0.7476629989121548,0.0196078431372549,8.5,2.1613144789263337,0.23529411764705882,72,4.338983050847458,70,0.06198547215496368,0.9449387320465175
30,2,632,51,6,12.392156862745098,0.8134046613377894,0,8.5,2.1613144789263337,0.23529411764705882,72,4.581196581196581,69,0.06583149103414394,0.9366979556331783
30,3,632,51,7,12.392156862745098,0.9635110945007771,0.058823529411764705,7.285714285714286,2.2826089742518034,0.23529411764705882,72,4.6173913043478265,72,0.0625,0.9428917684352083
30,4,632,51,4,12.392156862745098,0.805520865008541,0.058823529411764705,12.75,1.8431372549019607,0.23529411764705882,72,4.567796610169491,70,0.06525423728813559,0.9429658753917943
30,5,632,51,5,12.392156862745098,0.7348369062597999,0.0196078431372549,10.2,2.0168456267645163,0.23529411764705882,72,5.547008547008547,72,0.0763888888888889,0.9224462220208969
31,1,548,132,21,4.151515151515151,0.6073965573072638,0.09090909090909091,6.285714285714286,3.3812499522616517,0.32575757575757575,48,3.6470588235294117,36,0.10046296296296296,0.8380270411210421
31,2,548,132,21,4.151515151515151,0.6139242275446171,0.17424242424242425,6.285714285714286,3.3466401061363027,0.32575757575757575,48,2.466666666666667,35,0.06166666666666667,0.9109804232326723
31,3,548,132,18,4.151515151515151,0.6132023623893352,0.10606060606060606,7.333333333333333,3.2913906345476738,0.32575757575757575,48,2.8448275862068964,38,0.07236842105263158,0.8865904825662226
31,4,548,132,20,4.151515151515151,0.7643198413898824,0.19696969696969696,6.6,3.2259040459433925,0.32575757575757575,48,4.109243697478991,38,0.10723684210526316,0.852909629904301
31,5,548,132,20,4.151515151515151,0.6750858690679626,0.16666666666666666,6.6,3.2981322417960817,0.32575757575757575,48,4.369747899159663,42,0.10317460317460317,0.8316849146421862
32,1,307,92,28,3.3369565217391304,0.5128869407578767,0.07608695652173914,3.2857142857142856,3.5034114858930723,0.32608695652173914,72,19.765432098765434,72,0.274519890260631,0.7805399556822739
32,2,307,92,28,3.3369565217391304,0.5205265888733737,0.13043478260869565,3.2857142857142856,3.621854827040111,0.32608695652173914,72,17.71604938271605,72,0.24605624142661178,0.8072092448750232
32,3,307,92,33,3.3369565217391304,0.5280557219160935,0.11956521739130435,2.787878787878788,3.6840130015841703,0.32608695652173914,72,19.333333333333332,72,0.2685185185185185,0.7773211052074409
