alpha_q0_spearman,bray_spearman,jaccard_spearman,sorensen_spearman,world_id,replicate_id,scenario
0.7642008801258711,0.9851662206051554,0.6028325709528609,0.6028325709528609,2,1,observed_congeneric_error
0.7688137172031073,0.9934607131601368,0.6678485593334981,0.6678485593334981,2,1,regional_congeneric_error
0.8000289439281022,0.9854801043723097,0.6362560128843193,0.6362560128843193,2,1,rare_weighted_error
0.9771955313496549,0.9829483674325662,0.9499109052381446,0.9499109052381446,2,1,mixed_rtu_reporting
0.9780068781110974,0.9769407862387304,0.9519382042809412,0.9519382042809412,2,1,drop_unresolved
0.9990018473725177,0.9980771350160754,0.9965520750030504,0.9965520750030504,2,1,rare_species_to_genus
0.9745561331118984,0.9415495832332189,0.9499747126946136,0.9499747126946136,2,1,difficult_genera_to_genus
0.690219629868647,0.6301953053000935,0.5729505618956657,0.5729505618956657,2,1,genus_level
0.14266351533197721,0.1633923541811401,0.12692100938170478,0.12692100938170478,2,1,family_level
0.782062958480086,0.982954856799879,0.5986997022299926,0.5986997022299926,2,2,observed_congeneric_error
0.8932080240381252,0.9926623104163455,0.6325596147862625,0.6325596147862625,2,2,regional_congeneric_error
0.7849421225613735,0.9806172173040486,0.6049133282647884,0.6049133282647884,2,2,rare_weighted_error
0.9719182501395756,0.9804809305969823,0.9457213323146986,0.9457213323146986,2,2,mixed_rtu_reporting
0.9719947299616107,0.9732340912467908,0.9460634256719306,0.9460634256719306,2,2,drop_unresolved
0.9994750772805204,0.9989973654060708,0.9981429031064931,0.9981429031064931,2,2,rare_species_to_genus
0.923375386491827,0.8472184425541721,0.8817582379687027,0.8817582379687027,2,2,difficult_genera_to_genus
0.6627501489961055,0.5913927377401598,0.5500216244237509,0.5500216244237509,2,2,genus_level
0.022050568990895605,0.017386014718077103,0.03104951131395087,0.03104951131395087,2,2,family_level
0.8479910072001201,0.9855847741336192,0.6133466273615974,0.6133466273615974,2,3,observed_congeneric_error
0.8435515484343699,0.9930986761590543,0.6482543058456027,0.6482543058456027,2,3,regional_congeneric_error
0.8431060491001142,0.9828514238238973,0.5905512515353745,0.5905512515353745,2,3,rare_weighted_error
0.9794528318993696,0.9825651127097722,0.9467510885992091,0.9467510885992091,2,3,mixed_rtu_reporting
0.9766756019535922,0.9761574911047439,0.9421046116782782,0.9421046116782782,2,3,drop_unresolved
0.9993157827382642,0.9979442558053877,0.996001634845944,0.996001634845944,2,3,rare_species_to_genus
0.9403028724813035,0.9062578269847789,0.9014542745266818,0.9014542745266818,2,3,difficult_genera_to_genus
0.7597629729322142,0.6562536153708259,0.5151395158045426,0.5151395158045426,2,3,genus_level
0.25530256593600553,0.235601021367725,0.14601719938167718,0.14601719938167718,2,3,family_level
0.7528350744461614,0.984114013736623,0.6055287100519814,0.6055287100519814,2,4,observed_congeneric_error
0.8262696584753788,0.9926967393653536,0.6456637348392773,0.6456637348392773,2,4,regional_congeneric_error
0.8122503258276459,0.9838549430290082,0.5964338657807142,0.5964338657807142,2,4,rare_weighted_error
0.9800249602689187,0.9813503604479626,0.9509556860935774,0.9509556860935774,2,4,mixed_rtu_reporting
0.9794186291076319,0.9754189752842358,0.9510044431236191,0.9510044431236191,2,4,drop_unresolved
0.9994728325313976,0.9985548446685765,0.996479879072883,0.996479879072883,2,4,rare_species_to_genus
0.9663110037079147,0.9267930387833709,0.9289839919978105,0.9289839919978105,2,4,difficult_genera_to_genus
0.6070822806792919,0.6059845323175777,0.4919265292039911,0.4919265292039911,2,4,genus_level
0.14609775659010266,0.11637094609456838,0.11511999278233347,0.11511999278233347,2,4,family_level
0.7709184749001814,0.9843210616940182,0.546931331519461,0.546931331519461,2,5,observed_congeneric_error
0.8132504032629764,0.9930544404622502,0.6128397176058125,0.6128397176058125,2,5,regional_congeneric_error
0.799533718549115,0.9832243928030009,0.5466056697042672,0.5466056697042672,2,5,rare_weighted_error
0.9653939189199892,0.9794725692916094,0.9456150847378776,0.9456150847378776,2,5,mixed_rtu_reporting
0.965727850255066,0.974298872230372,0.9453688657336845,0.9453688657336845,2,5,drop_unresolved
0.998428861683427,0.9984383315639169,0.9968933348678515,0.9968933348678515,2,5,rare_species_to_genus
0.9620980589991976,0.940446732166134,0.9457056050143393,0.9457056050143393,2,5,difficult_genera_to_genus
0.6240229753798399,0.5741837238901658,0.5052148130619885,0.5052148130619885,2,5,genus_level
0.30535415284970086,0.07903740611124935,0.1663557146804105,0.1663557146804105,2,5,family_level
0.9554909479510384,0.9795968956567088,0.7342611441509652,0.7342611441509652,3,1,observed_congeneric_error
0.9245783383987755,0.9850316671782838,0.7577420066278732,0.7577420066278732,3,1,regional_congeneric_error
0.9491845259379105,0.976383428906576,0.7256246505407244,0.7256246505407244,3,1,rare_weighted_error
0.9705439758825237,0.9725211645149131,0.8865278820766267,0.8865278820766267,3,1,mixed_rtu_reporting
0.9733933429088474,0.9596558534083466,0.8907487862696682,0.8907487862696682,3,1,drop_unresolved
0.9999999999999998,0.9999315503709232,0.9992764434226228,0.9992764434226228,3,1,rare_species_to_genus
0.9901949216296765,0.9207218047744749,0.915945931971052,0.915945931971052,3,1,difficult_genera_to_genus
0.9104771790158759,0.7066489963912675,0.6406825930986543,0.6406825930986543,3,1,genus_level
0.5125388825860487,0.16115785394776155,0.2304622539562683,0.2304622539562683,3,1,family_level
0.928841545123848,0.9807105842730041,0.7337351707830779,0.7337351707830779,3,2,observed_congeneric_error
0.8992555843116359,0.9856443748099049,0.7733624277968878,0.7733624277968878,3,2,regional_congeneric_error
0.9482221828693514,0.9804187911044057,0.7412150139781112,0.7412150139781112,3,2,rare_weighted_error
0.9718167731724537,0.9707500132113323,0.8931840772361218,0.8931840772361218,3,2,mixed_rtu_reporting
0.9800657205176816,0.9569868029231487,0.8848573257541087,0.8848573257541087,3,2,drop_unresolved
1,0.9999580720141332,0.9997626115806534,0.9997626115806534,3,2,rare_species_to_genus
0.971667797013283,0.8652406852300778,0.8655010003652702,0.8655010003652702,3,2,difficult_genera_to_genus
0.9135250607659999,0.6968118710038221,0.6352946919883304,0.6352946919883304,3,2,genus_level
0.5636168723187768,0.33111529876945656,0.3358879007928505,0.3358879007928505,3,2,family_level
0.9355778019644415,0.9765644533804694,0.7354534143940947,0.7354534143940947,3,3,observed_congeneric_error
0.8961593077034957,0.9839081263240005,0.7657945092548802,0.7657945092548802,3,3,regional_congeneric_error
0.9252410266258547,0.9766450125971159,0.7167732765495333,0.7167732765495333,3,3,rare_weighted_error
0.9797707627533776,0.9684913571142886,0.8970881736744364,0.8970881736744364,3,3,mixed_rtu_reporting
0.9685575679651046,0.9488087542297435,0.9006405982088928,0.9006405982088928,3,3,drop_unresolved
1,0.9999351711396897,0.999374509394231,0.999374509394231,3,3,rare_species_to_genus
0.9660904162398767,0.8446146294855162,0.883484932491172,0.883484932491172,3,3,difficult_genera_to_genus
0.8972804683242185,0.6545629545383641,0.6848046967485728,0.6848046967485728,3,3,genus_level
0.5510283461859264,0.27282636157309104,0.3279757740336877,0.3279757740336877,3,3,family_level
0.9104988674018649,0.9822558390483836,0.7608558731767464,0.7608558731767464,3,4,observed_congeneric_error
0.9332262358845176,0.9856119925327936,0.7898174708409805,0.7898174708409805,3,4,regional_congeneric_error
0.9048353088096659,0.9802986389837043,0.7338236273634613,0.7338236273634613,3,4,rare_weighted_error
0.9733906384898812,0.9709363643216053,0.9064881129268192,0.9064881129268192,3,4,mixed_rtu_reporting
0.9722281538172425,0.9585616320064874,0.8851580139024812,0.8851580139024812,3,4,drop_unresolved
1,0.999949020912005,0.9996138124868231,0.9996138124868231,3,4,rare_species_to_genus
0.9671648549222425,0.896357853157946,0.8899807025222934,0.8899807025222934,3,4,difficult_genera_to_genus
0.904340131193864,0.7293875663439995,0.6495413922340836,0.6495413922340836,3,4,genus_level
0.6641188756384278,0.32240876552424036,0.43349193323346924,0.43349193323346924,3,4,family_level
0.9153192225487614,0.978708296941334,0.7026856365540737,0.7026856365540737,3,5,observed_congeneric_error
0.8577368780129836,0.9836021621537225,0.7813950467957301,0.7813950467957301,3,5,regional_congeneric_error
0.9192667785578789,0.9801926979355354,0.6990972558772535,0.6990972558772535,3,5,rare_weighted_error
0.9595584460037653,0.9739583978310291,0.8955193890327586,0.8955193890327586,3,5,mixed_rtu_reporting
0.9625504963697038,0.9581612829820487,0.8912158804380503,0.8912158804380503,3,5,drop_unresolved
1,0.9999563848404411,0.999524471713668,0.999524471713668,3,5,rare_species_to_genus
0.9494256395353022,0.8618128685823064,0.8542201479085364,0.8542201479085364,3,5,difficult_genera_to_genus
0.8659453141482046,0.6702064444747771,0.5964728021506353,0.5964728021506353,3,5,genus_level
0.6726057712805064,0.19992463805176,0.35454974591348415,0.35454974591348415,3,5,family_level
0.9295520858541312,NA,NA,NA,4,1,observed_congeneric_error
0.8817762720319513,NA,NA,NA,4,1,regional_congeneric_error
0.9129089606160383,NA,NA,NA,4,1,rare_weighted_error
0.9728147303595447,NA,NA,NA,4,1,mixed_rtu_reporting
0.9526450770820564,NA,NA,NA,4,1,drop_unresolved
1,NA,NA,NA,4,1,rare_species_to_genus
1,NA,NA,NA,4,1,difficult_genera_to_genus
0.994713422994953,NA,NA,NA,4,1,genus_level
0.6977008377639582,NA,NA,NA,4,1,family_level
0.9711439706600224,NA,NA,NA,4,2,observed_congeneric_error
0.9236459230982669,NA,NA,NA,4,2,regional_congeneric_error
0.9704333197886128,NA,NA,NA,4,2,rare_weighted_error
0.9797548900884707,NA,NA,NA,4,2,mixed_rtu_reporting
0.9745216474091796,NA,NA,NA,4,2,drop_unresolved
0.9999999999999998,NA,NA,NA,4,2,rare_species_to_genus
0.9999999999999998,NA,NA,NA,4,2,difficult_genera_to_genus
0.9999999999999998,NA,NA,NA,4,2,genus_level
0.9282212090901237,NA,NA,NA,4,2,family_level
0.9624993693350978,NA,NA,NA,4,3,observed_congeneric_error
0.906587190779337,NA,NA,NA,4,3,regional_congeneric_error
0.963954064378691,NA,NA,NA,4,3,rare_weighted_error
0.9739796726704703,NA,NA,NA,4,3,mixed_rtu_reporting
0.9611342634607483,NA,NA,NA,4,3,drop_unresolved
1,NA,NA,NA,4,3,rare_species_to_genus
1,NA,NA,NA,4,3,difficult_genera_to_genus
0.9965614507890969,NA,NA,NA,4,3,genus_level
0.9029585235157336,NA,NA,NA,4,3,family_level
0.985045590139785,NA,NA,NA,4,4,observed_congeneric_error
0.8975681523708856,NA,NA,NA,4,4,regional_congeneric_error
0.9887859629572776,NA,NA,NA,4,4,rare_weighted_error
0.9697353887206235,NA,NA,NA,4,4,mixed_rtu_reporting
0.9739507086891883,NA,NA,NA,4,4,drop_unresolved
1,NA,NA,NA,4,4,rare_species_to_genus
1,NA,NA,NA,4,4,difficult_genera_to_genus
1,NA,NA,NA,4,4,genus_level
0.8354754371863445,NA,NA,NA,4,4,family_level
0.9758365297093616,NA,NA,NA,4,5,observed_congeneric_error
0.9269089606509164,NA,NA,NA,4,5,regional_congeneric_error
0.9694817837962383,NA,NA,NA,4,5,rare_weighted_error
0.9637248006892682,NA,NA,NA,4,5,mixed_rtu_reporting
0.9606422176310879,NA,NA,NA,4,5,drop_unresolved
0.9999999999999998,NA,NA,NA,4,5,rare_species_to_genus
0.9999999999999998,NA,NA,NA,4,5,difficult_genera_to_genus
0.994397595273437,NA,NA,NA,4,5,genus_level
0.8730185646284345,NA,NA,NA,4,5,family_level
0.9053363270854861,0.9914279351720695,0.6819292312283878,0.6819292312283878,5,1,observed_congeneric_error
0.9313761254898576,0.9970183739897732,0.7354080594011074,0.7354080594011074,5,1,regional_congeneric_error
0.9008901777109388,0.9912148096893842,0.6617992090789493,0.6617992090789493,5,1,rare_weighted_error
0.9878274683070276,0.989114825996595,0.963742241247517,0.963742241247517,5,1,mixed_rtu_reporting
0.9877020685733676,0.9867121405685537,0.9634422950480407,0.9634422950480407,5,1,drop_unresolved
0.9996201368011266,0.9997128757916284,0.9991625020161924,0.9991625020161924,5,1,rare_species_to_genus
0.9687925770182912,0.9411753527216237,0.9389129397478116,0.9389129397478116,5,1,difficult_genera_to_genus
0.8518417367211033,0.7291891441025518,0.6924326770893784,0.6924326770893784,5,1,genus_level
0.3117159705157758,0.3434414282847097,0.221084234611217,0.221084234611217,5,1,family_level
0.8666755347896562,0.9924511806556676,0.623592188949616,0.623592188949616,5,2,observed_congeneric_error
0.89331425596205,0.9969284785482355,0.6907603215761008,0.6907603215761008,5,2,regional_congeneric_error
0.8837897166254465,0.9920838789828001,0.5959498690077675,0.5959498690077675,5,2,rare_weighted_error
0.97371765142108,0.988556118680783,0.9583650553729685,0.9583650553729685,5,2,mixed_rtu_reporting
0.9753090835933952,0.9864913939267993,0.9593590895669764,0.9593590895669764,5,2,drop_unresolved
0.9992867337591104,0.9995355620453328,0.9987508394316593,0.9987508394316593,5,2,rare_species_to_genus
0.9612042271590807,0.9357638132842271,0.9405706211781807,0.9405706211781807,5,2,difficult_genera_to_genus
0.7329571967670625,0.6883588697103921,0.624119670698054,0.624119670698054,5,2,genus_level
0.3047704457252611,0.24335581820500365,0.16057605500331446,0.16057605500331446,5,2,family_level
0.9121673122950934,0.9914890178335903,0.615906659833132,0.615906659833132,5,3,observed_congeneric_error
0.9186873601753848,0.9968195802998491,0.6903280153855217,0.6903280153855217,5,3,regional_congeneric_error
0.9134337475892385,0.9912839125734157,0.5960465310482289,0.5960465310482289,5,3,rare_weighted_error
0.9892922086562943,0.9885336669854535,0.9679633440856457,0.9679633440856457,5,3,mixed_rtu_reporting
0.9878015719941883,0.987475806380495,0.9672953432304494,0.9672953432304494,5,3,drop_unresolved
0.9994806693721354,0.9996475961679476,0.9991935884700777,0.9991935884700777,5,3,rare_species_to_genus
0.9680276273418621,0.9260099134063708,0.9339674572982545,0.9339674572982545,5,3,difficult_genera_to_genus
0.8344848982621578,0.6698490245709581,0.6225772730892658,0.6225772730892658,5,3,genus_level
0.35594946023407303,0.22765690320829285,0.19377093603729675,0.19377093603729675,5,3,family_level
0.933098107094534,0.9917962193126133,0.6617318646207615,0.6617318646207615,5,4,observed_congeneric_error
0.9408522351522717,0.9967745778817519,0.7286102012762654,0.7286102012762654,5,4,regional_congeneric_error
0.9285867305885608,0.9902736372819148,0.6457814474634175,0.6457814474634175,5,4,rare_weighted_error
0.9893072244352505,0.9889403610220628,0.9560546244432117,0.9560546244432117,5,4,mixed_rtu_reporting
0.9887838510770522,0.9871164290189771,0.9558570896012573,0.9558570896012573,5,4,drop_unresolved
0.999954539739221,0.999762179533606,0.9994127445694593,0.9994127445694593,5,4,rare_species_to_genus
0.9796273382226731,0.9314951225131658,0.9375183772556237,0.9375183772556237,5,4,difficult_genera_to_genus
0.858436079253872,0.7231057022345081,0.6126810538923828,0.6126810538923828,5,4,genus_level
0.15035066444954853,0.34495382271258207,0.16005378604135578,0.16005378604135578,5,4,family_level
0.8942411440790754,0.9906375024920263,0.6322097668473939,0.6322097668473939,5,5,observed_congeneric_error
0.9147753080604438,0.9967553731499227,0.7007213181384473,0.7007213181384473,5,5,regional_congeneric_error
0.8725450086949289,0.9911281383192226,0.6192119606057321,0.6192119606057321,5,5,rare_weighted_error
0.9876688456236858,0.9895230202990392,0.9595355011411609,0.9595355011411609,5,5,mixed_rtu_reporting
0.9876802108243365,0.9873454027955396,0.9590375130576305,0.9590375130576305,5,5,drop_unresolved
0.9989627735387332,0.998323006932528,0.9964309076871005,0.9964309076871005,5,5,rare_species_to_genus
0.9296724280306189,0.8895224264611491,0.881342723993887,0.881342723993887,5,5,difficult_genera_to_genus
0.8275564611484532,0.7178421667196343,0.577820724262942,0.577820724262942,5,5,genus_level
0.3685468425594685,0.3601142452218664,0.21837289294893425,0.21837289294893425,5,5,family_level
0.9102672994390303,0.9950885865288356,0.8414162942879905,0.8414162942879905,6,1,observed_congeneric_error
0.8302039932504699,0.9946716100353199,0.7601683370754763,0.7601683370754763,6,1,regional_congeneric_error
0.9079196767460604,0.9926667479996182,0.8256865037623159,0.8256865037623159,6,1,rare_weighted_error
0.9773792999964666,0.991938008830963,0.9709113016843023,0.9709113016843023,6,1,mixed_rtu_reporting
0.9700620315283609,0.9807018842196766,0.9653203583009468,0.9653203583009468,6,1,drop_unresolved
0.9999999999999998,0.9999999999999999,1,1,6,1,rare_species_to_genus
0.9821552553629622,0.9934152992460903,0.980612983085515,0.980612983085515,6,1,difficult_genera_to_genus
0.9313715532423262,0.9560124363285316,0.9122538868744233,0.9122538868744233,6,1,genus_level
0.6010677626693467,0.6168087825655965,0.561635749935747,0.561635749935747,6,1,family_level
0.9612845099303124,0.9951182857912735,0.8581614723468295,0.8581614723468295,6,2,observed_congeneric_error
0.8707909832290458,0.9958704673549903,0.8348546944315762,0.8348546944315762,6,2,regional_congeneric_error
0.9575167182259379,0.9941971560661653,0.8444245851878149,0.8444245851878149,6,2,rare_weighted_error
0.9792856251731291,0.9951773995517385,0.9765048478984945,0.9765048478984945,6,2,mixed_rtu_reporting
0.987081909472825,0.986484015477976,0.9763290062822844,0.9763290062822844,6,2,drop_unresolved
1,1,1,1,6,2,rare_species_to_genus
0.995021846190161,0.9956338950941306,0.9915661179088495,0.9915661179088495,6,2,difficult_genera_to_genus
0.9652460064656466,0.9642796703670453,0.9272720060271045,0.9272720060271045,6,2,genus_level
0.6314469921233984,0.6423349282716211,0.6246069263330719,0.6246069263330719,6,2,family_level
0.9329775926650858,0.9974033716698572,0.8856448549957686,0.8856448549957686,6,3,observed_congeneric_error
0.8258003211226983,0.9969123192449225,0.8407056863280468,0.8407056863280468,6,3,regional_congeneric_error
0.9330134145308262,0.9966501229212468,0.87136354065004,0.87136354065004,6,3,rare_weighted_error
0.9782235133203718,0.9959915286102334,0.9771275379444778,0.9771275379444778,6,3,mixed_rtu_reporting
0.9879488464516023,0.9867965209721697,0.9752629067868268,0.9752629067868268,6,3,drop_unresolved
1,1,1,1,6,3,rare_species_to_genus
0.9889860778287811,0.9973228737876457,0.983958874013709,0.983958874013709,6,3,difficult_genera_to_genus
0.9677851980858194,0.9843316544219073,0.9355281434077966,0.9355281434077966,6,3,genus_level
0.6515549280555496,0.598237511380419,0.5722017488954053,0.5722017488954053,6,3,family_level
0.8627459969374518,0.9912948187776446,0.7088518227883426,0.7088518227883426,6,4,observed_congeneric_error
0.8912217844222989,0.9925610893897433,0.7519794319342348,0.7519794319342348,6,4,regional_congeneric_error
0.8780421937862042,0.9894001356650819,0.6912920953498987,0.6912920953498987,6,4,rare_weighted_error
0.9747306509976259,0.9906116158742415,0.9475061666963599,0.9475061666963599,6,4,mixed_rtu_reporting
0.9779909606107828,0.9814566531660298,0.9467781696000721,0.9467781696000721,6,4,drop_unresolved
1,1,1,1,6,4,rare_species_to_genus
0.9893079743944038,0.9952343919189088,0.9745689129486529,0.9745689129486529,6,4,difficult_genera_to_genus
0.9172727373270171,0.878416706426647,0.7876858117270548,0.7876858117270548,6,4,genus_level
0.697385271495877,0.5499750044356101,0.5623649822111081,0.5623649822111081,6,4,family_level
0.9269895046142923,0.9901655742623772,0.7812245880189197,0.7812245880189197,6,5,observed_congeneric_error
0.8161456407337114,0.9923830321136545,0.7701536774106363,0.7701536774106363,6,5,regional_congeneric_error
0.9185962323221398,0.9909454495895881,0.7723084478379137,0.7723084478379137,6,5,rare_weighted_error
0.9811077488776592,0.9915315225601444,0.9600301229769281,0.9600301229769281,6,5,mixed_rtu_reporting
0.9762232427825204,0.9803023709064933,0.9592070731655529,0.9592070731655529,6,5,drop_unresolved
1,1,1,1,6,5,rare_species_to_genus
0.9755095122965414,0.9556847135861223,0.943985468463573,0.943985468463573,6,5,difficult_genera_to_genus
0.9459244077114508,0.9013847020233099,0.85287845125736494,0.85287845125736494,6,5,genus_level
0.6975630934441708,0.6114977212739868,0.5569974488009392,0.5569974488009392,6,5,family_level
1,1,0.9999999999999999,0.9999999999999999,7,1,observed_congeneric_error
1,1,0.9999999999999999,0.9999999999999999,7,1,regional_congeneric_error
1,1,0.9999999999999999,0.9999999999999999,7,1,rare_weighted_error
0.9955340089219673,0.9983340459548131,0.9922667839005617,0.9922667839005617,7,1,mixed_rtu_reporting
0.9976304423796909,0.9943884160440678,0.9962413539163371,0.9962413539163371,7,1,drop_unresolved
1,1,0.9999999999999999,0.9999999999999999,7,1,rare_species_to_genus
1,1,0.9999999999999999,0.9999999999999999,7,1,difficult_genera_to_genus
1,1,0.9999999999999999,0.9999999999999999,7,1,genus_level
0.9134518845635454,0.6360273477113627,0.6149074381329727,0.6149074381329727,7,1,family_level
1,0.9999999999999999,0.9999999999999999,0.9999999999999999,7,2,observed_congeneric_error
1,0.9999999999999999,0.9999999999999999,0.9999999999999999,7,2,regional_congeneric_error
1,0.9999999999999999,0.9999999999999999,0.9999999999999999,7,2,rare_weighted_error
0.9952191660199308,0.9990732793528792,0.9956660560934952,0.9956660560934952,7,2,mixed_rtu_reporting
0.9939011375912659,0.9949338060808308,0.991417429378097,0.991417429378097,7,2,drop_unresolved
1,0.9999999999999999,0.9999999999999999,0.9999999999999999,7,2,rare_species_to_genus
1,0.9999999999999999,0.9999999999999999,0.9999999999999999,7,2,difficult_genera_to_genus
1,0.9999999999999999,0.9999999999999999,0.9999999999999999,7,2,genus_level
0.9393190397188796,0.6610011444010881,0.6549776963790452,0.6549776963790452,7,2,family_level
1,0.9999999999999999,1,1,7,3,observed_congeneric_error
1,0.9999999999999999,1,1,7,3,regional_congeneric_error
1,0.9999999999999999,1,1,7,3,rare_weighted_error
0.9874832888480235,0.9990428956396401,0.9938293627475955,0.9938293627475955,7,3,mixed_rtu_reporting
0.9938080948292617,0.9953364078142279,0.9958365819145024,0.9958365819145024,7,3,drop_unresolved
1,0.9999999999999999,1,1,7,3,rare_species_to_genus
1,0.9999999999999999,1,1,7,3,difficult_genera_to_genus
1,0.9999999999999999,1,1,7,3,genus_level
0.8992354131627986,0.6512797601599528,0.6163883109196026,0.6163883109196026,7,3,family_level
1,1,0.9999999999999999,0.9999999999999999,7,4,observed_congeneric_error
1,1,0.9999999999999999,0.9999999999999999,7,4,regional_congeneric_error
1,1,0.9999999999999999,0.9999999999999999,7,4,rare_weighted_error
0.9975876244056088,0.9991396218661427,0.994253362607179,0.994253362607179,7,4,mixed_rtu_reporting
0.9982025018896717,0.9953670880839395,0.9964722667122988,0.9964722667122988,7,4,drop_unresolved
1,1,0.9999999999999999,0.9999999999999999,7,4,rare_species_to_genus
1,1,0.9999999999999999,0.9999999999999999,7,4,difficult_genera_to_genus
1,1,0.9999999999999999,0.9999999999999999,7,4,genus_level
0.9280227810358792,0.6409184335487059,0.6278845523376054,0.6278845523376054,7,4,family_level
1,1,1,1,7,5,observed_congeneric_error
1,1,1,1,7,5,regional_congeneric_error
1,1,1,1,7,5,rare_weighted_error
0.9920466152058456,0.9990595123030959,0.9907783920446145,0.9907783920446145,7,5,mixed_rtu_reporting
0.9934629655392967,0.9943073742578227,0.9930670703134481,0.9930670703134481,7,5,drop_unresolved
1,1,1,1,7,5,rare_species_to_genus
1,1,1,1,7,5,difficult_genera_to_genus
1,1,1,1,7,5,genus_level
0.8495088325169496,0.6725990024738724,0.6323051747963432,0.6323051747963432,7,5,family_level
0.9624268313215208,0.9889265176864178,0.9031525816093188,0.9031525816093188,8,1,observed_congeneric_error
0.9249110320284698,0.9914658901017006,0.9252983742269555,0.9252983742269555,8,1,regional_congeneric_error
0.9780519703425177,0.9894271105251056,0.905948535920647,0.905948535920647,8,1,rare_weighted_error
0.9938908659549229,0.9888610355113351,0.9702945999253796,0.9702945999253796,8,1,mixed_rtu_reporting
