delta_alpha_pct,delta_gamma_pct,delta_occupancy_pct,beta_signature,taxon,n_sites,n_observed_species_from_community,regional_observed_species_ratio,regional_mean_species_per_genus,regional_mean_genera_per_family,observed_mean_occupancy,replicate_id,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,output_type,metric,baseline,target,delta,relative_delta_pct,alpha_q0_spearman,bray_spearman,jaccard_spearman,sorensen_spearman,requested_mean_error,realised_mean_error,candidate_pool,rarity_exponent,difficulty_multiplier,n_eligible_source_species,n_moved_individuals,workflow,realised_unresolved_rate
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect,mean_sorensen,0.7977595655862603,0.7959485983166864,-0.00181096726957386,-0.2270066505868858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,stability,NA,NA,NA,NA,NA,0.9879160428759616,0.9971504536868047,0.9758569592491086,0.9758569592491086,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,process,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.0026200873362445414,observed,0.5,1,7,9,species,0
12.662337662337658,87.87878787878788,-40.03456221198157,apparent_differentiation,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,blowes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,effect,alpha_q0,4.529411764705882,5.102941176470588,0.5735294117647056,12.662337662337658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,effect,alpha_q1,3.4221719124614234,3.5640357826456515,0.14186387018422808,4.145433771683066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,effect,alpha_q2,2.9674237387971725,3.0290713954473216,0.06164765665014915,2.077480740082563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,effect,gamma,33,62,29,87.87878787878788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,effect,mean_occupancy,0.13725490196078433,0.08230550284629981,-0.054949399114484515,-40.03456221198157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,effect,mean_bray_curtis,0.867064168530084,0.8685917731092843,0.0015276045792003146,0.17618126023936972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,effect,mean_jaccard,0.8759318734626022,0.8891511583010494,0.013219284838447254,1.5091681486815596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,effect,mean_sorensen,0.7977595655862603,0.8160674250984207,0.018307859512160407,2.2949094316037773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,stability,NA,NA,NA,NA,NA,0.963592726304518,0.9994208984802871,0.9874854711273381,0.9874854711273381,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,process,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.011935953420669578,regional,0,4,29,41,species,0
4.8701298701298725,0,4.870129870129869,apparent_homogenisation,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,blowes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect,alpha_q0,4.529411764705882,4.75,0.22058823529411775,4.8701298701298725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect,alpha_q1,3.4221719124614234,3.4855772479364004,0.06340533547497706,1.8527805468829381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect,alpha_q2,2.9674237387971725,2.9950362369767025,0.027612498179530043,0.9305209033180615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect,gamma,33,33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect,mean_occupancy,0.13725490196078433,0.14393939393939395,0.006684491978609625,4.870129870129869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect,mean_bray_curtis,0.867064168530084,0.8665428663089465,-5.21302221137443e-4,-0.06012268065709553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect,mean_jaccard,0.8759318734626022,0.8760167078541685,8.483439156636852e-5,0.009685044480801226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect,mean_sorensen,0.7977595655862603,0.7971900357555514,-5.695298307089036e-4,-0.07139116286125201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,stability,NA,NA,NA,NA,NA,0.9892149290215814,0.9962128970518462,0.9742352351841711,0.9742352351841711,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,process,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.005240174672489083,observed,0,1,7,18,species,0
27.92207792207792,163.63636363636363,-51.47783251231527,apparent_differentiation,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,blowes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,effect,alpha_q0,4.529411764705882,5.794117647058823,1.2647058823529411,27.92207792207792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,effect,alpha_q1,3.4221719124614234,3.782719857451115,0.3605479449896918,10.53564678258273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,effect,alpha_q2,2.9674237387971725,3.139777775894733,0.17235403709756048,5.808204431478437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,effect,gamma,33,87,54,163.63636363636363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,effect,mean_occupancy,0.13725490196078433,0.06659905341446924,-0.07065584854631508,-51.47783251231527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,effect,mean_bray_curtis,0.867064168530084,0.8707205187422601,0.0036563502121761404,0.4216931508511851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,effect,mean_jaccard,0.8759318734626022,0.9029148382224594,0.026982964759857286,3.0804866882160926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,effect,mean_sorensen,0.7977595655862603,0.835038229751819,0.037278664165558695,4.672919733424095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,stability,NA,NA,NA,NA,NA,0.9249647338062393,0.9966676364939736,0.9626133826293939,0.9626133826293939,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,process,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.02561863173216885,regional,0,1,29,88,species,0
5.194805194805196,0,5.194805194805181,apparent_homogenisation,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,blowes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,effect,alpha_q0,4.529411764705882,4.764705882352941,0.23529411764705888,5.194805194805196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,effect,alpha_q1,3.4221719124614234,3.5028141104253985,0.08064219796397509,2.3564625047130545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,effect,alpha_q2,2.9674237387971725,3.0111756442097763,0.043751905412603875,1.474407070367997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,effect,gamma,33,33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
