species,method,p_hat,lcl,ucl,n_sites,n_rep
Alopecosa albofasciata,GPD,0.999972310403462,0.00552768310563033,0.9999999999957381,4,7
Alopecosa albofasciata,DVAC,0.9983768446528619,0.0026603555453634125,0.9999999929493724,4,7
Alopecosa cuneata,Pitfall10,0.9999996677716849,0,1,15,7
Alopecosa cuneata,Pitfall8,0.9999997513058626,0,1,15,7
Alopecosa cuneata,Pitfall6,0.999999833581846,0,1,15,7
Alopecosa cuneata,Pitfall4,0.8690962762150237,0.596014794528239,0.9676136655700814,15,7
Alopecosa cuneata,Pitfall2,0.73720412741379,0.46743314483476606,0.8996576618061827,15,7
Alopecosa cuneata,GPD,0.8066988244059793,0.5208764153073941,0.9412461284508933,15,7
Alopecosa cuneata,DVAC,1.279553280783528e-7,0,1,15,7
Alopecosa farinosa,Pitfall10,0.9999999999999991,NA,NA,2,7
Alopecosa farinosa,Pitfall8,0.9827909949824201,0.04926118368154975,0.9999841135849908,2,7
Alopecosa farinosa,Pitfall6,0.9477409908152821,0.08900613305972804,0.9997030259512285,2,7
Alopecosa farinosa,Pitfall4,0.9259848142743208,0.12498822205851841,0.9990882139052448,2,7
Alopecosa farinosa,Pitfall2,0.7346721751621846,0.08432437328854216,0.9881312626990255,2,7
Alopecosa farinosa,GPD,7.233250190081094e-5,6.0537676339506775e-105,1,2,7
Alopecosa farinosa,DVAC,4.0582873835199504e-9,2.1533905241057013e-13,7.647677876917201e-5,2,7
Aulonia albimana,Pitfall10,0.9999998512291629,6.304346886356813e-94,1,17,7
Aulonia albimana,Pitfall8,0.9886253827991458,0.8250479416438833,0.9993761227285227,17,7
Aulonia albimana,Pitfall6,0.9197194248697226,0.6757764412922449,0.9843675871488451,17,7
Aulonia albimana,Pitfall4,0.8341108241301334,0.52534669544775,0.9580579308884652,17,7
Aulonia albimana,Pitfall2,0.42380711556295714,0.16554671631408804,0.7316863400528497,17,7
Aulonia albimana,GPD,0.8574476561883537,0.506143363686882,0.9724529720116375,17,7
Aulonia albimana,DVAC,0.6953408511922168,0.26587576281557795,0.9349943462745179,17,7
Bathyphantes gracilis,Pitfall10,0.9999964448083956,2.699977618085066e-60,1,14,7
Bathyphantes gracilis,Pitfall8,0.9784909923561673,0.6634143363978191,0.9990485129102608,14,7
Bathyphantes gracilis,Pitfall6,0.8659286196272835,0.3105811401170165,0.9893159744974437,14,7
Bathyphantes gracilis,Pitfall4,0.8262259032682483,0.25474616314716975,0.9851043947697856,14,7
Bathyphantes gracilis,Pitfall2,0.7785711015567738,0.20644751857006013,0.9793907563672438,14,7
Bathyphantes gracilis,GPD,0.6368677268705476,0.1118661130518227,0.9606611597299661,14,7
Bathyphantes gracilis,DVAC,0.89658533686793,0.34487846509673126,0.9930450481003577,14,7
Centromerus incilium,Pitfall10,0.9999995610372137,NA,NA,2,7
Centromerus incilium,Pitfall8,0.485840541406745,NA,NA,2,7
Centromerus incilium,Pitfall6,0.5000002596986451,0.058866831976019704,0.9411332831254889,2,7
Centromerus incilium,Pitfall4,0.500000125320702,0.058866806506431286,0.9411332490371889,2,7
Centromerus incilium,Pitfall2,0.49999915749841106,0.05886658676607418,0.9411330398272704,2,7
Centromerus incilium,GPD,0.4999999855761545,0.05887014937748464,0.9411298442293526,2,7
Centromerus incilium,DVAC,0.5000002373823993,0.05886682599037412,0.941133279220309,2,7
Centromerus sylvaticus,Pitfall10,0.9999995226100983,1.7747635126238282e-211,1,4,7
Centromerus sylvaticus,Pitfall8,0.9999997933599462,0,1,4,7
Centromerus sylvaticus,Pitfall6,0.7404287629700138,0.1385504839815187,0.980616859541481,4,7
Centromerus sylvaticus,Pitfall4,2.146530477523096e-5,3.340782382318289e-127,1,4,7
Centromerus sylvaticus,Pitfall2,6.562907349645173e-6,5.878611962972525e-233,1,4,7
Centromerus sylvaticus,GPD,0.6342440169087383,0.06898380607731787,0.9759514848511052,4,7
Centromerus sylvaticus,DVAC,0.0012154612720205714,1.2528110723188053e-110,1,4,7
Ceratinella brevis,Pitfall10,0.9999971502326289,0,1,3,7
Ceratinella brevis,Pitfall8,0.999992869075393,0,1,3,7
Ceratinella brevis,Pitfall6,0.19239532968245102,0.005472601559757821,0.91161155533614735,3,7
Ceratinella brevis,Pitfall4,0.04053650859178235,3.682597011271049e-4,0.8289226895192003,3,7
Ceratinella brevis,Pitfall2,3.5433712369557094e-7,1.451315285739795e-161,1,3,7
Ceratinella brevis,GPD,0.004492615224188509,3.1763971536619295e-6,0.865078215541652,3,7
Ceratinella brevis,DVAC,3.9182749727556735e-7,7.292202967865034e-157,1,3,7
Civizelotes civicus,Pitfall10,0.9999970483543102,1.4252067572587352e-197,1,2,7
Civizelotes civicus,Pitfall8,0.9999963264164858,6.015396121247566e-176,1,2,7
Civizelotes civicus,Pitfall6,0.9999945958479312,7.672692557574337e-174,1,2,7
Civizelotes civicus,Pitfall4,0.6106630167662879,0.06734107852118813,0.9714870395892398,2,7
Civizelotes civicus,Pitfall2,0.4999519234946808,0.058856111511872436,0.9411225804159506,2,7
Civizelotes civicus,GPD,0.752637330505694,0.03809763749572202,0.9957399978933609,2,7
Civizelotes civicus,DVAC,4.570602244946259e-6,1.3388284036154078e-287,1,2,7
Collinsia inerrans,Pitfall10,0.9999996682226041,0,1,7,7
Collinsia inerrans,Pitfall8,0.9999994562931173,0,1,7,7
Collinsia inerrans,Pitfall6,0.8169035491960672,0.3981877339001311,0.9678304912846188,7,7
Collinsia inerrans,Pitfall4,0.8365763501342584,0.3998306341406613,0.9752076337382207,7,7
Collinsia inerrans,Pitfall2,0.5622821904304938,0.19146585006940894,0.8745028245156073,7,7
Collinsia inerrans,GPD,0.398578365036144,0.10004451806330905,0.7980169088269451,7,7
Collinsia inerrans,DVAC,7.965512371697938e-8,0,1,7,7
Cybaeus tetricus,Pitfall10,0.9999999999911009,0,1,2,7
Cybaeus tetricus,Pitfall8,0.9999999999880658,0,1,2,7
Cybaeus tetricus,Pitfall6,0.9999999999807603,0,1,2,7
Cybaeus tetricus,Pitfall4,0.9999999999787421,0,1,2,7
Cybaeus tetricus,Pitfall2,0.9999999999975737,0,1,2,7
Cybaeus tetricus,GPD,0.9999999999995297,0,1,2,7
Cybaeus tetricus,DVAC,8.56447663207731e-7,0,1,2,7
Dicymbium nigrum,Pitfall10,0.9999999989738115,0,1,3,7
Dicymbium nigrum,Pitfall8,0.9999999993018369,0,1,3,7
Dicymbium nigrum,Pitfall6,0.6555224148105552,0.14027942442764899,0.9568835889163754,3,7
Dicymbium nigrum,Pitfall4,0.31968843791084967,0.037379963736150185,0.8504476010004882,3,7
Dicymbium nigrum,Pitfall2,0.33333063303167715,0.04337118454807137,0.8464859512610049,3,7
Dicymbium nigrum,GPD,0.3021105957606265,0.0236561698575521,0.8855079333156147,3,7
Dicymbium nigrum,DVAC,0.3333043433580105,0.04336431328720095,0.8464767262956862,3,7
Diplocephalus graecus,Pitfall10,0.9999956862455727,8.7970400085861e-105,1,12,7
Diplocephalus graecus,Pitfall8,0.9999948718908174,1.4230185176736955e-104,1,12,7
Diplocephalus graecus,Pitfall6,0.7971083341736038,0.44556926529938773,0.9505099045309949,12,7
Diplocephalus graecus,Pitfall4,0.80293582445669065,0.4550917484405268,0.95210248665725,12,7
Diplocephalus graecus,Pitfall2,0.7402194298624536,0.4335624461732278,0.9138478928521615,12,7
Diplocephalus graecus,GPD,0.8800821078323849,0.47497264993746646,0.9834813559427553,12,7
Diplocephalus graecus,DVAC,0.5454280503678535,0.2680386153046594,0.7972227581719324,12,7
Drassyllus lutetianus,Pitfall10,0.9999997060634644,0,1,6,7
Drassyllus lutetianus,Pitfall8,0.999999270786105,0,1,6,7
Drassyllus lutetianus,Pitfall6,0.7955542698675513,0.32891293771927993,0.9686466508305702,6,7
Drassyllus lutetianus,Pitfall4,0.6475895810193916,0.2207860455347344,0.9225859958333753,6,7
Drassyllus lutetianus,Pitfall2,0.4387314308397638,0.11113853124724997,0.8301287196789416,6,7
Drassyllus lutetianus,GPD,0.6666555104847185,0.26810319327562104,0.9160970496086761,6,7
Drassyllus lutetianus,DVAC,4.985948632429499e-6,1.6434802630763423e-176,1,6,7
Drassyllus praeficus,Pitfall10,0.9999955779650406,6.990799101551639e-186,1,3,6
Drassyllus praeficus,Pitfall8,0.9999948543908047,2.9936763135230263e-176,1,3,6
Drassyllus praeficus,Pitfall6,0.9999945947738147,2.886927435473374e-167,1,3,6
Drassyllus praeficus,Pitfall4,0.38275397268589,0.02596467597073549,0.9351700087217265,3,6
Drassyllus praeficus,Pitfall2,0.329539226591401,0.020913452295043586,0.9187652723178924,3,6
Drassyllus praeficus,GPD,0.5091889273751512,0.026347193714927455,0.9754745497497813,3,6
Drassyllus pumilus,Pitfall10,1,0,1,2,7
Drassyllus pumilus,Pitfall8,1,0,1,2,7
Drassyllus pumilus,Pitfall6,1,0,1,2,7
Drassyllus pumilus,Pitfall4,1,0,1,2,7
Drassyllus pumilus,Pitfall2,0.9999999813476507,0,1,2,7
Drassyllus pumilus,GPD,0.9999999845561183,0,1,2,7
Drassyllus pumilus,DVAC,0.999956981861251,0,1,2,7
Drassyllus pusillus,Pitfall10,0.9999921984904163,1.1945503147179079e-79,1,10,7
Drassyllus pusillus,Pitfall8,0.9188868389982251,0.5672546422059661,0.9898890779218263,10,7
Drassyllus pusillus,Pitfall6,0.7490020479998459,0.41955027813955104,0.9249242119529117,10,7
Drassyllus pusillus,Pitfall4,0.6552918550758289,0.33596444156251304,0.8771911238185511,10,7
Drassyllus pusillus,Pitfall2,0.31820748292331,0.10687030350775516,0.6454440389835703,10,7
Drassyllus pusillus,GPD,0.6889272568957179,0.34463863604153866,0.9031659961757219,10,7
Drassyllus pusillus,DVAC,6.2134659293823645e-6,6.40476162348423e-114,1,10,7
Eratigena picta,Pitfall10,1,0,1,2,6
Eratigena picta,Pitfall8,0.9999991875777333,0,1,2,6
Eratigena picta,Pitfall6,1.201273864346265e-10,0,1,2,6
Eratigena picta,Pitfall4,4.6197687259033626e-10,0,1,2,6
Eratigena picta,Pitfall2,5.928226911212755e-10,0,1,2,6
Eratigena picta,GPD,2.98534337866454e-10,0,1,2,6
Erigone atra,Pitfall10,0.9999680828460741,3.273624799305596e-31,1,19,7
Erigone atra,Pitfall8,0.9478508956626105,0.7076621779375578,0.9927258215001155,19,7
Erigone atra,Pitfall6,0.8615571615123606,0.6362778224555891,0.9567821779201509,19,7
Erigone atra,Pitfall4,0.7665147361717735,0.5310545458764708,0.9049168799119165,19,7
Erigone atra,Pitfall2,0.7048831426415111,0.47118771104826107,0.8649116360230615,19,7
Erigone atra,GPD,0.8144619058760649,0.5479074397099851,0.9408281983767307,19,7
Erigone atra,DVAC,0.4374930145219072,0.22459727092583792,0.6762055125314836,19,7
Erigone autumnalis,Pitfall10,0.9999999864622373,0,1,6,7
Erigone autumnalis,Pitfall8,0.8306024692164731,0.35225654221890135,0.9778807874743322,6,7
Erigone autumnalis,Pitfall6,0.8515082976620792,0.38890490445032694,0.98101387331294,6,7
Erigone autumnalis,Pitfall4,0.6991869030488549,0.2845162577502471,0.9314402491002561,6,7
Erigone autumnalis,Pitfall2,0.36604899665413587,0.09183589626847544,0.7672794851667131,6,7
Erigone autumnalis,GPD,0.1666675109328775,0.02283278350726548,0.631253182863431,6,7
Erigone autumnalis,DVAC,0.24999590369691285,0.03351029240659751,0.7621584449704959,6,7
Erigone dentipalpis,Pitfall10,0.9999761368330674,1.2496103271929166e-26,1,29,7
Erigone dentipalpis,Pitfall8,0.9692251416858664,0.8073162043648577,0.9957935998001978,29,7
Erigone dentipalpis,Pitfall6,0.9119096762314628,0.7522119537032028,0.9724525709958665,29,7
Erigone dentipalpis,Pitfall4,0.8147617415582843,0.6364143833207468,0.9170307238463865,29,7
Erigone dentipalpis,Pitfall2,0.672792515510894,0.4865109797769986,0.8169254189066927,29,7
Erigone dentipalpis,GPD,0.7501597216803064,0.5404295615043581,0.8846127947671777,29,7
Erigone dentipalpis,DVAC,0.272785768824177,0.12800293826891948,0.48941761192860583,29,7
Hahnia nava,Pitfall10,0.9999920985227142,1.3645014211465106e-78,1,13,7
Hahnia nava,Pitfall8,0.8470318114525288,0.5507787148666821,0.9615504123906373,13,7
Hahnia nava,Pitfall6,0.6865934018368405,0.39863930273940307,0.878640614708258,13,7
Hahnia nava,Pitfall4,0.6075366352643125,0.33014983266793624,0.8294092142049732,13,7
Hahnia nava,Pitfall2,0.3023688817594444,0.11613967517678966,0.5884157443582866,13,7
Hahnia nava,GPD,0.570844733056236,0.28441019765681386,0.8165710441197189,13,7
Hahnia nava,DVAC,0.08333573080701016,0.011601488653400245,0.41319444239188796,13,7
Histopona torpida,Pitfall10,1,0,1,3,6
Histopona torpida,Pitfall8,1,0,1,3,6
Histopona torpida,Pitfall6,1,0,1,3,6
Histopona torpida,Pitfall4,1,0,1,3,6
Histopona torpida,Pitfall2,1,0,1,3,6
Histopona torpida,GPD,0.999999987189291,0,1,3,6
Mermessus trilobatus,Pitfall10,0.9999867202964655,3.3211402401249365e-58,1,15,7
Mermessus trilobatus,Pitfall8,0.865625852042043,0.5912320810329676,0.9663199188164884,15,7
Mermessus trilobatus,Pitfall6,0.6943805573797942,0.4321914549338713,0.8714986152323674,15,7
Mermessus trilobatus,Pitfall4,0.4333112509959934,0.21050178330942337,0.6867988071790073,15,7
Mermessus trilobatus,Pitfall2,0.22548410248857553,0.07469160758278395,0.5121931533392495,15,7
Mermessus trilobatus,GPD,0.6974985850605888,0.4068205010033345,0.885740723688829,15,7
Mermessus trilobatus,DVAC,0.33338056704655894,0.13088912417975643,0.6241617887353477,15,7
Micaria micans,Pitfall10,0.999999017224545,1.1972382247694606e-72,1,12,7
Micaria micans,Pitfall8,0.9414432665614814,0.5233612850190636,0.995770035641947,12,7
Micaria micans,Pitfall6,0.8869003365366149,0.3238976241276204,0.9922696705461417,12,7
Micaria micans,Pitfall4,0.8699152380666775,0.2889512626771824,0.9909947544568892,12,7
Micaria micans,Pitfall2,0.6937908350911426,0.12374993852112481,0.9732262023678208,12,7
Micaria micans,GPD,0.9759844774043588,0.6816049089406527,0.9987055000133773,12,7
Micaria micans,DVAC,4.759360973353813e-5,1.075346733071108e-173,1,12,7
Microlinyphia pusilla,Pitfall10,0.9999995960007659,NA,NA,2,7
Microlinyphia pusilla,Pitfall8,0.9999996651344527,NA,NA,2,7
Microlinyphia pusilla,Pitfall6,0.4999969493709223,0.058866109275526886,0.9411325386493782,2,7
Microlinyphia pusilla,Pitfall4,0.49999919529010833,0.05886698206311215,0.9411326612777613,2,7
Microlinyphia pusilla,Pitfall2,0.5000042745684518,0.0588679309347869,0.941133963610782,2,7
Microlinyphia pusilla,GPD,1.0369121192123865e-7,0,1,2,7
Microlinyphia pusilla,DVAC,0.9999978724368218,0,1,2,7
Microneta viaria,Pitfall10,0.9999946409187517,5.680907492960066e-132,1,8,6
Microneta viaria,Pitfall8,0.7225910784152872,0.32067551751523454,0.9349520612891574,8,6
Microneta viaria,Pitfall6,0.5825543941438184,0.21545255532781316,0.8764141769610807,8,6
Microneta viaria,Pitfall4,0.4679149868404378,0.16409795272024744,0.7975440310592925,8,6
Microneta viaria,Pitfall2,0.23075881024134695,0.053165689422113076,0.6157737056140481,8,6
Microneta viaria,GPD,0.14761497135824203,0.01792136160876725,0.6217107888701728,8,6
Minyriolus pusillus,Pitfall10,0.9999999975902669,0,1,3,6
Minyriolus pusillus,Pitfall8,0.9999999972453828,0,1,3,6
Minyriolus pusillus,Pitfall6,0.9999999971095936,0,1,3,6
Minyriolus pusillus,Pitfall4,0.7048711136146215,0.15610141416342832,0.9685905159348109,3,6
Minyriolus pusillus,Pitfall2,0.3333304763113624,0.043371145616599036,0.8464858899053458,3,6
Minyriolus pusillus,GPD,0.8193952347379038,0.04070444035117931,0.9979428471320848,3,6
Oedothorax apicatus,Pitfall10,0.9999982453565514,5.0691734935924174e-117,1,21,7
Oedothorax apicatus,Pitfall8,0.9999982010528959,1.5055965243352406e-117,1,21,7
Oedothorax apicatus,Pitfall6,0.9999983269792222,2.06955579350837e-119,1,21,7
Oedothorax apicatus,Pitfall4,0.9619128024919289,0.7569545433033268,0.9951409260752816,21,7
Oedothorax apicatus,Pitfall2,0.8714964511085257,0.6581066068717438,0.9598302638277179,21,7
Oedothorax apicatus,GPD,0.9675856499525622,0.6972393787085818,0.9974221518771959,21,7
Oedothorax apicatus,DVAC,0.6000254319491723,0.3480931279956135,0.8082337014523209,21,7
Oedothorax fuscus,Pitfall10,0.9999930139066862,1.0765143830756672e-83,1,14,7
Oedothorax fuscus,Pitfall8,0.9275965587157968,0.6260968648568671,0.989901092710704,14,7
Oedothorax fuscus,Pitfall6,0.9323012456388962,0.6403508436908539,0.990699003241397,14,7
Oedothorax fuscus,Pitfall4,0.9331179150131139,0.6418877717940411,0.9908755724906532,14,7
Oedothorax fuscus,Pitfall2,0.5877685149605428,0.32483372546385864,0.8086314089327571,14,7
Oedothorax fuscus,GPD,0.7223726570368326,0.414297318495772,0.9054027335281105,14,7
Oedothorax fuscus,DVAC,0.38460252251976124,0.16974769564887202,0.6564018790489978,14,7
Oedothorax gibbosus,Pitfall10,0.9999997633644546,0,1,2,7
Oedothorax gibbosus,Pitfall8,0.9999997571004245,0,1,2,7
Oedothorax gibbosus,Pitfall6,0.9999997654432939,0,1,2,7
Oedothorax gibbosus,Pitfall4,0.5000028796359378,0.058867296840390694,0.9411339794459374,2,7
Oedothorax gibbosus,Pitfall2,0.49999757485033863,0.058866223172615854,0.9411327019726297,2,7
Oedothorax gibbosus,GPD,1.4540394656469115e-7,0,1,2,7
Oedothorax gibbosus,DVAC,1.29817757380105e-7,0,1,2,7
Ozyptila claveata,Pitfall10,0.9999999616805014,0,1,2,7
Ozyptila claveata,Pitfall8,1.2566230606625017e-8,0,1,2,7
Ozyptila claveata,Pitfall6,2.8986371525237965e-8,0,1,2,7
Ozyptila claveata,Pitfall4,3.1473078039531734e-23,0,1,2,7
Ozyptila claveata,Pitfall2,3.767021124127804e-23,0,1,2,7
Ozyptila claveata,GPD,1.5250259460065294e-8,0,1,2,7
Ozyptila claveata,DVAC,4.770481436259027e-24,0,1,2,7
Ozyptila simplex,Pitfall10,0.9999999983936534,0,1,4,7
Ozyptila simplex,Pitfall8,0.9999999989508033,0,1,4,7
Ozyptila simplex,Pitfall6,0.26084663307174294,0.01734828209090543,0.8758403561245506,4,7
Ozyptila simplex,Pitfall4,0.263144854840552,0.013353390266258792,0.9040596147044043,4,7
Ozyptila simplex,Pitfall2,1.6329331274664617e-8,0,1,4,7
Ozyptila simplex,GPD,0.5000001451693965,0.12347103562823311,0.8765290900604659,4,7
Ozyptila simplex,DVAC,5.725976862913143e-10,0,1,4,7
Pachygnatha degeeri,Pitfall10,0.9999999947259173,3.018110039759754e-57,1,31,7
Pachygnatha degeeri,Pitfall8,0.9999904820534382,3.2566207256452634e-48,1,31,7
Pachygnatha degeeri,Pitfall6,0.9999763425763535,1.3163412837549699e-48,1,31,7
Pachygnatha degeeri,Pitfall4,0.999968445874511,9.867015916244667e-49,1,31,7
Pachygnatha degeeri,Pitfall2,0.9999379674964529,5.02361266596976e-49,1,31,7
Pachygnatha degeeri,GPD,0.9999941663979256,5.1955324381224656e-48,1,31,7
Pachygnatha degeeri,DVAC,0.9997681617871743,1.3442775128238903e-49,1,31,7
Palliduphantes alutacius,Pitfall10,0.9999998694173413,0,1,3,6
Palliduphantes alutacius,Pitfall8,0.6644638961054274,0.15177526237139163,0.9563636076616434,3,6
Palliduphantes alutacius,Pitfall6,0.3383849818577252,0.04351472010404739,0.8518476970100316,3,6
Palliduphantes alutacius,Pitfall4,0.3332458495395819,0.043349027687375086,0.8464561980148753,3,6
Palliduphantes alutacius,Pitfall2,1.6270132829233878e-5,2.366978807908659e-127,1,3,6
Palliduphantes alutacius,GPD,0.3797740118444827,0.017214781491077587,0.9553663627465163,3,6
Palliduphantes pallidus,Pitfall10,0.9999790955743088,8.634485186705773e-109,1,3,6
Palliduphantes pallidus,Pitfall8,0.3063868520524524,0.029654357460709154,0.8645857101731886,3,6
Palliduphantes pallidus,Pitfall6,0.31294447936337955,0.03404967469523386,0.8547699468483062,3,6
Palliduphantes pallidus,Pitfall4,0.31748935732921346,0.036931615882566084,0.8494621441978759,3,6
Palliduphantes pallidus,Pitfall2,0.3332917997641493,0.043361041836911536,0.8464723033075335,3,6
Palliduphantes pallidus,GPD,0.2747791593288995,0.010185862770623794,0.9331116114825955,3,6
Panamomops sulcifrons,Pitfall10,0.99999975341166,NA,NA,4,7
Panamomops sulcifrons,Pitfall8,0.7036497466935732,NA,NA,4,7
Panamomops sulcifrons,Pitfall6,0.49998798295317465,0.12346572395645784,0.876523871602057,4,7
Panamomops sulcifrons,Pitfall4,0.2500113448815571,0.03351446981819498,0.7621649216714049,4,7
Panamomops sulcifrons,Pitfall2,1.746656019513365e-6,0,1,4,7
Panamomops sulcifrons,GPD,0.2500060584881372,0.03351319398486611,0.7621618404458884,4,7
Panamomops sulcifrons,DVAC,2.1651316928694124e-6,0,1,4,7
Pardosa amentata,Pitfall10,1,0,1,5,7
Pardosa amentata,Pitfall8,0.9999999999986342,0,1,5,7
Pardosa amentata,Pitfall6,0.9999999999682676,0,1,5,7
Pardosa amentata,Pitfall4,0.9999999999682663,0,1,5,7
Pardosa amentata,Pitfall2,0.9999999999047933,0,1,5,7
Pardosa amentata,GPD,0.9999488575749214,1.8279769044246443e-115,1,5,7
Pardosa amentata,DVAC,0.9068245712325627,0,1,5,7
Pardosa hortensis,Pitfall10,0.9999935617089605,6.144455750934035e-62,1,20,7
Pardosa hortensis,Pitfall8,0.9623102596442354,0.7054186560940843,0.9963401323108071,20,7
Pardosa hortensis,Pitfall6,0.9294883197765936,0.6540415426682747,0.9892374254011463,20,7
Pardosa hortensis,Pitfall4,0.7728748923175289,0.41085737492053526,0.9431953131601046,20,7
Pardosa hortensis,Pitfall2,0.5380999779980832,0.20600087690493665,0.8395109430395642,20,7
Pardosa hortensis,GPD,0.6022559489514825,0.23236584517503225,0.8833710528873568,20,7
Pardosa hortensis,DVAC,1.1458311662466137e-6,4.939816818114595e-274,1,20,7
Pardosa lugubris,Pitfall10,0.9999966978071723,0,1,2,6
Pardosa lugubris,Pitfall8,0.9999978879612267,0,1,2,6
Pardosa lugubris,Pitfall6,0.9999974412346019,0,1,2,6
Pardosa lugubris,Pitfall4,0.9999990378646468,0,1,2,6
Pardosa lugubris,Pitfall2,0.5000038738877709,0.05886763801790742,0.9411340789350755,2,6
Pardosa lugubris,GPD,4.584832111535459e-7,0,1,2,6
Pardosa monticola,Pitfall10,0.9999999979279042,0,1,2,7
Pardosa monticola,Pitfall8,0.9999999976728451,0,1,2,7
Pardosa monticola,Pitfall6,0.9999999974569194,0,1,2,7
Pardosa monticola,Pitfall4,0.9999999976874847,0,1,2,7
Pardosa monticola,Pitfall2,0.9999999989880188,0,1,2,7
Pardosa monticola,GPD,0.9999999995486109,0,1,2,7
Pardosa monticola,DVAC,9.32771379288393e-9,0,1,2,7
Pardosa nigriceps,Pitfall10,0.9999999999999705,0,1,7,7
Pardosa nigriceps,Pitfall8,0.999999999999925,0,1,7,7
Pardosa nigriceps,Pitfall6,0.9999999999998288,0,1,7,7
Pardosa nigriceps,Pitfall4,0.9999996470603341,0,1,7,7
Pardosa nigriceps,Pitfall2,0.9999997095855104,0,1,7,7
Pardosa nigriceps,GPD,0.9999999250322541,0,1,7,7
Pardosa nigriceps,DVAC,0.9999972154738621,0,1,7,7
Pardosa paludicola,Pitfall10,0.9999850916191215,1.1540288222905398e-107,1,8,7
Pardosa paludicola,Pitfall8,0.9999712491421118,2.6001666234038714e-56,1,8,7
Pardosa paludicola,Pitfall6,0.9250455814910568,0.5585047247906254,0.9917628525340564,8,7
Pardosa paludicola,Pitfall4,0.8461152793411818,0.4625927443870137,0.972315639985167,8,7
Pardosa paludicola,Pitfall2,0.6209286284064222,0.25674671493110846,0.8859405567839982,8,7
Pardosa paludicola,GPD,0.9614778326407623,0.4687857245306723,0.9985854030094911,8,7
Pardosa paludicola,DVAC,1.125129588646393e-5,1.3699375612438622e-101,1,8,7
Pardosa palustris,Pitfall10,0.9999995304996468,1.0413792165164223e-218,1,16,7
Pardosa palustris,Pitfall8,0.9999987661440085,1.6330332092746107e-141,1,16,7
Pardosa palustris,Pitfall6,0.9667614979781615,0.7635470365793398,0.9961974000988312,16,7
Pardosa palustris,Pitfall4,0.8448848005675497,0.591187583986754,0.9535221806240456,16,7
Pardosa palustris,Pitfall2,0.7055515080548652,0.44621714623363595,0.8769347969739232,16,7
Pardosa palustris,GPD,0.8951548466867404,0.5947353122514512,0.9802653692322233,16,7
Pardosa palustris,DVAC,0.08332655121844966,0.011598935440129054,0.41319016039293816,16,7
